VFB_ID	external_IDs	cell_types
VFB_0010020q	['19393744']	['embryonic/larval neuron', 'neuron']
VFB_00100223	['4241192']	['Kenyon cell', 'neuron']
VFB_0010020r	['19393756']	['embryonic/larval neuron', 'neuron']
VFB_00100224	['4241237']	['larval mushroom body output neuron d1', 'neuron']
VFB_0010020s	['19395562']	['neuron', 'embryonic/larval neuron']
VFB_00100225	['4230749']	['larval mushroom body output neuron h2', 'neuron']
VFB_0010020l	['19389347']	['embryonic/larval neuron', 'neuron']
VFB_0010020m	['19389353']	['neuron', 'embryonic/larval neuron']
VFB_0010020n	['19393720']	['embryonic/larval neuron', 'neuron']
VFB_00100220	['5019924']	['neuron', 'Kenyon cell']
VFB_0010020o	['19393736']	['embryonic/larval neuron', 'neuron']
VFB_00100221	['4234009']	['neuron', 'larval mushroom body output neuron b3']
VFB_0010020x	['19396494']	['embryonic/larval neuron', 'neuron']
VFB_0010020y	['19396502']	['neuron', 'embryonic/larval neuron']
VFB_0010020z	['19396510']	['neuron', 'embryonic/larval neuron']
VFB_0010020t	['19395651']	['neuron', 'embryonic/larval neuron']
VFB_00100226	['4598363']	['neuron', 'larval mushroom body output neuron g1']
VFB_0010020u	['19395656']	['neuron', 'embryonic/larval neuron']
VFB_00100227	['4381129']	['larval mushroom body input neuron l1', 'neuron']
VFB_0010020v	['19395698']	['embryonic/larval neuron', 'neuron']
VFB_00100228	['4381377']	['larval mushroom body dopaminergic neuron g1', 'neuron']
VFB_0010020w	['19395704']	['embryonic/larval neuron', 'neuron']
VFB_00100229	['4393049']	['neuron']
VFB_0010021a	['19396517']	['neuron', 'embryonic/larval neuron']
VFB_0010021b	['19402002']	['neuron', 'embryonic/larval neuron']
VFB_0010021c	['19402006']	['neuron', 'embryonic/larval neuron']
VFB_0010021d	['19402010']	['neuron', 'embryonic/larval neuron']
VFB_0010021i	['19437152']	['embryonic/larval neuron', 'neuron']
VFB_0010021j	['19437159']	['embryonic/larval neuron', 'neuron']
VFB_0010021k	['19538646']	['embryonic/larval neuron', 'neuron']
VFB_0010021l	['19539229']	['neuron', 'embryonic/larval neuron']
VFB_0010021e	['19404939']	['embryonic/larval neuron', 'neuron']
VFB_0010021f	['19422319']	['neuron', 'embryonic/larval neuron']
VFB_0010021g	['19428881']	['embryonic/larval neuron', 'neuron']
VFB_0010021h	['19433138']	['neuron', 'embryonic/larval neuron']
VFB_0010021q	['19806028']	['embryonic/larval neuron', 'neuron']
VFB_00100233	['4412315']	['Kenyon cell', 'neuron']
VFB_0010021r	['19851505']	['embryonic/larval neuron', 'neuron']
VFB_00100234	['4414163']	['larval mushroom body dopaminergic neuron j1', 'neuron']
VFB_0010021s	['20443342']	['embryonic/larval neuron', 'neuron']
VFB_00100235	['4414184']	['neuron', 'larval mushroom body dopaminergic neuron j1']
VFB_0010021t	['4680995']	['neuron', 'larval lateral horn neuron']
VFB_00100236	['4444354']	['neuron', 'Kenyon cell']
VFB_0010021m	['19539248']	['neuron', 'embryonic/larval neuron']
VFB_0010021n	['19560124']	['neuron', 'embryonic/larval neuron']
VFB_00100230	['4635057']	['neuron', 'larval thermosensory projection neuron']
VFB_0010021o	['19701236']	['embryonic/larval neuron', 'neuron']
VFB_00100231	['4411505']	['Kenyon cell', 'neuron']
VFB_0010021p	['19806024']	['neuron', 'embryonic/larval neuron']
VFB_00100232	['4412036']	['neuron', 'Kenyon cell']
VFB_0010021y	['9753418']	['larval lateral horn local interneuron 2', 'neuron']
VFB_0010021z	['12813847']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_0010021u	['5462159']	['neuron', 'larval PDM descending neuron']
VFB_00100237	['4518546']	['Kenyon cell', 'neuron']
VFB_0010021v	['5769582']	['neuron', 'larval lateral horn local interneuron 2']
VFB_00100238	['4876704']	['neuron']
VFB_0010021w	['6446394']	['neuron', 'larval PDM descending neuron']
VFB_00100239	['4884579']	['neuron', 'larval mushroom body dopaminergic neuron k1']
VFB_0010021x	['8065771']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_00100200	['3605630']	['immature Kenyon cell', 'neuron']
VFB_00100201	['3587612']	['neuron', 'Kenyon cell']
VFB_00100202	['3679411']	['immature Kenyon cell', 'neuron']
VFB_00100203	['3690921']	['larval thermosensory projection neuron', 'neuron']
VFB_00100208	['3886356']	['neuron', 'larval mushroom body dopaminergic neuron d1']
VFB_00100209	['3890028']	['larval mushroom body input neuron e2', 'neuron']
VFB_00100204	['3709977']	['neuron']
VFB_00100205	['3756659']	['neuron', 'larval thermosensory projection neuron']
VFB_00100206	['3819157']	['Kenyon cell', 'neuron']
VFB_00100207	['3819171']	['neuron', 'Kenyon cell']
VFB_00100211	['4108016']	['neuron', 'larval thermosensory projection neuron']
VFB_00100212	['4117305']	['Kenyon cell', 'neuron']
VFB_00100213	['4134539']	['Kenyon cell', 'neuron']
VFB_00100214	['4152020']	['neuron']
VFB_00100210	['4022539']	['larval mushroom body output neuron m1', 'neuron']
VFB_00100219	['4230061']	['neuron', 'Kenyon cell']
VFB_00100215	['4154421']	['larval thermosensory projection neuron', 'neuron']
VFB_00100216	['4195012']	['neuron', 'larval mushroom body output neuron h1']
VFB_00100217	['4227304']	['Kenyon cell', 'neuron']
VFB_00100218	['4227544']	['Kenyon cell', 'neuron']
VFB_00100082	['4354933']	['neuron', 'larval uniglomerular projection neuron 85c']
VFB_00100083	['4391978']	['neuron', 'larval antennal lobe multiglomerular projection neuron C2']
VFB_00100084	['4493199']	['larval uniglomerular projection neuron 13a', 'neuron']
VFB_00100085	['4651929']	['neuron', 'larval uniglomerular projection neuron 94b']
VFB_00100080	['4324898']	['neuron', 'larval antennal lobe multiglomerular projection neuron seahorse']
VFB_00100081	['4327684']	['larval antennal lobe multiglomerular projection neuron A3', 'neuron']
VFB_00100086	['4679139']	['neuron', 'larval antennal lobe multiglomerular projection neuron A2']
VFB_00100087	['4700078']	['larval antennal lobe multiglomerular projection neuron B2', 'neuron']
VFB_00100088	['4700182']	['neuron', 'larval subesophageal zone vine neuron']
VFB_00100089	['5030808']	['larval antennal lobe keystone local neuron', 'neuron']
VFB_00100093	['3465659']	['larval olfactory receptor neuron Or35a', 'neuron']
VFB_00100094	['5261424']	['larval antennal lobe multiglomerular projection neuron A2', 'neuron']
VFB_00100095	['5291791']	['neuron', 'larval antennal lobe picky 0 local neuron']
VFB_00100096	['7843730']	['neuron', 'larval uniglomerular projection neuron 74a']
VFB_00100090	['8311264']	['larval antennal lobe broad trio local neuron', 'neuron']
VFB_00100091	['5090549']	['larval olfactory receptor neuron Or45b', 'neuron']
VFB_00100092	['5247102']	['neuron', 'larval antennal lobe picky 4 local neuron']
VFB_00100097	['6143930']	['larval serotonergic IP1 neuron 1', 'neuron']
VFB_00100098	['6340439']	['neuron', 'larval olfactory receptor neuron Or59a']
VFB_00100099	['7527710']	['neuron', 'larval olfactory receptor neuron Or13a']
VFB_00100060	['3813723']	['larval olfactory receptor neuron Or45b', 'neuron']
VFB_00100061	['3827211']	['neuron', 'larval olfactory receptor neuron Or42a']
VFB_00100062	['3840345']	['neuron', 'larval olfactory receptor neuron Or35a']
VFB_00100063	['7719547']	['larval olfactory receptor neuron Or63a', 'neuron']
VFB_00100068	['3896629']	['larval olfactory receptor neuron Or33b/Or47a', 'neuron']
VFB_00100069	['3954014']	['larval olfactory receptor neuron Or22c', 'neuron']
VFB_00100064	['3865952']	['neuron', 'larval olfactory receptor neuron Or24a']
VFB_00100065	['3872653']	['larval olfactory receptor neuron Or33a', 'neuron']
VFB_00100066	['3885215']	['neuron', 'larval olfactory receptor neuron Or74a']
VFB_00100067	['3893195']	['neuron', 'larval olfactory receptor neuron Or85c']
VFB_00100071	['3963891']	['neuron', 'larval olfactory receptor neuron Or45a']
VFB_00100072	['3980315']	['larval olfactory receptor neuron Or82a', 'neuron']
VFB_00100073	['7658146']	['larval olfactory receptor neuron Or49a', 'neuron']
VFB_00100074	['4073353']	['larval olfactory receptor neuron Or13a', 'neuron']
VFB_00100070	['3958234']	['neuron', 'larval olfactory receptor neuron Or94a/Or94b']
VFB_00100079	['4247099']	['larval antennal lobe choosy local neuron', 'neuron']
VFB_00100075	['4076389']	['neuron', 'larval olfactory receptor neuron Or59a']
VFB_00100076	['4116174']	['neuron', 'larval octopaminergic neuron 1 of antennal lobe']
VFB_00100077	['4119387']	['larval antennal lobe multiglomerular projection neuron A1', 'neuron']
VFB_00100078	['8021456']	['neuron', 'larval uniglomerular projection neuron 33a']
VFB_00100040	['3410499']	['neuron', 'larval olfactory receptor neuron Or42b']
VFB_00100041	['3486381']	['larval uniglomerular projection neuron 42a', 'neuron']
VFB_00100046	['3592997']	['larval olfactory receptor neuron Or24a', 'neuron']
VFB_00100047	['3694515']	['larval olfactory receptor neuron Or33b/Or47a', 'neuron']
VFB_00100048	['3708875']	['neuron', 'larval olfactory receptor neuron Or33a']
VFB_00100049	['3712893']	['larval antennal lobe multiglomerular projection neuron bilateral lower', 'neuron']
VFB_00100042	['3486950']	['larval subesophageal zone vine neuron', 'neuron']
VFB_00100043	['3511996']	['neuron', 'larval olfactory receptor neuron Or94a/Or94b']
VFB_00100044	['3538129']	['neuron', 'larval antennal lobe multiglomerular projection neuron D']
VFB_00100045	['3547397']	['neuron', 'larval olfactory receptor neuron Or83a']
VFB_00100050	['3716797']	['neuron', 'larval olfactory receptor neuron Or45a']
VFB_00100051	['3736500']	['neuron', 'larval subesophageal zone ginkgo 2 neuron']
VFB_00100052	['3768025']	['larval olfactory receptor neuron Or30a', 'neuron']
VFB_00100057	['3806573']	['larval antennal lobe picky 2 local neuron', 'neuron']
VFB_00100058	['3806652']	['neuron', 'larval subesophageal zone spruce neuron']
VFB_00100059	['3813487']	['larval mandibular VUM neuron 1', 'neuron']
VFB_00100053	['3771794']	['larval olfactory receptor neuron Or49a', 'neuron']
VFB_00100054	['3774568']	['neuron', 'larval olfactory receptor neuron Or82a']
VFB_00100055	['3790004']	['larval olfactory receptor neuron Or67b', 'neuron']
VFB_00100056	['3805641']	['larval antennal lobe ventral local neuron', 'neuron']
VFB_00100024	['10185585']	['neuron', 'larval metathoracic T01d1 neuron']
VFB_00100025	['13122056']	['neuron', 'larval abdominal 1 A00g neuron']
VFB_00100026	['40045']	['larval olfactory receptor neuron Or22c', 'neuron']
VFB_00100027	['2568465']	['neuron', 'larval antennal lobe multiglomerular projection neuron B1']
VFB_00100023	['5309932']	['neuron', 'larval abdominal 1 A03g neuron']
VFB_00100028	['2571761']	['larval olfactory receptor neuron Or83a', 'neuron']
VFB_00100029	['2582391']	['neuron', 'larval olfactory receptor neuron Or1a']
VFB_00100030	['2584838']	['neuron', 'larval olfactory receptor neuron Or30a']
VFB_00100035	['3410506']	['neuron', 'larval olfactory receptor neuron Or85c']
VFB_00100036	['6791927']	['neuron', 'larval olfactory receptor neuron Or67b']
VFB_00100037	['3450442']	['neuron', 'larval antennal lobe multiglomerular projection neuron B2']
VFB_00100038	['3464773']	['larval olfactory receptor neuron Or42a', 'neuron']
VFB_00100031	['2608843']	['larval olfactory receptor neuron Or42b', 'neuron']
VFB_00100032	['2611805']	['neuron', 'larval olfactory receptor neuron Or1a']
VFB_00100033	['2612527']	['larval antennal lobe multiglomerular projection neuron C2', 'neuron']
VFB_00100034	['3158543']	['larval olfactory receptor neuron Or63a', 'neuron']
VFB_00100039	['7542938']	['larval olfactory receptor neuron Or74a', 'neuron']
VFB_00101409	['4542433']	['neuron', 'larval abdominal 1 A18b neuron']
VFB_00101404	['2072202']	['neuron', 'larval abdominal 3 A27l neuron']
VFB_00101405	['2111886']	['larval abdominal 3 A27l neuron', 'neuron']
VFB_00101406	['4038808']	['larval abdominal 2 A14h neuron', 'neuron']
VFB_00100981	['8342582']	['neuron', 'larval Swallowtail neuron']
VFB_00100982	['13874213']	['neuron', 'abdominal 2 VO1 motor neuron']
VFB_00100983	['13875211']	['neuron']
VFB_00100984	['13880943']	['neuron', 'abdominal 2 VO1 motor neuron']
VFB_00100980	['6724973']	['larval Goro-like neuron', 'neuron']
VFB_00100989	['16306343']	['neuron']
VFB_00100985	['13885023']	['neuron']
VFB_00100986	['14472972']	['larval T07u neuron', 'neuron']
VFB_00100987	['15892037']	['neuron', 'larval T07u neuron']
VFB_00100988	['16100981']	['neuron', 'larval pre-Swallowtail1 neuron']
VFB_00100992	['18181776']	['neuron']
VFB_00100993	['18189977']	['larval Swallowtail neuron', 'neuron']
VFB_00100994	['18202032']	['neuron']
VFB_00100995	['18303100']	['neuron', 'mesothoracic dorsal multidendritic neuron ddaC']
VFB_00100990	['16418094']	['neuron', 'larval Goro-like neuron']
VFB_00100991	['16605707']	['neuron', 'larval T19v neuron']
VFB_00100996	['18339058']	['neuron']
VFB_00100997	['18684928']	['larval abdominal 1 Wave neuron', 'neuron']
VFB_00100998	['18694051']	['neuron', 'larval pre-Goro6 neuron']
VFB_00100999	['18695579']	['neuron', 'larval pre-Swallowtail1 neuron']
VFB_00100960	['14046464']	['neuron']
VFB_00100961	['14046472']	['neuron']
VFB_00100962	['14913093']	['larval abdominal 1 A08s projection neuron', 'neuron']
VFB_00100967	['16274373']	['larval abdominal 3 A02j neuron', 'neuron']
VFB_00100968	['17077342']	['neuron', 'larval abdominal 1 A27e neuron']
VFB_00100969	['17114293']	['neuron']
VFB_00100963	['15504369']	['larval abdominal 1 GDL neuron', 'neuron']
VFB_00100964	['15504376']	['larval abdominal 1 GDL neuron', 'neuron']
VFB_00100965	['15565587']	['neuron']
VFB_00100966	['16066985']	['larval abdominal 1 A27a neuron', 'neuron']
VFB_00100970	['18427863']	['larval metathoracic A05a neuron', 'neuron']
VFB_00100972	['918889']	['neuron', 'larval abdominal 1 Wave neuron']
VFB_00100973	['360668']	['neuron']
VFB_00100978	['3952743']	['neuron']
VFB_00100979	['4514711']	['neuron']
VFB_00100974	['360861']	['neuron', 'larval pre-Goro6 neuron']
VFB_00100975	['1931981']	['neuron', 'larval T19v neuron']
VFB_00100976	['3931434']	['neuron', 'larval abdominal 3 aCC neuron']
VFB_00100977	['3942269']	['neuron', 'larval abdominal 3 aCC neuron']
VFB_00100938	['12140925']	['larval abdominal 1 A01a neuron', 'neuron']
VFB_00100939	['12778086']	['neuron', 'larval abdominal 2 cholinergic lateral interneuron 1']
VFB_00100940	['12787696']	['larval abdominal 1 A01b2 neuron', 'neuron']
VFB_00100945	['12873722']	['larval abdominal 1 A31d neuron', 'neuron']
VFB_00100946	['12873914']	['larval abdominal 1 A27e neuron', 'neuron']
VFB_00100947	['12900705']	['neuron', 'larval abdominal 1 A03ax neuron']
VFB_00100948	['12901480']	['neuron']
VFB_00100941	['12809152']	['larval abdominal 1 A31d neuron', 'neuron']
VFB_00100942	['12809874']	['neuron']
VFB_00100943	['12820085']	['neuron', 'larval abdominal 1 A14b neuron']
VFB_00100944	['12834795']	['neuron', 'larval abdominal 1 A18b neuron']
VFB_00100949	['12946254']	['neuron']
VFB_00100950	['12949240']	['larval metathoracic T01d4 neuron', 'neuron']
VFB_00100951	['13095126']	['neuron']
VFB_00100956	['13545404']	['neuron']
VFB_00100957	['14046245']	['larval abdominal 1 A27a neuron', 'neuron']
VFB_00100958	['14046279']	['neuron', 'larval abdominal 1 A02d neuron']
VFB_00100959	['14046294']	['neuron', 'larval abdominal 1 A02d neuron']
VFB_00100952	['13121967']	['larval abdominal 2 cholinergic lateral interneuron 1', 'neuron']
VFB_00100953	['13124815']	['abdominal 1 ventral multidendritic neuron vdaA', 'neuron']
VFB_00100954	['13302529']	['neuron']
VFB_00100955	['13522678']	['neuron', 'larval abdominal 1 A05a neuron']
VFB_00100916	['6811349']	['larval abdominal 1 A01x3 neuron', 'neuron']
VFB_00100917	['7019050']	['neuron']
VFB_00100918	['7783764']	['abdominal 1 ventral multidendritic neuron vdaC', 'neuron']
VFB_00100919	['7808341']	['neuron']
VFB_00100923	['8059283']	['neuron', 'larval abdominal 1 A08s projection neuron']
VFB_00100924	['8257688']	['larval abdominal 1 A27p neuron', 'neuron']
VFB_00100925	['8421329']	['larval abdominal 1 A08e3 local neuron', 'neuron']
VFB_00100926	['9976875']	['larval abdominal 1 A27p neuron', 'neuron']
VFB_00100920	['7924478']	['neuron', 'larval abdominal 1 A01b2 neuron']
VFB_00100921	['7926496']	['larval abdominal 3 A02j neuron', 'neuron']
VFB_00100922	['8039617']	['neuron', 'larval abdominal 1 A08e3 local neuron']
VFB_00100927	['10004243']	['neuron', 'larval abdominal 1 A14h neuron']
VFB_00100928	['10017073']	['neuron']
VFB_00100929	['10053304']	['larval abdominal 1 A05k neuron', 'neuron']
VFB_00100934	['10474991']	['larval abdominal 2 A00g neuron', 'neuron']
VFB_00100935	['10492059']	['neuron']
VFB_00100936	['10492185']	['neuron', 'abdominal 1 ventral multidendritic neuron vdaA']
VFB_00100937	['10492631']	['neuron', 'larval metathoracic A05a neuron']
