VFB_ID	external_ID	cell_types
VFB_jrchjyze	hemibrain:360236724	['adult GABAergic neuron', 'adult lateral horn AV4 neuron']
VFB_jrchjyzf	hemibrain:391625677	['adult cholinergic neuron', 'adult lateral horn AV5a1 neuron']
VFB_jrchjyzc	hemibrain:699160906	['adult lateral horn AV4k2 neuron']
VFB_jrchjyzd	hemibrain:5901194395	['adult lateral horn AV4k2 neuron']
VFB_jrchjyvm	hemibrain:823988254	['adult lateral horn AV4a7 neuron']
VFB_jrchjyvn	hemibrain:729211483	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx0	hemibrain:640221192	['adult lateral horn AV4e1 neuron']
VFB_jrchjyvk	hemibrain:5813010845	['adult lateral horn AV4a7 neuron']
VFB_jrchjyvl	hemibrain:667474054	['adult lateral horn AV4a7 neuron']
VFB_jrchjyvi	hemibrain:792610827	['adult lateral horn AV4a6 neuron']
VFB_jrchjyvj	hemibrain:761580655	['adult lateral horn AV4a7 neuron']
VFB_jrchjyvg	hemibrain:1039867920	['adult lateral horn AV4a6 neuron']
VFB_jrchjyvh	hemibrain:882685590	['adult lateral horn AV4a6 neuron']
VFB_jrchjyvu	hemibrain:911984113	['adult lateral horn AV4b2 neuron']
VFB_jrchjyx7	hemibrain:731567967	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvv	hemibrain:849918343	['adult lateral horn AV4b2 neuron']
VFB_jrchjyx8	hemibrain:762263004	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvs	hemibrain:822622842	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx5	hemibrain:700550360	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvt	hemibrain:480931586	['adult lateral horn AV4b2 neuron']
VFB_jrchjyx6	hemibrain:762948368	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvq	hemibrain:731270909	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx3	hemibrain:731244892	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvr	hemibrain:634712475	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx4	hemibrain:638476365	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvo	hemibrain:696095464	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx1	hemibrain:607104768	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvp	hemibrain:5813010799	['adult lateral horn AV4b1 neuron']
VFB_jrchjyx2	hemibrain:605417133	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvy	hemibrain:5901197773	['adult lateral horn AV4b3 neuron']
VFB_jrchjyvz	hemibrain:762262916	['adult lateral horn AV4b3 neuron']
VFB_jrchjyvw	hemibrain:635091875	['adult lateral horn AV4b2 neuron']
VFB_jrchjyx9	hemibrain:731918732	['adult lateral horn AV4e2 neuron']
VFB_jrchjyvx	hemibrain:669857319	['adult lateral horn AV4b3 neuron']
VFB_jrchjywf	hemibrain:766781641	['adult lateral horn AV4c2 neuron']
VFB_jrchjywg	hemibrain:764006565	['adult lateral horn AV4c2 neuron']
VFB_jrchjywd	hemibrain:1011616276	['adult lateral horn AV4c1 neuron']
VFB_jrchjywe	hemibrain:705381843	['adult lateral horn AV4c2 neuron']
VFB_jrchjywb	hemibrain:826762561	['adult lateral horn AV4c1 neuron']
VFB_jrchjywc	hemibrain:979519562	['adult lateral horn AV4c1 neuron']
VFB_jrchjywa	hemibrain:703305408	['adult lateral horn AV4c1 neuron']
VFB_jrchjyul	hemibrain:5813047004	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyum	hemibrain:511621576	['adult cholinergic neuron', 'adult lateral horn AV3o1 neuron']
VFB_jrchjyuj	hemibrain:449223263	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyuk	hemibrain:448899493	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyuh	hemibrain:325834652	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyui	hemibrain:418861761	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyuf	hemibrain:360255138	['adult GABAergic neuron', 'adult lateral horn AV3m1 neuron']
VFB_jrchjyug	hemibrain:356832508	['adult cholinergic neuron', 'adult lateral horn AV3n1 neuron']
VFB_jrchjyut	hemibrain:728483069	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw6	hemibrain:5813035150	['adult lateral horn AV4b6 neuron']
VFB_jrchjyuu	hemibrain:822289778	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw7	hemibrain:511949534	['adult lateral horn AV4b6 neuron']
VFB_jrchjyur	hemibrain:760541793	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw4	hemibrain:857451691	['adult lateral horn AV4b5 neuron']
VFB_jrchjyus	hemibrain:5813098080	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw5	hemibrain:918468865	['adult lateral horn AV4b5 neuron']
VFB_jrchjyup	hemibrain:633793553	['adult glutamatergic neuron', 'adult lateral horn AV3p1 neuron']
VFB_jrchjyw2	hemibrain:5813012448	['adult lateral horn AV4b4 neuron']
VFB_jrchjyuq	hemibrain:633097828	['adult lateral horn AV3q1 neuron']
VFB_jrchjyw3	hemibrain:851309562	['adult lateral horn AV4b4 neuron']
VFB_jrchjyun	hemibrain:480586157	['adult cholinergic neuron', 'adult lateral horn AV3o1 neuron']
VFB_jrchjyw0	hemibrain:818888010	['adult lateral horn AV4b3 neuron']
VFB_jrchjyuo	hemibrain:511262952	['adult cholinergic neuron', 'adult lateral horn AV3o1 neuron']
VFB_jrchjyw1	hemibrain:575729037	['adult lateral horn AV4b4 neuron']
VFB_jrchjyuz	hemibrain:881991445	['adult lateral horn AV4a3 neuron']
VFB_jrchjyux	hemibrain:637121971	['adult GABAergic neuron', 'adult lateral horn AV4a2 neuron']
VFB_jrchjyuy	hemibrain:851317951	['adult lateral horn AV4a3 neuron']
VFB_jrchjyuv	hemibrain:823668338	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw8	hemibrain:543333530	['adult lateral horn AV4b6 neuron']
VFB_jrchjyuw	hemibrain:5813058137	['adult lateral horn AV4a1 neuron']
VFB_jrchjyw9	hemibrain:856408517	['adult lateral horn AV4c1 neuron']
VFB_jrchjyve	hemibrain:5813061530	['adult lateral horn AV4a5 neuron']
VFB_jrchjyvf	hemibrain:604031105	['adult lateral horn AV4a5 neuron']
VFB_jrchjyvc	hemibrain:5813014585	['adult lateral horn AV4a4 neuron']
VFB_jrchjyvd	hemibrain:789580340	['adult lateral horn AV4a5 neuron']
VFB_jrchjyva	hemibrain:851684210	['adult lateral horn AV4a4 neuron']
VFB_jrchjyvb	hemibrain:918123297	['adult lateral horn AV4a4 neuron']
VFB_jrchjyxo	hemibrain:1130605683	['adult lateral horn AV4f1 neuron']
VFB_jrchjyz1	hemibrain:913013165	['adult lateral horn AV4g9 neuron']
VFB_jrchjyxp	hemibrain:1259528984	['adult lateral horn AV4f1 neuron']
VFB_jrchjyz2	hemibrain:734667914	['adult lateral horn AV4h1 neuron']
VFB_jrchjyxm	hemibrain:731919293	['adult lateral horn AV4e7 neuron']
VFB_jrchjyxn	hemibrain:606444098	['adult lateral horn AV4e7 neuron']
VFB_jrchjyz0	hemibrain:697456597	['adult lateral horn AV4g9 neuron']
VFB_jrchjyxk	hemibrain:579169910	['adult lateral horn AV4e7 neuron']
VFB_jrchjyxl	hemibrain:1042572999	['adult lateral horn AV4e7 neuron']
VFB_jrchjyxi	hemibrain:515390688	['adult lateral horn AV4 neuron']
VFB_jrchjyxj	hemibrain:579169802	['adult lateral horn AV4e7 neuron']
VFB_jrchjyxw	hemibrain:698829728	['adult lateral horn AV4g13 neuron']
VFB_jrchjyz9	hemibrain:699161039	['adult lateral horn AV4k1 neuron']
VFB_jrchjyxx	hemibrain:668485522	['adult lateral horn AV4g13 neuron']
VFB_jrchjyxu	hemibrain:727808408	['adult lateral horn AV4g12 neuron']
VFB_jrchjyz7	hemibrain:759586113	['adult lateral horn AV4i2 neuron']
VFB_jrchjyxv	hemibrain:852976677	['adult lateral horn AV4g13 neuron']
VFB_jrchjyz8	hemibrain:5813087621	['adult lateral horn AV4j1 neuron']
VFB_jrchjyxs	hemibrain:916773484	['adult lateral horn AV4g11 neuron']
VFB_jrchjyz5	hemibrain:698180393	['adult lateral horn AV4i1 neuron']
VFB_jrchjyxt	hemibrain:728483249	['adult lateral horn AV4g12 neuron']
VFB_jrchjyz6	hemibrain:5813133775	['adult lateral horn AV4i1 neuron']
VFB_jrchjyxq	hemibrain:5901203780	['adult lateral horn AV4g11 neuron']
VFB_jrchjyz3	hemibrain:1166761119	['adult lateral horn AV4h1 neuron']
VFB_jrchjyxr	hemibrain:947453617	['adult lateral horn AV4g11 neuron']
VFB_jrchjyz4	hemibrain:5813090944	['adult lateral horn AV4h1 neuron']
VFB_jrchjyya	hemibrain:916763916	['adult lateral horn AV4g2 neuron']
VFB_jrchjyxy	hemibrain:5813013443	['adult lateral horn AV4g14 neuron']
VFB_jrchjyxz	hemibrain:947103902	['adult lateral horn AV4g15 neuron']
VFB_jrchjyyh	hemibrain:5813009261	['adult lateral horn AV4g4 neuron']
VFB_jrchjyyi	hemibrain:761575136	['adult lateral horn AV4g4 neuron']
VFB_jrchjyyf	hemibrain:947462997	['adult lateral horn AV4g4 neuron']
VFB_jrchjyyg	hemibrain:542639377	['adult lateral horn AV4g4 neuron']
VFB_jrchjyyd	hemibrain:821306235	['adult lateral horn AV4g3 neuron']
VFB_jrchjyye	hemibrain:5901193783	['adult lateral horn AV4g4 neuron']
VFB_jrchjyyb	hemibrain:5901194039	['adult lateral horn AV4g2 neuron']
VFB_jrchjyyc	hemibrain:944729312	['adult lateral horn AV4g2 neuron']
VFB_jrchjywn	hemibrain:388513464	['adult lateral horn AV4d2 neuron']
VFB_jrchjyy0	hemibrain:761232088	['adult lateral horn AV4g15 neuron']
VFB_jrchjywo	hemibrain:605791875	['adult lateral horn AV4d2 neuron']
VFB_jrchjyy1	hemibrain:788173517	['adult lateral horn AV4g16 neuron']
VFB_jrchjywl	hemibrain:700878295	['adult lateral horn AV4d1 neuron']
VFB_jrchjywm	hemibrain:357823645	['adult lateral horn AV4d1 neuron']
VFB_jrchjywj	hemibrain:5813012083	['adult lateral horn AV4d1 neuron']
VFB_jrchjywk	hemibrain:511966686	['adult lateral horn AV4d1 neuron']
VFB_jrchjywh	hemibrain:921969630	['adult lateral horn AV4c2 neuron']
VFB_jrchjywi	hemibrain:669171261	['adult lateral horn AV4d1 neuron']
VFB_jrchjywv	hemibrain:512981720	['adult lateral horn AV4d5 neuron']
VFB_jrchjyy8	hemibrain:886095820	['adult GABAergic neuron', 'adult lateral horn AV4g1 neuron']
VFB_jrchjyww	hemibrain:512645188	['adult lateral horn AV4d5 neuron']
VFB_jrchjyy9	hemibrain:944055652	['adult lateral horn AV4g2 neuron']
VFB_jrchjywt	hemibrain:607096048	['adult lateral horn AV4d4 neuron']
VFB_jrchjyy6	hemibrain:979857196	['adult GABAergic neuron', 'adult lateral horn AV4g1 neuron']
VFB_jrchjywu	hemibrain:700878180	['adult lateral horn AV4d5 neuron']
VFB_jrchjyy7	hemibrain:731923098	['adult GABAergic neuron', 'adult lateral horn AV4g1 neuron']
VFB_jrchjywr	hemibrain:948812702	['adult lateral horn AV4d3 neuron']
VFB_jrchjyy4	hemibrain:605723658	['adult lateral horn AV4g18 neuron']
VFB_jrchjyws	hemibrain:5813010525	['adult lateral horn AV4d4 neuron']
VFB_jrchjyy5	hemibrain:946123380	['adult GABAergic neuron', 'adult lateral horn AV4g1 neuron']
VFB_jrchjywp	hemibrain:762957069	['adult lateral horn AV4d2 neuron']
VFB_jrchjyy2	hemibrain:760902933	['adult lateral horn AV4g16 neuron']
VFB_jrchjywq	hemibrain:357490931	['adult lateral horn AV4d3 neuron']
VFB_jrchjyy3	hemibrain:419548541	['adult lateral horn AV4g17 neuron']
VFB_jrchjywz	hemibrain:732280395	['adult lateral horn AV4e1 neuron']
VFB_jrchjywx	hemibrain:5812980863	['adult lateral horn AV4d5 neuron']
VFB_jrchjywy	hemibrain:730882970	['adult lateral horn AV4e1 neuron']
VFB_jrchjyxg	hemibrain:607787481	['adult lateral horn AV4e5 neuron']
VFB_jrchjyxh	hemibrain:5813035183	['adult lateral horn AV4e5 neuron']
VFB_jrchjyxe	hemibrain:638136190	['adult lateral horn AV4e4 neuron']
VFB_jrchjyxf	hemibrain:700210227	['adult lateral horn AV4e5 neuron']
VFB_jrchjyxc	hemibrain:699894933	['adult lateral horn AV4e3 neuron']
VFB_jrchjyxd	hemibrain:669852092	['adult lateral horn AV4e4 neuron']
VFB_jrchjyxa	hemibrain:887433630	['adult lateral horn AV4e2 neuron']
VFB_jrchjyxb	hemibrain:793298641	['adult lateral horn AV4e3 neuron']
VFB_jrchjzcy	hemibrain:574696428	['adult lateral horn PV4a8 neuron']
VFB_jrchjzcz	hemibrain:605740410	['adult lateral horn PV4a8 neuron']
VFB_jrchjzcw	hemibrain:761236545	['adult lateral horn PV4a7 neuron']
VFB_jrchjze9	hemibrain:698846779	['adult lateral horn PV4d10 neuron']
VFB_jrchjzcx	hemibrain:729530620	['adult lateral horn PV4a7 neuron']
VFB_jrchjzcu	hemibrain:759888036	['adult lateral horn PV4a7 neuron']
VFB_jrchjze7	hemibrain:452672881	['adult lateral horn PV4d1 neuron']
VFB_jrchjzcv	hemibrain:636758191	['adult lateral horn PV4a7 neuron']
VFB_jrchjze8	hemibrain:821642912	['adult lateral horn PV4d1 neuron']
VFB_jrchjzcs	hemibrain:698820341	['adult lateral horn PV4a7 neuron']
VFB_jrchjze5	hemibrain:417204354	['adult lateral horn PV4c4 neuron']
VFB_jrchjzct	hemibrain:698846552	['adult lateral horn PV4a7 neuron']
VFB_jrchjze6	hemibrain:417890128	['adult lateral horn PV4c4 neuron']
VFB_jrchjzdb	hemibrain:665439889	['adult lateral horn PV4b3 neuron']
VFB_jrchjzdc	hemibrain:573695941	['adult lateral horn PV4b3 neuron']
VFB_jrchjzda	hemibrain:636465174	['adult lateral horn PV4b2 neuron']
VFB_jrchjzdj	hemibrain:912022802	['adult lateral horn PV4b4 neuron']
VFB_jrchjzdk	hemibrain:880988155	['adult lateral horn PV4b5 neuron']
VFB_jrchjzdh	hemibrain:512312176	['adult lateral horn PV4b4 neuron']
VFB_jrchjzdi	hemibrain:512982243	['adult lateral horn PV4b4 neuron']
VFB_jrchjzdf	hemibrain:480931899	['adult lateral horn PV4b4 neuron']
VFB_jrchjzdg	hemibrain:5812980700	['adult lateral horn PV4b4 neuron']
VFB_jrchjzdd	hemibrain:513323340	['adult lateral horn PV4b3 neuron']
VFB_jrchjzde	hemibrain:912022866	['adult lateral horn PV4b3 neuron']
VFB_jrchjzdr	hemibrain:633438933	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf4	hemibrain:449289591	['adult lateral horn PV4g2 neuron']
VFB_jrchjzds	hemibrain:694813676	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf5	hemibrain:850294342	['adult lateral horn PV4g2 neuron']
VFB_jrchjzdp	hemibrain:484018923	['adult lateral horn PV4b9 neuron']
VFB_jrchjzf2	hemibrain:943048975	['adult lateral horn PV4g1 neuron']
VFB_jrchjzdq	hemibrain:540998783	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf3	hemibrain:417554241	['adult lateral horn PV4g2 neuron']
VFB_jrchjzdn	hemibrain:5901195352	['adult lateral horn PV4b8 neuron']
VFB_jrchjzf0	hemibrain:913341138	['adult lateral horn PV4g1 neuron']
VFB_jrchjzdo	hemibrain:604735961	['adult lateral horn PV4b9 neuron']
VFB_jrchjzf1	hemibrain:821272765	['adult lateral horn PV4g1 neuron']
VFB_jrchjzdl	hemibrain:881329648	['adult lateral horn PV4b6 neuron']
VFB_jrchjzdm	hemibrain:880987657	['adult lateral horn PV4b7 neuron']
VFB_jrchjzbx	hemibrain:541952417	['adult lateral horn PV4a10 neuron']
VFB_jrchjzby	hemibrain:5813020004	['adult lateral horn PV4a10 neuron']
VFB_jrchjzbv	hemibrain:480258202	['adult lateral horn PV4a10 neuron']
VFB_jrchjzd8	hemibrain:543679473	['adult lateral horn PV4b2 neuron']
VFB_jrchjzbw	hemibrain:542639270	['adult lateral horn PV4a10 neuron']
VFB_jrchjzd9	hemibrain:881329355	['adult lateral horn PV4b2 neuron']
VFB_jrchjzbt	hemibrain:760225398	['adult lateral horn PV4a1 neuron']
VFB_jrchjzd6	hemibrain:5901193788	['adult lateral horn PV4b1 neuron']
VFB_jrchjzbu	hemibrain:790918133	['adult lateral horn PV4a1 neuron']
VFB_jrchjzd7	hemibrain:604398262	['adult lateral horn PV4b1 neuron']
VFB_jrchjzbr	hemibrain:760566169	['adult lateral horn PV4a1 neuron']
VFB_jrchjzd4	hemibrain:696095496	['adult lateral horn PV4a9 neuron']
VFB_jrchjzbs	hemibrain:790918098	['adult lateral horn PV4a1 neuron']
VFB_jrchjzd5	hemibrain:636434899	['adult lateral horn PV4b1 neuron']
VFB_jrchjzca	hemibrain:760907730	['adult lateral horn PV4a4 neuron']
VFB_jrchjzcb	hemibrain:760566746	['adult lateral horn PV4a4 neuron']
VFB_jrchjzbz	hemibrain:604022763	['adult lateral horn PV4a10 neuron']
VFB_jrchjzci	hemibrain:605416852	['adult lateral horn PV4a5 neuron']
VFB_jrchjzcj	hemibrain:637121560	['adult lateral horn PV4a5 neuron']
VFB_jrchjzcg	hemibrain:730222949	['adult lateral horn PV4a5 neuron']
VFB_jrchjzch	hemibrain:730563850	['adult lateral horn PV4a5 neuron']
VFB_jrchjzce	hemibrain:729518762	['adult lateral horn PV4a4 neuron']
VFB_jrchjzcf	hemibrain:5813070112	['adult lateral horn PV4a5 neuron']
VFB_jrchjzcc	hemibrain:760566454	['adult lateral horn PV4a4 neuron']
VFB_jrchjzcd	hemibrain:760566744	['adult lateral horn PV4a4 neuron']
VFB_jrchjzcq	hemibrain:605727696	['adult lateral horn PV4a7 neuron']
VFB_jrchjze3	hemibrain:356153135	['adult lateral horn PV4c3 neuron']
VFB_jrchjzcr	hemibrain:5813048298	['adult lateral horn PV4a7 neuron']
VFB_jrchjze4	hemibrain:386833812	['adult lateral horn PV4c4 neuron']
VFB_jrchjzco	hemibrain:603340681	['adult lateral horn PV4a7 neuron']
VFB_jrchjze1	hemibrain:386838814	['adult lateral horn PV4c2 neuron']
VFB_jrchjzcp	hemibrain:634717239	['adult lateral horn PV4a7 neuron']
VFB_jrchjze2	hemibrain:325814461	['adult lateral horn PV4c3 neuron']
VFB_jrchjzcm	hemibrain:634711906	['adult lateral horn PV4a7 neuron']
VFB_jrchjzcn	hemibrain:666769954	['adult lateral horn PV4a7 neuron']
VFB_jrchjze0	hemibrain:633101926	['adult lateral horn PV4c2 neuron']
VFB_jrchjzck	hemibrain:729867427	['adult lateral horn PV4a6 neuron']
VFB_jrchjzcl	hemibrain:697801711	['adult lateral horn PV4a7 neuron']
VFB_jrchjzey	hemibrain:880987844	['adult lateral horn PV4g1 neuron']
VFB_jrchjzez	hemibrain:5813020002	['adult lateral horn PV4g1 neuron']
VFB_jrchjzew	hemibrain:573774122	['adult lateral horn PV4g1 neuron']
VFB_jrchjzg9	hemibrain:264779403	['adult lateral horn PV5a3 neuron']
VFB_jrchjzex	hemibrain:944379777	['adult lateral horn PV4g1 neuron']
VFB_jrchjzeu	hemibrain:942677658	['adult lateral horn PV4f1 neuron']
VFB_jrchjzg7	hemibrain:481268762	['adult lateral horn PV5a3 neuron']
VFB_jrchjzev	hemibrain:790918021	['adult lateral horn PV4f1 neuron']
VFB_jrchjzg8	hemibrain:265120223	['adult lateral horn PV5a3 neuron']
VFB_jrchjzfd	hemibrain:760569606	['adult lateral horn PV4i1 neuron']
VFB_jrchjzfe	hemibrain:729535748	['adult lateral horn PV4i2 neuron']
VFB_jrchjzfb	hemibrain:759888465	['adult lateral horn PV4i1 neuron']
VFB_jrchjzfc	hemibrain:699515201	['adult lateral horn PV4i1 neuron']
VFB_jrchjzfa	hemibrain:667824200	['adult lateral horn PV4h3 neuron']
VFB_jrchjzfl	hemibrain:541956768	['adult lateral horn PV4i5 neuron']
VFB_jrchjzfm	hemibrain:759888294	['adult lateral horn PV4j1 neuron']
VFB_jrchjzfj	hemibrain:359524536	['adult lateral horn PV4i4 neuron']
VFB_jrchjzfk	hemibrain:634029702	['adult lateral horn PV4i5 neuron']
VFB_jrchjzfh	hemibrain:480931876	['adult lateral horn PV4i3 neuron']
VFB_jrchjzfi	hemibrain:974732162	['adult lateral horn PV4i3 neuron']
VFB_jrchjzff	hemibrain:5813041163	['adult lateral horn PV4i3 neuron']
VFB_jrchjzfg	hemibrain:543002278	['adult lateral horn PV4i3 neuron']
VFB_jrchjzft	hemibrain:790577606	['adult lateral horn PV4k1 neuron']
VFB_jrchjzh6	hemibrain:5813047222	['adult lateral horn PV5b6 neuron']
VFB_jrchjzfu	hemibrain:357146296	['adult lateral horn PV4l1 neuron']
VFB_jrchjzh7	hemibrain:5813048099	['adult lateral horn PV5b6 neuron']
VFB_jrchjzfr	hemibrain:851314221	['adult lateral horn PV4k1 neuron']
VFB_jrchjzh4	hemibrain:487467388	['adult lateral horn PV5b6 neuron']
VFB_jrchjzfs	hemibrain:790918006	['adult lateral horn PV4k1 neuron']
VFB_jrchjzh5	hemibrain:580244333	['adult lateral horn PV5b6 neuron']
VFB_jrchjzfp	hemibrain:5813040727	['adult lateral horn PV4j3 neuron']
VFB_jrchjzh2	hemibrain:484355342	['adult lateral horn PV5b5 neuron']
VFB_jrchjzfq	hemibrain:604731022	['adult lateral horn PV4j4 neuron']
VFB_jrchjzh3	hemibrain:794333532	['adult lateral horn PV5b5 neuron']
VFB_jrchjzfn	hemibrain:760570054	['adult lateral horn PV4j1 neuron']
VFB_jrchjzh0	hemibrain:641631806	['adult lateral horn PV5b4 neuron']
VFB_jrchjzfo	hemibrain:667486204	['adult lateral horn PV4j2 neuron']
VFB_jrchjzh1	hemibrain:611274992	['adult lateral horn PV5b4 neuron']
VFB_jrchjzdz	hemibrain:5813108084	['adult lateral horn PV4c1 neuron']
VFB_jrchjzdx	hemibrain:756870190	['adult lateral horn PV4c1 neuron']
VFB_jrchjzdy	hemibrain:5813058028	['adult lateral horn PV4c1 neuron']
VFB_jrchjzdv	hemibrain:757215581	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf8	hemibrain:5813012970	['adult lateral horn PV4h1 neuron']
VFB_jrchjzdw	hemibrain:5813022150	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf9	hemibrain:388854495	['adult lateral horn PV4h2 neuron']
VFB_jrchjzdt	hemibrain:694472338	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf6	hemibrain:729954382	['adult lateral horn PV4h1 neuron']
VFB_jrchjzdu	hemibrain:787908929	['adult lateral horn PV4c1 neuron']
VFB_jrchjzf7	hemibrain:666481389	['adult lateral horn PV4h1 neuron']
VFB_jrchjzec	hemibrain:578155687	['adult lateral horn PV4d2 neuron']
VFB_jrchjzed	hemibrain:608162891	['adult lateral horn PV4d2 neuron']
VFB_jrchjzea	hemibrain:5813020038	['adult lateral horn PV4d10 neuron']
VFB_jrchjzeb	hemibrain:728858272	['adult lateral horn PV4d10 neuron']
VFB_jrchjzek	hemibrain:389917104	['adult lateral horn PV4d5 neuron']
VFB_jrchjzel	hemibrain:541957126	['adult lateral horn PV4d5 neuron']
VFB_jrchjzei	hemibrain:450919762	['adult lateral horn PV4d4 neuron']
VFB_jrchjzej	hemibrain:696791034	['adult lateral horn PV4d4 neuron']
VFB_jrchjzeg	hemibrain:514060419	['adult lateral horn PV4d3 neuron']
VFB_jrchjzeh	hemibrain:514747179	['adult lateral horn PV4d3 neuron']
VFB_jrchjzee	hemibrain:5901195066	['adult lateral horn PV4d2 neuron']
VFB_jrchjzef	hemibrain:482006328	['adult lateral horn PV4d3 neuron']
VFB_jrchjzes	hemibrain:483004258	['adult lateral horn PV4d9 neuron']
VFB_jrchjzg5	hemibrain:727838223	['adult lateral horn PV5a2 neuron']
VFB_jrchjzet	hemibrain:356809554	['adult glutamatergic neuron', 'adult lateral horn PV4e1 neuron']
VFB_jrchjzg6	hemibrain:696432315	['adult lateral horn PV5a2 neuron']
VFB_jrchjzeq	hemibrain:821617263	['adult lateral horn PV4d7 neuron']
VFB_jrchjzg3	hemibrain:573670049	['adult lateral horn PV5a2 neuron']
VFB_jrchjzer	hemibrain:516085453	['adult lateral horn PV4d8 neuron']
VFB_jrchjzg4	hemibrain:579576294	['adult lateral horn PV5a2 neuron']
VFB_jrchjzeo	hemibrain:821621397	['adult lateral horn PV4d7 neuron']
VFB_jrchjzg1	hemibrain:573333903	['adult lateral horn PV5a1 neuron']
VFB_jrchjzep	hemibrain:329258532	['adult lateral horn PV4d7 neuron']
VFB_jrchjzg2	hemibrain:577546843	['adult lateral horn PV5a1 neuron']
VFB_jrchjzem	hemibrain:852993150	['adult lateral horn PV4d6 neuron']
VFB_jrchjzen	hemibrain:359223830	['adult lateral horn PV4d6 neuron']
VFB_jrchjzg0	hemibrain:546511447	['adult lateral horn PV5a1 neuron']
VFB_jrchjza7	hemibrain:889194717	['adult GABAergic neuron', 'adult lateral horn PV2c2 neuron']
VFB_jrchjza8	hemibrain:1007882308	['adult GABAergic neuron', 'adult lateral horn PV2c2 neuron']
VFB_jrchjza5	hemibrain:885435892	['adult lateral horn PV2c1 neuron']
VFB_jrchjza6	hemibrain:913345831	['adult lateral horn PV2c1 neuron']
VFB_jrchjza3	hemibrain:856066807	['adult lateral horn PV2c1 neuron']
VFB_jrchjza4	hemibrain:825032139	['adult lateral horn PV2c1 neuron']
VFB_jrchjza1	hemibrain:819220237	['adult lateral horn PV2c1 neuron']
VFB_jrchjza2	hemibrain:917842566	['adult lateral horn PV2c1 neuron']
VFB_jrchjza9	hemibrain:854776068	['adult GABAergic neuron', 'adult lateral horn PV2c2 neuron']
VFB_jrchjzb0	hemibrain:912390224	['adult lateral horn PV2f2 neuron']
VFB_jrchjzb1	hemibrain:942725696	['adult lateral horn PV2f2 neuron']
VFB_jrchjza0	hemibrain:573350770	['adult lateral horn PV2b5 neuron']
VFB_jrchjzaw	hemibrain:5813016163	['adult lateral horn PV2f1 neuron']
VFB_jrchjzc9	hemibrain:790917992	['adult lateral horn PV4a3 neuron']
VFB_jrchjzax	hemibrain:881342447	['adult lateral horn PV2f1 neuron']
VFB_jrchjzau	hemibrain:882383361	['adult lateral horn PV2f1 neuron']
VFB_jrchjzc7	hemibrain:760566735	['adult lateral horn PV4a2 neuron']
VFB_jrchjzav	hemibrain:912045124	['adult lateral horn PV2f1 neuron']
VFB_jrchjzc8	hemibrain:5813064407	['adult lateral horn PV4a2 neuron']
VFB_jrchjzas	hemibrain:823374529	['adult GABAergic neuron', 'adult lateral horn PV2e2 neuron']
VFB_jrchjzc5	hemibrain:574037479	['adult lateral horn PV4a12 neuron']
VFB_jrchjzat	hemibrain:886124924	['adult GABAergic neuron', 'adult lateral horn PV2e2 neuron']
VFB_jrchjzc6	hemibrain:790918176	['adult lateral horn PV4a2 neuron']
VFB_jrchjzaq	hemibrain:823705448	['adult GABAergic neuron', 'adult lateral horn PV2e1 neuron']
VFB_jrchjzc3	hemibrain:666450841	['adult lateral horn PV4a11 neuron']
VFB_jrchjzar	hemibrain:792338630	['adult GABAergic neuron', 'adult lateral horn PV2e2 neuron']
VFB_jrchjzc4	hemibrain:790922968	['adult lateral horn PV4a12 neuron']
VFB_jrchjzba	hemibrain:725860918	['adult cholinergic neuron', 'adult lateral horn PV2i2 neuron']
VFB_jrchjzay	hemibrain:880668750	['adult lateral horn PV2f2 neuron']
