VFB_ID	external_ID	cell_types
VFB_00016039	VGlut-F-500076	['adult antennal lobe projection neuron DL2v adPN']
VFB_00002900	Trh-M-100067	['adult neuron']
VFB_00002901	Trh-M-100068	['adult neuron']
VFB_00002902	Trh-M-100069	['adult neuron']
VFB_00002903	Trh-M-300113	['adult neuron']
VFB_00002904	Trh-M-300115	['adult neuron']
VFB_00002905	Trh-M-300116	['adult neuron']
VFB_00002910	Trh-M-300117	['antennal mechanosensory and motor center A1 projection neuron']
VFB_00002911	Trh-M-300118	['adult neuron']
VFB_00002912	Trh-M-300119	['adult neuron']
VFB_00002913	Trh-M-300120	['adult neuron']
VFB_00002914	Trh-M-300121	['adult neuron']
VFB_00002915	Trh-M-300122	['adult neuron']
VFB_00002916	Trh-M-200055	['adult neuron']
VFB_00002906	Trh-M-200053	['adult neuron']
VFB_00002907	Trh-M-200054	['adult neuron']
VFB_00002908	Trh-M-100070	['adult neuron']
VFB_00002909	Trh-M-100071	['adult neuron']
VFB_00002920	Trh-M-300075	['adult neuron']
VFB_00002921	Trh-M-100053	['adult neuron']
VFB_00002922	Trh-M-100054	['adult neuron']
VFB_00002923	Trh-M-800005	['adult neuron']
VFB_00002924	Trh-M-200037	['adult neuron']
VFB_00002925	Trh-M-200038	['adult neuron']
VFB_00002926	Trh-M-400040	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002927	Trh-M-400041	['adult neuron']
VFB_00002917	Trh-M-200056	['adult neuron']
VFB_00002918	Trh-M-200057	['adult neuron']
VFB_00002919	Trh-M-300074	['adult neuron']
VFB_00002930	Trh-M-200040	['adult neuron']
VFB_00002931	Trh-M-200041	['adult neuron']
VFB_00002932	Trh-M-200042	['adult neuron']
VFB_00002933	Trh-M-500063	['adult neuron']
VFB_00002934	Trh-M-500064	['adult neuron']
VFB_00002935	Trh-M-800006	['adult neuron']
VFB_00002936	Trh-M-900008	['adult neuron']
VFB_00002937	Trh-M-900009	['adult neuron']
VFB_00002938	Trh-M-900010	['adult neuron']
VFB_00002928	Trh-M-700011	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002929	Trh-M-300076	['adult neuron']
VFB_00002940	Trh-M-900012	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002941	Trh-M-800007	['adult neuron']
VFB_00002942	Trh-M-800008	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002943	Trh-M-300077	['adult neuron']
VFB_00002944	Trh-M-300078	['adult neuron']
VFB_00002945	Trh-M-300079	['adult neuron']
VFB_00002946	Trh-M-200043	['adult neuron']
VFB_00002947	Trh-M-900013	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002948	Trh-M-900014	['adult neuron']
VFB_00002949	Trh-M-900015	['adult neuron']
VFB_00002939	Trh-M-900011	['adult neuron']
VFB_00002950	Trh-M-900016	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002951	Trh-M-900017	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002952	Trh-M-800009	['adult neuron']
VFB_00002953	Trh-M-500065	['adult neuron']
VFB_00002954	Trh-M-800010	['adult neuron']
VFB_00002955	Trh-M-900018	['adult neuron']
VFB_00002956	Trh-M-900019	['adult neuron']
VFB_00002957	Trh-M-900020	['adult neuron']
VFB_00002958	Trh-M-800011	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002959	Trh-M-800012	['adult neuron']
VFB_00002960	Trh-M-800013	['adult neuron']
VFB_00002961	Trh-M-800014	['adult neuron']
VFB_00002962	Trh-M-800015	['adult neuron']
VFB_00002963	Trh-M-900021	['adult neuron']
VFB_00002964	Trh-M-500067	['adult neuron']
VFB_00002965	Trh-M-300080	['adult neuron']
VFB_00002966	Trh-M-300081	['adult neuron']
VFB_00002967	Trh-M-300082	['adult neuron']
VFB_00002968	Trh-M-300083	['antennal mechanosensory and motor center A1 projection neuron']
VFB_00002969	Trh-M-300084	['adult neuron']
VFB_00002970	Trh-M-300085	['adult neuron']
VFB_00002971	Trh-M-300086	['adult neuron']
VFB_00002972	Trh-M-400042	['adult neuron']
VFB_00002973	Trh-M-300087	['adult neuron']
VFB_00002974	Trh-M-700012	['adult neuron']
VFB_00002975	Trh-M-400043	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002976	Trh-M-500068	['adult neuron']
VFB_00002977	Trh-M-500069	['adult neuron']
VFB_00002978	Trh-M-500070	['adult neuron']
VFB_00002979	Trh-M-700013	['antennal mechanosensory and motor center B1 projection neuron']
VFB_00002980	Trh-M-700014	['adult neuron']
VFB_00002981	Trh-M-700015	['adult neuron']
VFB_00002982	Trh-M-700016	['adult neuron']
VFB_00002983	Trh-M-900022	['adult neuron']
VFB_00002984	Trh-M-900023	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002985	Trh-M-200044	['adult neuron']
VFB_00002986	Trh-M-200045	['adult neuron']
VFB_00002987	Trh-M-100056	['antennal mechanosensory and motor center B1 projection neuron']
VFB_00002988	Trh-M-600037	['adult neuron']
VFB_00002989	Trh-M-800016	['antennal mechanosensory and motor center B1 projection neuron']
VFB_00002990	Trh-M-800017	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002991	Trh-M-800019	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002992	Trh-M-600038	['adult neuron']
VFB_00002993	Trh-M-600039	['adult neuron']
VFB_00002994	Trh-M-600040	['adult neuron']
VFB_00002995	Trh-M-600041	['adult neuron']
VFB_00002996	Trh-M-700017	['adult neuron']
VFB_00002997	Trh-M-400044	['adult neuron']
VFB_00002998	Trh-M-400045	['adult neuron']
VFB_00002999	Trh-M-600042	['adult neuron']
VFB_00002700	Trh-M-500112	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002701	Trh-M-500113	['adult neuron']
VFB_00002702	Trh-M-500114	['adult neuron']
VFB_00002703	Trh-M-500115	['adult neuron']
VFB_00002704	Trh-M-500116	['adult neuron']
VFB_00002705	Trh-M-500119	['adult neuron']
VFB_00002706	Trh-M-500120	['adult neuron']
VFB_00002707	Trh-M-100085	['adult neuron']
VFB_00002710	Trh-M-100088	['adult neuron']
VFB_00002711	Trh-M-100089	['adult neuron']
VFB_00002712	Trh-M-100090	['adult neuron']
VFB_00002713	Trh-M-100091	['adult neuron']
VFB_00002714	Trh-M-000049	['adult neuron']
VFB_00002715	Trh-M-100092	['adult neuron']
VFB_00002716	Trh-M-100093	['adult neuron']
VFB_00002717	Trh-M-100094	['adult neuron']
VFB_00002718	Trh-M-000050	['adult neuron']
VFB_00002708	Trh-M-100086	['adult neuron']
VFB_00002709	Trh-M-100087	['adult neuron']
VFB_00002720	Trh-M-500121	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002721	Trh-M-500122	['adult neuron']
VFB_00002722	Trh-M-500123	['adult neuron']
VFB_00002723	Trh-M-500124	['adult neuron']
VFB_00002724	Trh-M-300132	['adult neuron']
VFB_00002725	Trh-M-300133	['adult neuron']
VFB_00002726	Trh-M-500125	['adult neuron']
VFB_00002727	Trh-M-300134	['adult neuron']
VFB_00002728	Trh-M-600075	['adult neuron']
VFB_00002729	Trh-M-600077	['adult neuron']
VFB_00002719	Trh-M-000051	['adult neuron']
VFB_00002730	Trh-M-600078	['adult neuron']
VFB_00002731	Trh-M-600079	['adult neuron']
VFB_00002732	Trh-M-000052	['adult neuron']
VFB_00002733	Trh-M-500136	['adult neuron']
VFB_00002734	Trh-M-500137	['adult neuron']
VFB_00002735	Trh-M-500138	['adult neuron']
VFB_00002736	Trh-M-500139	['adult neuron']
VFB_00002737	Trh-M-500140	['adult neuron']
VFB_00002738	Trh-M-500141	['adult neuron']
VFB_00002739	Trh-M-500142	['adult neuron']
VFB_00002740	Trh-M-500143	['adult neuron']
VFB_00002741	Trh-M-500144	['adult neuron']
VFB_00002742	Trh-M-500145	['adult neuron']
VFB_00002743	Trh-M-500146	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002744	Trh-M-300135	['adult neuron']
VFB_00002745	Trh-M-300136	['adult neuron']
VFB_00002746	Trh-M-400105	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002747	Trh-M-300137	['adult neuron']
VFB_00002748	Trh-M-700085	['adult neuron']
VFB_00002749	Trh-M-700086	['adult neuron']
VFB_00002750	Trh-M-800020	['adult neuron']
VFB_00002751	Trh-M-800021	['adult neuron']
VFB_00002752	Trh-M-500147	['adult neuron']
VFB_00002753	Trh-M-500148	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002754	Trh-M-500149	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002755	Trh-M-500150	['adult neuron']
VFB_00002756	Trh-M-500151	['adult neuron']
VFB_00002757	Trh-M-500152	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002758	Trh-M-700046	['adult neuron']
VFB_00002759	Trh-M-700047	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002760	Trh-M-700054	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002761	Trh-M-700058	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002762	Trh-M-500086	['antennal mechanosensory and motor center A1 projection neuron']
VFB_00002763	Trh-M-400078	['adult neuron']
VFB_00002764	Trh-M-400079	['adult neuron']
VFB_00002765	Trh-M-400080	['adult neuron']
VFB_00002766	Trh-M-400081	['adult neuron']
VFB_00002767	Trh-M-500088	['adult neuron']
VFB_00002768	Trh-M-400097	['adult neuron']
VFB_00002769	Trh-M-400098	['adult neuron']
VFB_00002770	Trh-M-400088	['adult neuron']
VFB_00002771	Trh-M-400089	['adult neuron']
VFB_00002772	Trh-M-400090	['adult neuron']
VFB_00002773	Trh-M-400091	['adult neuron']
VFB_00002774	Trh-M-400092	['adult neuron']
VFB_00002775	Trh-M-400093	['adult neuron']
VFB_00002776	Trh-M-400094	['adult neuron']
VFB_00002777	Trh-M-400095	['adult neuron']
VFB_00002778	Trh-M-400096	['adult neuron']
VFB_00002779	Trh-M-800004	['adult neuron']
VFB_00002780	Trh-M-100055	['adult neuron']
VFB_00002781	Trh-M-700038	['adult neuron']
VFB_00002782	Trh-M-700039	['adult neuron']
VFB_00002783	Trh-M-300090	['adult neuron']
VFB_00002784	Trh-M-300091	['adult neuron']
VFB_00002785	Trh-M-300092	['adult neuron']
VFB_00002786	Trh-M-600056	['adult neuron']
VFB_00002787	Trh-M-600057	['adult neuron']
VFB_00002788	Trh-M-700040	['adult neuron']
VFB_00002789	Trh-M-700041	['adult neuron']
VFB_00002791	Trh-M-700043	['adult neuron']
VFB_00002792	Trh-M-700044	['adult neuron']
VFB_00002793	Trh-M-700045	['adult neuron']
VFB_00002794	Trh-M-700048	['adult neuron']
VFB_00002795	Trh-M-700049	['adult neuron']
VFB_00002796	Trh-M-700050	['adult neuron']
VFB_00002797	Trh-M-700051	['adult neuron']
VFB_00002798	Trh-M-500079	['antennal mechanosensory and motor center AMMC-VLP7 projection neuron']
VFB_00002799	Trh-M-400050	['adult neuron']
VFB_00002790	Trh-M-700042	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002800	Trh-M-700052	['adult neuron']
VFB_00002801	Trh-M-400051	['adult neuron']
VFB_00002802	Trh-M-400052	['adult neuron']
VFB_00002803	Trh-M-700053	['adult neuron']
VFB_00002804	Trh-M-700055	['adult neuron']
VFB_00002805	Trh-M-700056	['adult neuron']
VFB_00002806	Trh-M-400053	['adult neuron']
VFB_00002810	Trh-M-400054	['adult neuron']
VFB_00002811	Trh-M-400055	['adult neuron']
VFB_00002812	Trh-M-600060	['adult neuron']
VFB_00002813	Trh-M-700061	['adult neuron']
VFB_00002814	Trh-M-900027	['adult neuron']
VFB_00002815	Trh-M-400056	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002816	Trh-M-400057	['adult neuron']
VFB_00002817	Trh-M-600061	['adult neuron']
VFB_00002807	Trh-M-700057	['adult neuron']
VFB_00002808	Trh-M-700059	['adult neuron']
VFB_00002809	Trh-M-700060	['adult neuron']
VFB_00002820	Trh-M-500081	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002821	Trh-M-500082	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002822	Trh-M-400059	['adult neuron']
VFB_00002823	Trh-M-500083	['antennal mechanosensory and motor center A1 projection neuron']
VFB_00002824	Trh-M-500084	['adult neuron']
VFB_00002825	Trh-M-400060	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002826	Trh-M-400061	['adult neuron']
VFB_00002827	Trh-M-500085	['adult neuron']
VFB_00002828	Trh-M-700062	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002818	Trh-M-400058	['adult neuron']
VFB_00002819	Trh-M-500080	['antennal mechanosensory and motor center AMMC-IVLP projection neuron 1']
VFB_00002830	Trh-M-700064	['adult neuron']
VFB_00002831	Trh-M-700065	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002832	Trh-M-400064	['adult neuron']
VFB_00002833	Trh-M-400065	['adult neuron']
VFB_00002834	Trh-M-400066	['antennal mechanosensory and motor center AMMC-VLP1 projection neuron']
VFB_00002835	Trh-M-400067	['adult neuron']
VFB_00002836	Trh-M-400068	['adult neuron']
VFB_00002837	Trh-M-400069	['adult neuron']
VFB_00002838	Trh-M-700066	['adult neuron']
VFB_00002839	Trh-M-700067	['adult neuron']
VFB_00002829	Trh-M-700063	['adult neuron']
VFB_00002840	Trh-M-700068	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002841	Trh-M-400070	['antennal mechanosensory and motor center B1 projection neuron']
VFB_00002842	Trh-M-400071	['adult neuron']
VFB_00002843	Trh-M-400072	['adult neuron']
VFB_00002844	Trh-M-400073	['adult neuron']
VFB_00002845	Trh-M-400074	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002846	Trh-M-400075	['adult neuron']
VFB_00002847	Trh-M-400082	['adult multiglomerular antennal lobe projection neuron vPN', 'mediolateral antennal lobe tract projection neuron']
VFB_00002848	Trh-M-400083	['ventrolateral protocerebrum local VLP1 neuron']
VFB_00002849	Trh-M-300093	['adult neuron']
VFB_00002850	Trh-M-300094	['adult neuron']
VFB_00002851	Trh-M-300095	['adult neuron']
