Paper_ID	CATMAID_name	VFB_name	CATMAID_SKIDs	VFB_SKIDS	CATMAID_not_VFB	VFB_not_CATMAID	neuron_only
671028	Paper: Phelps, Hildebrand, Graham et al. 2020	Maniates-Selvin2020	1198	1198	0	0	1198
