Paper_ID	CATMAID_name	VFB_name	CATMAID_SKIDs	VFB_SKIDS	CATMAID_not_VFB	VFB_not_CATMAID	neuron_only
601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Kuan2020	674	4	670	0	4
1688910	Paper: Mamiya et al. 2022 bioRxiv	Mamiya2022	4	0	4	0	0
