Paper_ID	CATMAID_name	CATMAID_SKIDs	VFB_SKIDS	CATMAID_not_VFB	VFB_not_CATMAID	neuron_only
672231	Paper: Phelps, Hildebrand, Graham et al. 2020	2029	4699	0	2670	4699
