skid	name	paper_id	paper_name	annotations	FBbt_ID
611023	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3i	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3i (611030), UPDATED FROM LINKED NEURON - 2020-07-20 04:58 PM (611034), LINKED NEURON - copy of skeleton id 108033 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (724319)	
611038	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3h	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3h (611044), UPDATED FROM LINKED NEURON - 2020-07-20 04:58 PM (611034), LINKED NEURON - copy of skeleton id 117799 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (724321)	
611051	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3j	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3j (611057), UPDATED FROM LINKED NEURON - 2020-07-20 04:58 PM (611034), LINKED NEURON - copy of skeleton id 108012 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (724323)	
611065	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3k	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3k (611071), UPDATED FROM LINKED NEURON - 2020-07-20 04:58 PM (611034), LINKED NEURON - copy of skeleton id 108050 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (724325)	
