object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	159280	catmaid_l1em	
peripheral nervous system	overlaps	159280	catmaid_l1em	
adult ventral nerve cord	overlaps	159280	catmaid_l1em	
left side of organism	overlaps	162293	catmaid_l1em	
peripheral nervous system	overlaps	162293	catmaid_l1em	
adult ventral nerve cord	overlaps	162293	catmaid_l1em	
peripheral nervous system	overlaps	986460	catmaid_l1em	
adult ventral nerve cord	overlaps	986460	catmaid_l1em	
left side of organism	overlaps	1042538	catmaid_l1em	
right side of organism	overlaps	1690576	catmaid_l1em	
left side of organism	overlaps	1767828	catmaid_l1em	
left side of organism	overlaps	2511238	catmaid_l1em	
right side of organism	overlaps	2619565	catmaid_l1em	
right side of organism	overlaps	2637812	catmaid_l1em	
left side of organism	overlaps	2816457	catmaid_l1em	
left side of organism	overlaps	3034133	catmaid_l1em	
left side of organism	overlaps	3040481	catmaid_l1em	
left side of organism	overlaps	3041612	catmaid_l1em	
right side of organism	overlaps	3074106	catmaid_l1em	
right side of organism	overlaps	3091943	catmaid_l1em	
right side of organism	overlaps	3093284	catmaid_l1em	
right side of organism	overlaps	3180525	catmaid_l1em	
right side of organism	overlaps	3282869	catmaid_l1em	
right side of organism	overlaps	3546334	catmaid_l1em	
left side of organism	overlaps	3546835	catmaid_l1em	
left side of organism	overlaps	3720037	catmaid_l1em	
right side of organism	overlaps	3764792	catmaid_l1em	
peripheral nervous system	overlaps	3786734	catmaid_l1em	
adult ventral nerve cord	overlaps	3786734	catmaid_l1em	
right side of organism	overlaps	3862443	catmaid_l1em	
bilateral	has_characteristic	3862443	catmaid_l1em	
left side of organism	overlaps	3979181	catmaid_l1em	
right side of organism	overlaps	4049878	catmaid_l1em	
left side of organism	overlaps	4060628	catmaid_l1em	
left side of organism	overlaps	4081479	catmaid_l1em	
right side of organism	overlaps	4139768	catmaid_l1em	
left side of organism	overlaps	4302562	catmaid_l1em	
left side of organism	overlaps	4394777	catmaid_l1em	
left side of organism	overlaps	4555763	catmaid_l1em	
left side of organism	overlaps	4740178	catmaid_l1em	
left side of organism	overlaps	4766066	catmaid_l1em	
right side of organism	overlaps	4766066	catmaid_l1em	
left side of organism	overlaps	4778439	catmaid_l1em	
right side of organism	overlaps	4829813	catmaid_l1em	
right side of organism	overlaps	4833168	catmaid_l1em	
right side of organism	overlaps	4839570	catmaid_l1em	
