filename	label	is_a	part_of	comment	dbxrefs	synonyms
430	DNp32_R (FAFB:430)	neuron	female organism|adult brain	DNp32_R, FBbt:00047665	catmaid_fafb:430	
30591	MBON-Calyx_R (FAFB:30591)	neuron	female organism|adult brain	FBbt:00100240, MBON-Calyx_R	catmaid_fafb:30591	
177545	Multiglomerular mALT lvPN#R1 (FAFB:177545)	neuron	female organism|adult brain	Multiglomerular mALT lvPN#R1	catmaid_fafb:177545	
177584	Multiglomerular mALT lvPN#R2 (FAFB:177584)	neuron	female organism|adult brain	Multiglomerular mALT lvPN#R2	catmaid_fafb:177584	
177997	Multiglomerular mALT lvPN#R3 (FAFB:177997)	neuron	female organism|adult brain	Multiglomerular mALT lvPN#R3	catmaid_fafb:177997	
181551	LHCENT8#1 (FAFB:181551)	neuron	female organism|adult brain	LHCENT8#1	catmaid_fafb:181551	
304945	MBON-y2a'1#1_R (FAFB:304945)	neuron	female organism|adult brain	MBON-y2a'1#1_R, FBbt:00111009	catmaid_fafb:304945	
346114	MBON-a2sc_R (FAFB:346114)	neuron	female organism|adult brain	FBbt:00110101, MBON-a2sc_R	catmaid_fafb:346114	
517628	MBON-a3#1_R (FAFB:517628)	neuron	female organism|adult brain	MBON-a3#1_R, FBbt:00100238	catmaid_fafb:517628	
543713	MBON-a3#2_R (FAFB:543713)	neuron	female organism|adult brain	MBON-a3#2_R, FBbt:00100238	catmaid_fafb:543713	
546632	MBON-a1#1_R (FAFB:546632)	neuron	female organism|adult brain	MBON-a1#1_R, FBbt:00111005	catmaid_fafb:546632	
551939	SEZ_DAN_input_c 7.1.0 (FAFB:551939)	neuron	female organism|adult brain	SEZ_DAN_input_c 7.1.0	catmaid_fafb:551939	
551975	MBON-a1#2_R (FAFB:551975)	neuron	female organism|adult brain	MBON-a1#2_R, FBbt:00111005	catmaid_fafb:551975	
554327	LHCENT8#2 (FAFB:554327)	neuron	female organism|adult brain	LHCENT8#2	catmaid_fafb:554327	
563383	MBON-a'3ap_L (FAFB:563383)	neuron	female organism|adult brain	MBON-a'3ap_L, FBbt:00111063	catmaid_fafb:563383	
588526	Protocerebral_DAN_input_c 13.15.1#1 (FAFB:588526)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 13.15.1#1	catmaid_fafb:588526	
625980	Protocerebral_DAN_input_c 13.15.1#2 (FAFB:625980)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 13.15.1#2	catmaid_fafb:625980	
629093	Protocerebral_DAN_input_c 17.2.4#1 (FAFB:629093)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 17.2.4#1	catmaid_fafb:629093	
635314	Protocerebral_DAN_input_c 13.15.1#3 (FAFB:635314)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 13.15.1#3	catmaid_fafb:635314	
693072	Protocerebral_DAN_input_c 9.5.0 (FAFB:693072)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 9.5.0	catmaid_fafb:693072	
716645	Protocerebral_DAN_input_c 11.9.4#1 (FAFB:716645)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 11.9.4#1	catmaid_fafb:716645	
860160	Protocerebral_DAN_input_c 18.1.0 (FAFB:860160)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 18.1.0	catmaid_fafb:860160	
870683	MBON-y4>y1y2_R (FAFB:870683)	neuron	female organism|adult brain	MBON-y4>y1y2_R, FBbt:00111004	catmaid_fafb:870683	
983054	Protocerebral_DAN_input_c 11.9.3#3 (FAFB:983054)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 11.9.3#3	catmaid_fafb:983054	
1041505	aSP-g3_R#1 (FAFB:1041505)	neuron	female organism|adult brain	aSP-g3_R#1	catmaid_fafb:1041505	
1058665	Protocerebral_DAN_input_c 10.10.7#3 (FAFB:1058665)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 10.10.7#3	catmaid_fafb:1058665	
1059970	G2N-SLP2_L (FAFB:1059970)	neuron	female organism|adult brain	G2N-SLP2_L	catmaid_fafb:1059970	
1064603	DAN_USN_c 10.10.7 (FAFB:1064603)	neuron	female organism|adult brain	DAN_USN_c 10.10.7	catmaid_fafb:1064603	
1064828	Protocerebral_DAN_input_c 10.10.7#2 (FAFB:1064828)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 10.10.7#2	catmaid_fafb:1064828	
1085816	PPL1-y1pedc_L (FAFB:1085816)	neuron	female organism|adult brain	PPL1-y1pedc_L, FBbt:00100243	catmaid_fafb:1085816	
1099678	Protocerebral_DAN_input_c 10.10.6 (FAFB:1099678)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 10.10.6	catmaid_fafb:1099678	
1137895	Multiglomerular mALT lvPN#R14 (FAFB:1137895)	neuron	female organism|adult brain	Multiglomerular mALT lvPN#R14	catmaid_fafb:1137895	
1142316	Multiglomerular mALT lvPN#R4 (FAFB:1142316)	neuron	female organism|adult brain	Multiglomerular mALT lvPN#R4	catmaid_fafb:1142316	
1159799	PPL1-y1pedc_R (FAFB:1159799)	neuron	female organism|adult brain	PPL1-y1pedc_R, FBbt:00100243	catmaid_fafb:1159799	
1180169	Protocerebral_DAN_input_c 13.15.4#1 (FAFB:1180169)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 13.15.4#1	catmaid_fafb:1180169	
1185009	Protocerebral_DAN_input_c 11.16.8 (FAFB:1185009)	neuron	female organism|adult brain	Protocerebral_DAN_input_c 11.16.8	catmaid_fafb:1185009	
