object	relation	subject_external_id	subject_external_db	pub
left side of organism	has soma location	593292	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593292	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593292	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593321	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593321	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593321	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593340	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593340	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593340	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593358	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593358	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593358	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593376	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593376	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593376	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593396	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593396	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593396	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593418	catmaid_fanc_JRC2018VF	
adult ventral prothoracic nerve	fasciculates_with	593418	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593418	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593418	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593437	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593437	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593437	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593455	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593455	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593455	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593475	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593475	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593475	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593494	catmaid_fanc_JRC2018VF	
adult ventral prothoracic nerve	fasciculates_with	593494	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593494	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593494	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593514	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593514	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593514	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593539	catmaid_fanc_JRC2018VF	
adult dorsal prothoracic nerve	fasciculates_with	593539	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593539	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593539	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593559	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593559	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593559	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593577	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593577	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593577	catmaid_fanc_JRC2018VF	
left side of organism	has soma location	593598	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593598	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593598	catmaid_fanc_JRC2018VF	
right side of organism	has soma location	593617	catmaid_fanc_JRC2018VF	
peripheral nervous system	overlaps	593617	catmaid_fanc_JRC2018VF	
adult ventral nerve cord	overlaps	593617	catmaid_fanc_JRC2018VF	
