FBbt_ID	FBbt_label	times_added	times_removed
FBbt_20003079	adult superior medial protocerebrum neuron 217	2	0
FBbt_00047784	larval abdominal 2 A10f neuron	2	0
FBbt_00047786	larval abdominal 1 A12m neuron	2	0
FBbt_00047785	larval abdominal 2 A10l neuron	2	0
FBbt_20007302	adult medulla visual centrifugal neuron 09	2	0
FBbt_00100378	adult antennal lobe projection neuron VM4 adPN	2	0
FBbt_00051127	adult prothoracic LUL130 neuron	2	0
FBbt_00005159	gustatory sensory organ	2	0
FBbt_00004113	adult sense organ	2	0
FBbt_00051316	NB5-2 Notch ON hemilineage primary neuron	2	0
FBbt_00047511	adult descending neuron	2	2
FBbt_00052012	adult octopaminergic neuron of abdominal ganglion	2	0
FBbt_00051145	adult mesothoracic LUL130 neuron	2	0
FBbt_00100368	adult uniglomerular antennal lobe projection neuron adPN	2	5
FBbt_20002032	adult posterior slope neuron 277	2	0
FBbt_00059282	adult antennal lobe projection neuron DP1l	2	0
FBbt_00052850	lobula plate intrinsic neuron LPi1-2	2	0
FBbt_20004234	adult lobula tangential neuron LT54	2	0
FBbt_00053235	adult prothoracic ventral unpaired median neuron	2	0
FBbt_00052751	adult mesothoracic ventral unpaired median neuron	2	0
FBbt_00067371	adult antennal lobe projection neuron VA1v vPN	2	0
FBbt_00051162	adult metathoracic LUL130 neuron	2	0
FBbt_00001523	lineage NB7-2 primary interneuron	2	0
FBbt_00100296	abdominal sensory neuron	2	0
FBbt_00048927	NB2-4 lineage neuron	2	0
FBbt_00048464	adult dopaminergic neuron of ventral nerve cord	2	0
FBbt_20001627	lobula plate tangential neuron vCal1	2	0
FBbt_00047780	larval abdominal 1 A08x neuron	2	0
FBbt_00053037	adult ExR7 neuron of DM4 lineage	2	0
FBbt_00001500	lineage NB5-3 primary interneuron	2	0
FBbt_00047528	neuron projection bundle of adult ventral nerve cord	2	0
FBbt_00047400	larval abdominal 4 Basin-3 neuron	2	0
FBbt_00047397	larval abdominal 1 Basin-3 neuron	2	0
FBbt_20007279	adult lobula visual centrifugal neuron LoVC19	2	0
FBbt_00053035	adult ExR1 neuron of DM4 lineage	2	0
FBbt_00047686	larval abdominal 3 A10j neuron	2	0
FBbt_20007625	adult medulla tangential neuron e16	2	0
FBbt_20001710	adult posterior lateral protocerebrum neuron 210	2	0
FBbt_20003958	adult MeMe_e09 neuron	2	0
FBbt_20001530	adult lobula visual centrifugal neuron LoVC18	2	0
FBbt_20004313	adult medulla visual projection neuron MeVPMe13	2	0
FBbt_20007606	adult MeMe_e05 neuron	2	0
FBbt_20007604	adult MeMe_e03 neuron	2	0
FBbt_20004334	adult medulla visual projection neuron MeVPOL1	2	0
FBbt_00007429	DN1a neuron	2	0
FBbt_20007655	adult medulla tangential neuron e46	2	0
FBbt_00047779	larval abdominal 1 A08m neuron	2	0
FBbt_00047776	larval abdominal 1 A14g neuron	2	0
FBbt_20002751	adult superior lateral protocerebrum neuron 357	2	0
FBbt_00047588	descending neuron of the pars intercerebralis DNc01	2	0
FBbt_20007624	adult medulla visual projection neuron MeVP34	2	0
FBbt_20007207	adult LoVP81 neuron	2	0
FBbt_00047778	larval abdominal 2 A08m neuron	2	0
FBbt_20007680	adult medulla visual centrifugal neuron MeVC22	2	0
FBbt_00047660	descending neuron of the posterior brain DNp27	2	0
FBbt_00048889	NB6-2 lineage primary neuron	2	0
FBbt_00047663	descending neuron of the posterior brain DNp30	2	0
FBbt_20001880	adult medulla visual centrifugal neuron MeVCMe11	2	0
FBbt_00047789	larval abdominal 1 A23g neuron	2	0
FBbt_00047775	larval abdominal 2 A14g neuron	2	0
FBbt_20003316	adult superior medial protocerebrum neuron 454	2	0
FBbt_20007623	adult medulla tangential neuron e14	2	0
FBbt_20007256	adult Cm31a neuron	2	0
FBbt_00053034	adult ExR1 neuron of DM3 lineage	2	0
FBbt_00004044	LN period neuron	2	0
FBbt_20007626	adult medulla tangential neuron e17	2	0
FBbt_20000830	adult clamp neuron 125	2	0
FBbt_20007601	adult medulla visual projection neuron MeVPLp2	2	0
FBbt_20007600	adult medulla visual projection neuron MeVPLp1	2	0
FBbt_00047772	larval abdominal 1 A03o1 neuron	2	0
FBbt_20007563	adult lobula tangential neuron e02	2	0
FBbt_00047791	larval metathoracic T05t neuron	2	0
FBbt_00053036	adult ExR7 neuron of DM3 lineage	2	0
FBbt_20007282	adult lobula visual centrifugal neuron 07	2	0
FBbt_00047685	larval abdominal 9 TePn04 neuron	2	0
FBbt_20000738	adult lobula visual centrifugal neuron LoVC22	2	0
FBbt_20001570	adult posterior lateral protocerebrum neuron 070	2	0
FBbt_20007242	proximal medullary amacrine neuron Pm11	2	0
FBbt_00047777	larval abdominal 1 A08d neuron	2	0
FBbt_20001511	adult posterior lateral protocerebrum neuron 011	2	0
FBbt_20001590	adult posterior lateral protocerebrum neuron 090	2	0
FBbt_00110143	octopaminergic AL2i3 neuron	2	0
FBbt_00053038	adult ExR8 neuron of DM3 lineage	2	0
FBbt_00049764	adult antennal lobe projection neuron VL2a vPN	2	0
FBbt_00053039	adult ExR8 neuron of DM4 lineage	2	0
FBbt_00110142	octopaminergic AL2i2 neuron	2	0
FBbt_20002190	adult lobula visual centrifugal neuron LoVC16	2	0
FBbt_00047684	larval abdominal 3 Wave neuron	2	0
FBbt_20007594	adult lobula visual projection neuron LoVP62	2	0
FBbt_20001569	adult posterior lateral protocerebrum neuron 069	2	0
FBbt_00047770	larval abdominal 1 A02m neuron	2	0
FBbt_20001731	adult posterior lateral protocerebrum neuron 231	2	0
FBbt_00047787	larval abdominal 1 A01n neuron	2	0
FBbt_20007259	adult Cm32 neuron	1	0
FBbt_00047589	descending neuron of the pars intercerebralis DNc02	1	0
FBbt_00003918	dorsal giant horizontal cell HSN	1	1
FBbt_20007258	adult Cm35 neuron	1	0
FBbt_00052267	lobula plate tangential neuron H2	1	1
FBbt_20000044	adult anterior optic tubercle neuron 045	1	0
FBbt_00003920	ventral giant horizontal cell HSS	1	1
FBbt_00048245	tangential neuron CT1	1	0
FBbt_00049787	gamma-s1 Kenyon cell	1	0
FBbt_00050239	adult SLPav2 lineage neuron	1	0
FBbt_00040000	adult antennal lobe projection neuron DC3 adPN	1	0
FBbt_00052538	optic lobe amacrine neuron Am1	1	0
FBbt_00048935	NB4-2 lineage neuron	1	0
FBbt_00049765	adult antennal lobe projection neuron VL2p vPN	1	0
FBbt_00067354	adult antennal lobe projection neuron DC2 adPN	1	0
FBbt_00110570	adult uniglomerular antennal lobe projection neuron V	1	0
FBbt_20001062	adult clamp neuron 357	1	0
FBbt_00003919	equatorial giant horizontal cell HSE	1	1
FBbt_00050099	adult LHd1 lineage neuron	1	0
FBbt_00067372	adult antennal lobe projection neuron DA1 vPN	1	0
FBbt_00100382	adult antennal lobe projection neuron DL4 adPN	1	0
FBbt_00050082	adult LHp1 lineage neuron	1	0
FBbt_00048126	dorsal centrifugal horizontal neuron	1	1
FBbt_00047644	descending neuron of the posterior brain DNp11	1	1
FBbt_20003481	adult vest neuron 015	1	0
FBbt_00049516	lobula tangential neuron LT33	1	0
FBbt_20007653	adult medulla tangential neuron e44	1	0
FBbt_20007628	adult medulla tangential neuron e19	1	0
FBbt_20007646	adult medulla tangential neuron e37	1	0
FBbt_20007639	adult medulla tangential neuron e30	1	0
FBbt_20007669	adult medulla visual centrifugal neuron 02a	1	0
FBbt_20001889	adult posterior slope neuron 134	1	0
FBbt_20007647	adult medulla tangential neuron e38	1	0
FBbt_20007632	adult medulla visual projection neuron MeVP49	1	0
FBbt_20007657	adult medulla visual projection neuron MeVP63	1	0
FBbt_20007300	adult medulla visual centrifugal neuron 07	1	0
FBbt_20001885	adult posterior slope neuron 130	1	0
FBbt_20007294	adult medulla visual centrifugal neuron 01c	1	0
FBbt_20007631	adult medulla tangential neuron e22	1	0
FBbt_20007641	adult medulla visual projection neuron MeVP36	1	0
FBbt_20007638	adult medulla tangential neuron e29	1	0
FBbt_20001207	adult inferior bridge neuron 030	1	0
FBbt_20007636	adult medulla visual projection neuron MeVP28	1	0
FBbt_20007633	adult medulla tangential neuron e24	1	0
FBbt_20007643	adult medulla visual projection neuron MeVP50	1	0
FBbt_20007293	adult medulla visual centrifugal neuron 01b	1	0
FBbt_20007305	adult medulla-lobula visual centrifugal neuron 01	1	0
FBbt_20007635	adult medulla tangential neuron e26	1	0
FBbt_20007650	adult medulla tangential neuron e41	1	0
FBbt_20007634	adult medulla tangential neuron e25	1	0
FBbt_20007658	adult medulla tangential neuron e49	1	0
FBbt_20001887	adult posterior slope neuron 132	1	0
FBbt_20007652	adult medulla tangential neuron e43	1	0
FBbt_20007648	adult medulla tangential neuron e39	1	0
FBbt_20007630	adult medulla tangential neuron e21	1	0
FBbt_20007644	adult medulla tangential neuron e35	1	0
FBbt_20007645	adult medulla tangential neuron e36	1	0
FBbt_20001884	adult posterior slope neuron 129	1	0
FBbt_20007298	adult medulla visual centrifugal neuron 05	1	0
FBbt_20007649	adult medulla tangential neuron e40	1	0
FBbt_20001878	adult medulla visual centrifugal neuron MeVCMe2	1	0
FBbt_20007640	adult medulla tangential neuron e31	1	0
FBbt_20007299	adult medulla visual centrifugal neuron MeVC12	1	0
FBbt_20001206	adult inferior bridge neuron 029	1	0
FBbt_00047792	larval prothoracic T08x neuron	1	0
FBbt_20002753	adult superior lateral protocerebrum neuron 359	1	0
FBbt_20003062	adult superior medial protocerebrum neuron 200	1	0
FBbt_20003390	adult superior medial protocerebrum neuron 528	1	0
FBbt_20002644	adult superior lateral protocerebrum neuron 250	1	0
FBbt_00048127	ventral centrifugal horizontal neuron	1	1
FBbt_00048507	larval metathoracic Ladder-a neuron	1	0
FBbt_00007577	optic lobe intrinsic neuron	1	0
FBbt_00048465	adult dopaminergic mesothoracic neuron	1	0
FBbt_00049789	DN1-like neuron	1	0
FBbt_00051470	hemilineage 13B secondary neuron	1	0
FBbt_00051475	hemilineage 12B secondary neuron	1	0
FBbt_00048920	lineage 23 secondary neuron	1	0
FBbt_00051254	adult doublesex aDN (female) neuron	1	0
FBbt_00051253	adult doublesex aDN (male) neuron	1	0
FBbt_20007303	adult medulla visual centrifugal neuron 10	1	0
FBbt_00047793	larval mesothoracic T08x neuron	1	0
FBbt_20001580	adult posterior lateral protocerebrum neuron 080	1	0
FBbt_20007654	adult medulla visual projection neuron MeVP38	1	0
FBbt_20001891	adult posterior slope neuron 136	1	0
FBbt_20007651	adult medulla visual projection neuron MeVP26	1	0
FBbt_20007627	adult medulla visual projection neuron MeVP23	1	0
FBbt_00047773	larval abdominal 2 A05e neuron	1	0
FBbt_00047774	larval abdominal 1 A05e neuron	1	0
FBbt_00047701	larval abdominal 1 A02n neuron	1	0
FBbt_20007291	adult lobula plate-lobula visual centrifugal neuron 01	1	0
FBbt_20001533	adult posterior lateral protocerebrum neuron 033	1	0
FBbt_20001063	optic lobe visual centrifugal neuron OLVC4	1	0
FBbt_20001819	adult posterior slope neuron 064	1	0
FBbt_20001536	adult posterior lateral protocerebrum neuron 036	1	0
FBbt_00110141	octopaminergic AL2i1 neuron	1	0
FBbt_20001532	adult posterior lateral protocerebrum neuron 032	1	0
FBbt_20001521	adult posterior lateral protocerebrum neuron 021	1	0
FBbt_20001711	adult posterior lateral protocerebrum neuron 211	1	0
FBbt_00110144	octopaminergic AL2i4 neuron	1	0
FBbt_20007642	adult medulla tangential neuron e33	1	0
FBbt_20007637	adult medulla tangential neuron e28	1	0
FBbt_20007292	adult medulla visual centrifugal neuron 01a	1	0
FBbt_20007284	adult lobula visual centrifugal neuron 09	1	0
FBbt_20007577	adult lobula tangential neuron e16	1	0
FBbt_20000986	adult lobula visual projection neuron LoVP56	1	0
FBbt_20007590	adult lobula tangential neuron e29	1	0
FBbt_20007583	adult lobula visual projection neuron LoVP46	1	0
FBbt_20007571	adult lobula tangential neuron e10	1	0
FBbt_20007584	adult lobula tangential neuron e23	1	0
FBbt_20001910	adult lobula visual columnar neuron LoVC7	1	0
FBbt_20001551	adult posterior lateral protocerebrum neuron 051	1	0
FBbt_20007582	adult lobula tangential neuron e21	1	0
FBbt_20007285	adult lobula visual centrifugal neuron 10	1	0
FBbt_20007576	adult lobula tangential neuron e15	1	0
FBbt_20001289	adult lobula visual centrifugal neuron LoVC1	1	0
FBbt_20007567	adult lobula tangential neuron e06	1	0
FBbt_20007572	adult lobula tangential neuron e11	1	0
FBbt_20007574	adult lobula tangential neuron e13	1	0
FBbt_20001343	adult lateral accessory lobe neuron 047	1	0
FBbt_20007588	adult lobula tangential neuron e27	1	0
FBbt_20001647	adult posterior lateral protocerebrum neuron 147	1	0
FBbt_20001626	adult posterior lateral protocerebrum neuron 126	1	0
FBbt_00100487	lobula tangential neuron LT11	1	0
FBbt_20007629	adult medulla tangential neuron e20	1	0
FBbt_00052851	lobula plate intrinsic neuron LPi2-1	1	0
FBbt_20007283	adult lobula tangential neuron LT35	1	0
FBbt_20000260	adult anterior ventrolateral protocerebrum neuron 151	1	0
FBbt_20002056	adult posterior slope neuron 301	1	0
FBbt_20007575	adult lobula tangential neuron e14	1	0
FBbt_20001679	adult lobula plate tangential neuron LPT54	1	0
FBbt_20007280	adult lobula visual centrifugal neuron 05	1	0
FBbt_20007586	adult lobula tangential neuron e25	1	0
FBbt_20001591	adult posterior lateral protocerebrum neuron 091	1	0
FBbt_20007281	adult lobula visual centrifugal neuron 06	1	0
FBbt_20003492	adult vest neuron 026	1	0
FBbt_20007589	adult lobula tangential neuron e28	1	0
FBbt_20001685	adult posterior lateral protocerebrum neuron 185	1	0
FBbt_20001183	adult inferior bridge neuron 006	1	0
FBbt_20003546	adult vest neuron 080	1	0
FBbt_20001683	adult posterior lateral protocerebrum neuron 183	1	0
FBbt_20002627	adult superior lateral protocerebrum neuron 233	1	0
FBbt_20007585	adult lobula tangential neuron e24	1	0
FBbt_20007591	adult lobula tangential neuron e30	1	0
FBbt_20002843	adult superior lateral protocerebrum neuron 449	1	0
FBbt_20001514	adult posterior lateral protocerebrum neuron 014	1	0
FBbt_20007580	adult lobula tangential neuron e19	1	0
FBbt_20000989	adult clamp neuron 284	1	0
FBbt_20001755	adult posterior lateral protocerebrum neuron 255	1	0
FBbt_20007569	adult lobula tangential neuron e08	1	0
FBbt_20003103	adult superior medial protocerebrum neuron 241	1	0
FBbt_20001188	adult inferior bridge neuron 011	1	0
FBbt_20001715	adult posterior lateral protocerebrum neuron 215	1	0
FBbt_20002842	adult lobula-dorsal accessory calyx projection neuron	1	0
FBbt_20001190	adult inferior bridge neuron 013	1	0
FBbt_20007578	adult lobula tangential neuron e17	1	0
FBbt_20007306	adult medulla visual centrifugal neuron MeVC26	1	0
FBbt_20007596	adult lobula tangential neuron e35	1	0
FBbt_20001646	adult posterior lateral protocerebrum neuron 146	1	0
FBbt_20002847	adult superior lateral protocerebrum neuron 453	1	0
FBbt_20007587	adult lobula visual projection neuron LoVP102	1	0
FBbt_20007597	adult lobula tangential neuron e36	1	0
FBbt_20001712	adult posterior lateral protocerebrum neuron 212	1	0
FBbt_20007565	adult lobula tangential neuron e04	1	0
FBbt_20007566	adult lobula tangential neuron e05	1	0
FBbt_20007592	adult lobula tangential neuron e31	1	0
FBbt_20001751	adult posterior lateral protocerebrum neuron 251	1	0
FBbt_20002613	adult superior lateral protocerebrum neuron 219	1	0
FBbt_20007581	adult lobula tangential neuron e20	1	0
FBbt_20007579	adult lobula tangential neuron e18	1	0
FBbt_20001220	adult inferior bridge neuron 043	1	0
FBbt_20007568	adult lobula tangential neuron e07	1	0
FBbt_00051246	adult mediodorsal antennal lobe neuron D1	1	0
FBbt_20001196	adult inferior bridge neuron 019	1	0
FBbt_20001618	adult posterior lateral protocerebrum neuron 118	1	0
FBbt_00001448	pCC neuron	0	2
FBbt_00007517	vertical system neuron 1	0	1
FBbt_00049818	ocellar ganglion interneuron	0	3
FBbt_00047573	descending neuron of the anterior dorsal brain DNa02	0	1
FBbt_20001833	adult posterior slope neuron 078	0	11
FBbt_00053408	vertical system neuron 7	0	1
FBbt_20001834	adult posterior slope neuron 079	0	18
FBbt_00047653	descending neuron of the posterior brain DNp20	0	1
FBbt_00053175	adult ventral cervical nerve neck motor neuron	0	1
FBbt_00111254	larval A10f neuron	0	2
FBbt_20001881	adult posterior slope neuron 126	0	1
FBbt_00047587	descending neuron of the anterior ventral brain DNb06	0	1
FBbt_20001989	adult posterior slope neuron 234	0	1
FBbt_20004075	adult CB0268 neuron	0	2
FBbt_20001802	adult posterior slope neuron 047	0	1
FBbt_20007514	descending neuron of the gnathal ganglion DNg75	0	1
FBbt_00007518	vertical system neuron 2	0	1
FBbt_00047584	descending neuron of the anterior ventral brain DNb03	0	2
FBbt_00007519	vertical system neuron 3	0	1
FBbt_00111230	larval Basin-4 neuron	0	4
FBbt_00007520	vertical system neuron 4	0	1
FBbt_00007522	vertical system neuron 6	0	1
FBbt_00047633	descending neuron of the gnathal ganglion DNg41	0	1
FBbt_00111253	larval A10a neuron	0	2
FBbt_00111227	larval Basin-1 neuron	0	4
FBbt_00111229	larval Basin-2 neuron	0	4
FBbt_00111228	larval Basin-3 neuron	0	4
FBbt_00004020	giant fiber neuron	0	1
FBbt_00100248	alpha/beta Kenyon cell	0	289
FBbt_00049838	alpha/beta surface/core Kenyon cell	0	6
FBbt_00005131	dopaminergic neuron	0	12
FBbt_00100227	mushroom body extrinsic neuron	0	18
FBbt_00100249	alpha'/beta' Kenyon cell	0	335
FBbt_00100250	alpha'/beta' anterior-posterior Kenyon cell	0	218
FBbt_00100214	adult dopaminergic PAM neuron	0	5
FBbt_00049820	fan-shaped body columnar neuron	0	598
FBbt_00007521	vertical system neuron 5	0	1
FBbt_20003978	adult CB0143 neuron	0	1
FBbt_00052146	medulla tangential intrinsic neuron of dorsal rim area 2	0	37
FBbt_00053176	adult cervical nerve neck motor neuron	0	1
FBbt_00047512	descending neuron of the anterior dorsal brain	0	10
FBbt_00047349	adult doublesex pC1 (female) neuron	0	9
FBbt_00047946	gustatory projection neuron	0	1
FBbt_00047199	larval Ladder-a neuron	0	1
FBbt_00047354	adult doublesex aDN neuron	0	2
FBbt_00047516	descending neuron of the gnathal ganglion	0	13
FBbt_00047515	descending neuron of the outside anterior cluster	0	2
FBbt_00047513	descending neuron of the anterior ventral brain	0	6
FBbt_00048517	wind sensitive wedge projection neuron	0	10
FBbt_00053409	vertical system neuron 8	0	1
FBbt_00051097	adult LUL130 neuron of ventral nerve cord	0	6
FBbt_00052750	adult VNC ventral unpaired median neuron	0	5
FBbt_00052046	adult interneuron	0	5
FBbt_00052137	medulla-lobula neuron 1	0	92
FBbt_00049615	salt-sensing neuron	0	16
FBbt_00051232	adult ellipsoid body extrinsic ring neuron ExR8	0	4
FBbt_00111256	larval A12m neuron	0	2
FBbt_00048516	wedge projection neuron	0	31
FBbt_00051062	adult tubercle-tubercle neuron	0	8
FBbt_00047047	adult tubercle-bulb neuron	0	78
FBbt_00049140	adult superior lateral protocerebrum-asymmetrical body neuron	0	25
FBbt_00047648	descending neuron of the posterior brain DNp15	0	1
FBbt_00047637	descending neuron of the posterior brain DNp04	0	1
FBbt_00047635	descending neuron of the posterior brain DNp02	0	1
FBbt_00048883	NB5-3 lineage primary neuron	0	2
FBbt_00047947	larval gustatory projection neuron	0	9
FBbt_00047949	larval thermosensory projection neuron	0	8
FBbt_00051967	neck muscle motor neuron of VNC	0	30
FBbt_00048057	sensory neuron of campaniform sensillum	0	1
FBbt_00047646	descending neuron of the posterior brain DNp13	0	5
FBbt_00048999	adult Drosulfakinin neuron	0	6
FBbt_00047517	descending neuron of the posterior brain	0	48
FBbt_00047222	adult hygrosensory neuron Ir68a	0	26
FBbt_00049661	adult lateral horn centrifugal neuron	0	12
FBbt_00047031	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-gall neuron	0	18
FBbt_00052270	lobula plate tangential neuron V1	0	3
FBbt_00111255	larval A10l neuron	0	2
FBbt_00111512	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 2 ventral domain neuron	0	20
FBbt_00111257	larval A19c neuron	0	2
FBbt_00049536	adult fan-shaped body layer 9 tangential neuron	0	33
FBbt_00007541	adult fan-shaped body layer 2 tangential neuron	0	84
FBbt_00007536	adult fan-shaped body layer 6 tangential neuron	0	85
FBbt_00049534	adult fan-shaped body layer 7 tangential neuron	0	46
FBbt_00007543	adult fan-shaped body layer 4 tangential neuron	0	8
FBbt_00007542	adult fan-shaped body layer 3 tangential neuron	0	9
FBbt_00007540	adult fan-shaped body layer 1 tangential neuron	0	28
FBbt_00049535	adult fan-shaped body layer 8 tangential neuron	0	52
FBbt_00003654	adult ellipsoid body extrinsic ring neuron	0	14
FBbt_00110443	adult fruitless aIP-g (female) neuron	0	11
FBbt_00003636	adult fan-shaped body delta neuron	0	159
FBbt_00007523	adult fan-shaped body horizontal delta neuron	0	190
FBbt_00047097	primary neuron	0	3029
FBbt_00049540	Notch OFF hemilineage neuron	0	7154
FBbt_00007383	uniglomerular antennal lobe projection neuron	0	397
FBbt_00049539	Notch ON hemilineage neuron	0	6695
FBbt_00100656	BAmas2 lineage neuron	0	5
FBbt_00007544	adult fan-shaped body layer 5 tangential neuron	0	113
FBbt_00003657	fan-shaped body tangential neuron	0	574
FBbt_00003655	adult ellipsoid body extrinsic ring neuron ExR1	0	4
FBbt_00049803	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 1	0	20
FBbt_00007683	neuroblast lineage clone	0	188
FBbt_00005106	neuron	0	58205
FBbt_00111513	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	0	44
FBbt_00110146	adult octopaminergic AL2b1 neuron	0	4
FBbt_00111396	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 anterior domain neuron	0	58
FBbt_00111404	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	0	270
FBbt_00047030	adult ellipsoid body-protocerebral bridge 1 glomerulus-dorsal/ventral gall neuron	0	46
FBbt_00111424	adult protocerebral bridge 1 glomerulus-fan-shaped body-round body type a neuron	0	29
FBbt_00111433	protocerebral bridge 1 glomerulus-fan-shaped body layer 2-lateral accessory lobe-crepine neuron	0	14
FBbt_00003635	adult protocerebral bridge 1 glomerulus-fan-shaped body-lateral accessory lobe neuron	0	50
FBbt_00111457	protocerebral bridge 1 glomerulus-fan-shaped body-ventral gall surround neuron	0	18
FBbt_00003686	Kenyon cell	0	185
FBbt_00100719	BLD2 lineage neuron	0	1
FBbt_00003646	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron	0	42
FBbt_00049804	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 2	0	22
FBbt_00007384	multiglomerular antennal lobe projection neuron	0	412
FBbt_00110461	adult fruitless aSP-g (female) neuron	0	7
FBbt_00111258	larval A08x neuron	0	2
FBbt_00111249	larval Wave neuron	0	2
FBbt_00111057	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	0	27
FBbt_00111390	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 2 dorsal domain neuron	0	40
FBbt_00111232	larval A23g neuron	0	2
FBbt_00111231	larval A14g neuron	0	4
FBbt_00111252	larval A08m neuron	0	4
FBbt_00111251	larval A05e neuron	0	2
FBbt_00111250	larval A03o1 neuron	0	2
FBbt_00111248	larval A02m neuron	0	2
FBbt_00007430	DN1p neuron	0	7
FBbt_00111247	larval A02n neuron	0	1
FBbt_00111245	larval A01n neuron	0	2
FBbt_00111244	larval A08d neuron	0	2
FBbt_00111263	larval TePn04 neuron	0	2
FBbt_00111262	larval T08x neuron	0	2
FBbt_00111261	larval T05t neuron	0	2
FBbt_00111260	larval A10j neuron	0	4
FBbt_00100247	gamma Kenyon cell	0	1057
FBbt_00047953	mushroom body output neuron	0	26
FBbt_00005927	gustatory receptor neuron	0	131
FBbt_00005923	hygrosensory neuron	0	9
FBbt_00047724	lateral antennal lobe tract projection neuron 4	0	4
FBbt_00049910	adult multiglomerular antennal lobe projection neuron l2PN	0	4
FBbt_00049778	adult multiglomerular antennal lobe projection neuron lPN	0	10
FBbt_00049779	adult multiglomerular antennal lobe projection neuron lvPN	0	37
FBbt_00047720	transverse antennal lobe tract 4 projection neuron 1	0	3
FBbt_00049780	adult multiglomerular antennal lobe projection neuron of SEZ	0	2
FBbt_00007437	adult antennal lobe projection neuron vPN	0	7
FBbt_00007392	projection neuron	0	13
FBbt_00110415	adult fruitless aDT-a neuron	0	6
FBbt_00067123	adult antennal lobe projection neuron	0	2
FBbt_00007386	adult olfactory receptor neuron	0	125
FBbt_00007390	adult antennal lobe local neuron	0	108
FBbt_00003879	lobula complex columnar neuron	0	372
FBbt_00047096	secondary neuron	0	10446
FBbt_00005918	thermosensory neuron	0	4
FBbt_00051231	adult ellipsoid body extrinsic ring neuron ExR7	0	4
