filename	label	is_a	part_of	dbxrefs	synonyms
3080086	LHAD1b2#8 (3080086)	neuron	female organism|adult brain	catmaid_fafb:3080086	LHAD1b2#8 3080087 Team Rocket RT JJ JH PS
3080183	LHAD1c1#1 (3080183)	neuron	female organism|adult brain	catmaid_fafb:3080183	LHAD1c1#1 3080184 Dust World JJ PS
3080225	LHAD1b2#7 (3080225)	neuron	female organism|adult brain	catmaid_fafb:3080225	LHAD1b2#7 3080226 Dark World JJ
3136251	LHPD3a4#1 (3136251)	neuron	female organism|adult brain	catmaid_fafb:3136251	LHPD3a4#1 3136252 Piri Reis ASB RJVR
3136591	LHPV2c1#3 (3136591)	neuron	female organism|adult brain	catmaid_fafb:3136591	LHPV2c1#3 3136592 Auk RJVR ASB
3367291	LHPV4a7#1 (3367291)	neuron	female organism|adult brain	catmaid_fafb:3367291	LHPV4a7#1 3367292 Twirl ASB
3376158	LHPV6o1#1 (3376158)	neuron	female organism|adult brain	catmaid_fafb:3376158	LHPV6o1#1 3376159 Kabuki RJVR
3393889	LHAV4e4#1 (3393889)	neuron	female organism|adult brain	catmaid_fafb:3393889	LHAV4e4#1 3393890 Chloé LSC
3421839	LHPV4a2#3 (3421839)	neuron	female organism|adult brain	catmaid_fafb:3421839	LHPV4a2#3 3421840 Mitre RJVR
3481901	LHPD3a5#1 (3481901)	neuron	female organism|adult brain	catmaid_fafb:3481901	LHPD3a5#1 3481902 DC4 Bully RJVR ASB
3587600	LHAV5a1#1 (3587600)	neuron	female organism|adult brain	catmaid_fafb:3587600	LHAV5a1#1 3587601 Terribly Lost ASB
3877150	LHAD1b2#6 (3877150)	neuron	female organism|adult brain	catmaid_fafb:3877150	LHAD1b2#6 3877151 Tech World JJ PS
3897655	LHPV4a1#2 (3897655)	neuron	female organism|adult brain	catmaid_fafb:3897655	LHPV4a1#2 3897656 Christine Daaé SD
3931736	LHPV3b1#1 (3931736)	neuron	female organism|adult brain	catmaid_fafb:3931736	LHPV3b1#1 3931737 Goshawk ASB
3931886	LHPV2a1#4 (3931886)	neuron	female organism|adult brain	catmaid_fafb:3931886	LHPV2a1#4 3931887 RJVR ASB
3932461	LHPV2a1#5 (3932461)	neuron	female organism|adult brain	catmaid_fafb:3932461	LHPV2a1#5 3932462 ASB
4017748	VES002#1 (4017748)	neuron	female organism|adult brain	catmaid_fafb:4017748	VES002#1 4017749 Quail RJVR 
4044614	LHPV4a2#2 (4044614)	neuron	female organism|adult brain	catmaid_fafb:4044614	LHPV4a2#2 4044615 Jolene SD
4100701	LHPV4k1#1 (4100701)	neuron	female organism|adult brain	catmaid_fafb:4100701	LHPV4k1#1 4100702 Legolas RJVR SD
4176088	LHAV7a1#1 (4176088)	neuron	female organism|adult brain	catmaid_fafb:4176088	LHAV7a1#1 4176089 Osprey ASB
4176285	LHPV4a7#2 (4176285)	neuron	female organism|adult brain	catmaid_fafb:4176285	LHPV4a7#2 4176286 Womble ASB
4182038	LHPD3a2#1 (4182038)	neuron	female organism|adult brain	catmaid_fafb:4182038	LHPD3a2#1 4182039 Ragdoll ASB
4191753	LC43#1 (4191753)	neuron	female organism|adult brain	catmaid_fafb:4191753	LC43#1 4191754 Petrel RJVR ASB
4215506	LHPV4a5#1 (4215506)	neuron	female organism|adult brain	catmaid_fafb:4215506	LHPV4a5#1 4215507 Valjean SD
4274682	LHPV4a4#3 (4274682)	neuron	female organism|adult brain	catmaid_fafb:4274682	LHPV4a4#3 4274683 Outkast SD
4292232	LHPV4g1#1 (4292232)	neuron	female organism|adult brain	catmaid_fafb:4292232	LHPV4g1#1 4292233 Jekyll SD
4355299	LHPV4a9#1 (4355299)	neuron	female organism|adult brain	catmaid_fafb:4355299	LHPV4a9#1 4355300 Pontmercy SD
4513533	LHAD1b2#5 (4513533)	neuron	female organism|adult brain	catmaid_fafb:4513533	LHAD1b2#5 4513534 Hamburger CMM
4672476	WEDPN5#1 (4672476)	neuron	female organism|adult brain	catmaid_fafb:4672476	WEDPN5#1 4672477 Flamingo PMJ
4744251	LHAD1b2#1 (4744251)	neuron	female organism|adult brain	catmaid_fafb:4744251	LHAD1b2#1 4744252 Home World JJ ZM
4902612	LHAV6b1#1 (4902612)	neuron	female organism|adult brain	catmaid_fafb:4902612	LHAV6b1#1 4902613 CONTAINS ERROR Salamander ASB
4945705	LHPV5b3#1 (4945705)	neuron	female organism|adult brain	catmaid_fafb:4945705	LHPV5b3#1 4945706 SD
4946872	WEDPN6A#1 (4946872)	neuron	female organism|adult brain	catmaid_fafb:4946872	WEDPN6A#1 4946873 Red Kite ASB SD
4974403	PLP156#1 (4974403)	neuron	female organism|adult brain	catmaid_fafb:4974403	PLP156#1 4974404 Hobby ASB
5292219	LHPV5b2#1 (5292219)	neuron	female organism|adult brain	catmaid_fafb:5292219	LHPV5b2#1 5292220 Hawk ASB
5341336	LHAV3a1#1 (5341336)	neuron	female organism|adult brain	catmaid_fafb:5341336	LHAV3a1#1 5341337 PS
5670783	LHPV4a4#2 (5670783)	neuron	female organism|adult brain	catmaid_fafb:5670783	LHPV4a4#2 5670784 ZZZ ASB
5676478	LHPV5c2#1 (5676478)	neuron	female organism|adult brain	catmaid_fafb:5676478	LHPV5c2#1 5676479 Tawny Owl ASB
5807217	LHPV5g2#1 (5807217)	neuron	female organism|adult brain	catmaid_fafb:5807217	LHPV5g2#1 5807218 ARJ ASB
5918547	LHPV4a4#5 (5918547)	neuron	female organism|adult brain	catmaid_fafb:5918547	LHPV4a4#1 5918548 Jasmine SD
5990596	LHAV4e7#2 (5990596)	neuron	female organism|adult brain	catmaid_fafb:5990596	LHAV4e7#1 5990597 Snake-Eagle ASB
6185360	AVLP026#1 (6185360)	neuron	female organism|adult brain	catmaid_fafb:6185360	AVLP026#1 6185361 Stalk ASB
6197374	LHPV5c3#1 (6197374)	neuron	female organism|adult brain	catmaid_fafb:6197374	LHPV5c3#1 6197375 Marsh Harrier ASB
6203604	LHPV4b1#1 (6203604)	neuron	female organism|adult brain	catmaid_fafb:6203604	LHPV4b1#1 6203605 Kingfisher ASB
6536624	LHAD1b1#1 (6536624)	neuron	female organism|adult brain	catmaid_fafb:6536624	LHAD1b1#1 6536625 
6772893	LHAV6c1#1 (6772893)	neuron	female organism|adult brain	catmaid_fafb:6772893	LHAV6c1#1 6772894 Alexander Robert Paul Harrison SD
6825565	LHPV4a4#4 (6825565)	neuron	female organism|adult brain	catmaid_fafb:6825565	LHPV4a4#2 6825566 Wigeon ASB
6900869	LHPV4a4#1 (6900869)	neuron	female organism|adult brain	catmaid_fafb:6900869	LHPV4a4#1 6900870 Evil Eye ASB
7483643	LHPV4a2#1 (7483643)	neuron	female organism|adult brain	catmaid_fafb:7483643	LHPV4a2#1 7483644 Igloo ASB
7739922	GNG-PN1#1 (7739922)	neuron	female organism|adult brain	catmaid_fafb:7739922	GNG-PN1#1 7739923 IT RJVR
8521115	LC40b#1 (8521115)	neuron	female organism|adult brain	catmaid_fafb:8521115	LC40b#1 8521116 RJVR
8739442	LHPV6a1#1 (8739442)	neuron	female organism|adult brain	catmaid_fafb:8739442	LHPV6a1#1 8739443 Unexpected Victory CMM ASB
8927505	AVLP560#1 (8927505)	neuron	female organism|adult brain	catmaid_fafb:8927505	AVLP560#1 8927506 RJVR Bateleur
9249174	WEDPN2B#2 (9249174)	neuron	female organism|adult brain	catmaid_fafb:9249174	WEDPN2B#2 9249175 Gregory Seneca Xerxes Eugene Jefferis RJVR ASB PDP
11519370	LHAD1a1#1 (11519370)	neuron	female organism|adult brain	catmaid_fafb:11519370	LHAD1a1#1 11519371 Synchronize Your Dogmas ASB
11519536	PV4b2#1 (11519536)	neuron	female organism|adult brain	catmaid_fafb:11519536	PV4b2#1 11519537 RJVR Epee
11520049	LHPV5a3#1 (11520049)	neuron	female organism|adult brain	catmaid_fafb:11520049	LHPV5a3#1 11520050 ASB 
11522508	LHAV4b1#1 (11522508)	neuron	female organism|adult brain	catmaid_fafb:11522508	LHAV4b1#1 11522509 Swirl ASB 
11522927	LHPV4a1#1 (11522927)	neuron	female organism|adult brain	catmaid_fafb:11522927	LHPV4a1#1 11522928 Valerie SD
11524190	LHAV4a1#1 (11524190)	neuron	female organism|adult brain	catmaid_fafb:11524190	LHAV4a1#1 11524191 DM1 Centric 1 ASB
11524200	LHPV5d1#2 (11524200)	neuron	female organism|adult brain	catmaid_fafb:11524200	LHPV5d1#2 11524201 Kestrel ASB
11524299	LHPV6l1#1 (11524299)	neuron	female organism|adult brain	catmaid_fafb:11524299	LHPV6l1#1 11524300 RJVR Gyrfalcon
11524386	LHPV4a3#1 (11524386)	neuron	female organism|adult brain	catmaid_fafb:11524386	LHPV4a3#1 11524387 Marshall SD
11524475	LHPV4d3#1 (11524475)	neuron	female organism|adult brain	catmaid_fafb:11524475	LHPV4d3#1 11524476 FML Fly Agaric - downstream of DA2
11544024	LHPV4a8#1 (11544024)	neuron	female organism|adult brain	catmaid_fafb:11544024	LHPV4a8#1 11544025 DA4l Upstream ASB RJVR
11545702	LHPV12a1#1 (11545702)	neuron	female organism|adult brain	catmaid_fafb:11545702	LHPV12a1#1 11545703 AJ
14809659	PV4c2#1 (14809659)	neuron	female organism|adult brain	catmaid_fafb:14809659	PV4 LH.R -> CAL.R 2391560 DL4 Upstream RJVR Ramoth
15738796	LHAV4c2#1 (15738796)	neuron	female organism|adult brain	catmaid_fafb:15738796	LHAV4c2#1 15738797 RJVR
15738886	LHAV4a1#2 (15738886)	neuron	female organism|adult brain	catmaid_fafb:15738886	LHAV4a1#2 15738887 DM1 Centric 2 ASB
15738898	LHAV4a3#1 (15738898)	neuron	female organism|adult brain	catmaid_fafb:15738898	LHAV4a3#1 15738899 Chicken ASB
