filename	label	is_a	part_of	comment	dbxrefs	synonyms
6510	KC#0-y (FAFB:6510)	neuron	female organism|adult brain	KC#0-y, FBbt:00100247	catmaid_fafb:6510	
6582	KC#1-y (FAFB:6582)	neuron	female organism|adult brain	KC#1-y, FBbt:00100247	catmaid_fafb:6582	
6618	KC#2-y (FAFB:6618)	neuron	female organism|adult brain	KC#2-y, FBbt:00100247	catmaid_fafb:6618	
6630	KC#3-y (FAFB:6630)	neuron	female organism|adult brain	KC#3-y, FBbt:00100247	catmaid_fafb:6630	
6662	KC#4-y (FAFB:6662)	neuron	female organism|adult brain	KC#4-y, FBbt:00100247	catmaid_fafb:6662	
6762	KC#5-y (FAFB:6762)	neuron	female organism|adult brain	KC#5-y, FBbt:00100247	catmaid_fafb:6762	
6838	KC#6-y (FAFB:6838)	neuron	female organism|adult brain	KC#6-y, FBbt:00100247	catmaid_fafb:6838	
6934	KC#7-y (FAFB:6934)	neuron	female organism|adult brain	KC#7-y, FBbt:00100247	catmaid_fafb:6934	
7118	KC#8-y (FAFB:7118)	neuron	female organism|adult brain	KC#8-y, FBbt:00100247	catmaid_fafb:7118	
7150	KC#9-y (FAFB:7150)	neuron	female organism|adult brain	KC#9-y, FBbt:00100247	catmaid_fafb:7150	
7222	KC#10-y (FAFB:7222)	neuron	female organism|adult brain	KC#10-y, FBbt:00100247	catmaid_fafb:7222	
7282	KC#11-a'b' (FAFB:7282)	neuron	female organism|adult brain	KC#11-a'b', FBbt:00100249	catmaid_fafb:7282	
7286	KC#12-a'b' (FAFB:7286)	neuron	female organism|adult brain	KC#12-a'b', FBbt:00100249	catmaid_fafb:7286	
7302	KC#13-y (FAFB:7302)	neuron	female organism|adult brain	KC#13-y, FBbt:00100247	catmaid_fafb:7302	
7330	KC#14-a'b' (FAFB:7330)	neuron	female organism|adult brain	KC#14-a'b', FBbt:00100249	catmaid_fafb:7330	
7362	KC#15-a'b' (FAFB:7362)	neuron	female organism|adult brain	KC#15-a'b', FBbt:00100249	catmaid_fafb:7362	
7410	KC#16-a'b' (FAFB:7410)	neuron	female organism|adult brain	KC#16-a'b', FBbt:00100249	catmaid_fafb:7410	
7414	KC#17-a'b' (FAFB:7414)	neuron	female organism|adult brain	KC#17-a'b', FBbt:00100249	catmaid_fafb:7414	
