filename	label	is_a	part_of	comment	dbxrefs	synonyms
539764	LC6#1 (FAFB:539764)	neuron	female organism|adult brain	LC6#1, FBbt:00003876	catmaid_fafb:539764	
3117027	LC6#2 (FAFB:3117027)	neuron	female organism|adult brain	LC6#2, FBbt:00003876	catmaid_fafb:3117027	
3117105	LC6#3 (FAFB:3117105)	neuron	female organism|adult brain	LC6#3, FBbt:00003876	catmaid_fafb:3117105	
3123624	LC6#4 (FAFB:3123624)	neuron	female organism|adult brain	LC6#4, FBbt:00003876	catmaid_fafb:3123624	
3123735	LC6#5 (FAFB:3123735)	neuron	female organism|adult brain	LC6#5, FBbt:00003876	catmaid_fafb:3123735	
3124354	LC6#6 (FAFB:3124354)	neuron	female organism|adult brain	LC6#6, FBbt:00003876	catmaid_fafb:3124354	
3134863	LC6#7 (FAFB:3134863)	neuron	female organism|adult brain	LC6#7, FBbt:00003876	catmaid_fafb:3134863	
3134883	LC6#8 (FAFB:3134883)	neuron	female organism|adult brain	LC6#8, FBbt:00003876	catmaid_fafb:3134883	
3146029	LC6#9 (FAFB:3146029)	neuron	female organism|adult brain	LC6#9, FBbt:00003876	catmaid_fafb:3146029	
3146045	LC6#10 (FAFB:3146045)	neuron	female organism|adult brain	LC6#10, FBbt:00003876	catmaid_fafb:3146045	
3149978	LC6G1#1 (FAFB:3149978)	neuron	female organism|adult brain	LC6G1#1	catmaid_fafb:3149978	
3154013	LC6G1#3 (FAFB:3154013)	neuron	female organism|adult brain	LC6G1#3	catmaid_fafb:3154013	
3155729	LC6G1#4 (FAFB:3155729)	neuron	female organism|adult brain	LC6G1#4	catmaid_fafb:3155729	
3156632	LC6#11 (FAFB:3156632)	neuron	female organism|adult brain	LC6#11, FBbt:00003876	catmaid_fafb:3156632	
3158329	LC6G2#1 (FAFB:3158329)	neuron	female organism|adult brain	LC6G2#1	catmaid_fafb:3158329	
3158554	LC6G2#2 (FAFB:3158554)	neuron	female organism|adult brain	LC6G2#2	catmaid_fafb:3158554	
3162746	LC6#12 (FAFB:3162746)	neuron	female organism|adult brain	LC6#12, FBbt:00003876	catmaid_fafb:3162746	
3210953	LC6G2#3 (FAFB:3210953)	neuron	female organism|adult brain	LC6G2#3	catmaid_fafb:3210953	
3222735	LC6G2#4 (FAFB:3222735)	neuron	female organism|adult brain	LC6G2#4	catmaid_fafb:3222735	
3262993	LC6#13 (FAFB:3262993)	neuron	female organism|adult brain	LC6#13, FBbt:00003876	catmaid_fafb:3262993	
3262999	LC6G1#2 (FAFB:3262999)	neuron	female organism|adult brain	LC6G1#2	catmaid_fafb:3262999	
3263692	LC6#14 (FAFB:3263692)	neuron	female organism|adult brain	LC6#14, FBbt:00003876	catmaid_fafb:3263692	
3266730	LC6#15 (FAFB:3266730)	neuron	female organism|adult brain	LC6#15, FBbt:00003876	catmaid_fafb:3266730	
3267027	LC6#16 (FAFB:3267027)	neuron	female organism|adult brain	LC6#16, FBbt:00003876	catmaid_fafb:3267027	
3278824	LC6#17 (FAFB:3278824)	neuron	female organism|adult brain	LC6#17, FBbt:00003876	catmaid_fafb:3278824	
3278852	LC6#18 (FAFB:3278852)	neuron	female organism|adult brain	LC6#18, FBbt:00003876	catmaid_fafb:3278852	
3279578	LC6#19 (FAFB:3279578)	neuron	female organism|adult brain	LC6#19, FBbt:00003876	catmaid_fafb:3279578	
3281665	LC6#20 (FAFB:3281665)	neuron	female organism|adult brain	LC6#20, FBbt:00003876	catmaid_fafb:3281665	
3281672	LC6#21 (FAFB:3281672)	neuron	female organism|adult brain	LC6#21, FBbt:00003876	catmaid_fafb:3281672	
3281819	LC6#22 (FAFB:3281819)	neuron	female organism|adult brain	LC6#22, FBbt:00003876	catmaid_fafb:3281819	
3281836	LC6#23 (FAFB:3281836)	neuron	female organism|adult brain	LC6#23, FBbt:00003876	catmaid_fafb:3281836	
3281843	LC6#24 (FAFB:3281843)	neuron	female organism|adult brain	LC6#24, FBbt:00003876	catmaid_fafb:3281843	
3281862	LC6#25 (FAFB:3281862)	neuron	female organism|adult brain	LC6#25, FBbt:00003876	catmaid_fafb:3281862	
3286685	LC6#26 (FAFB:3286685)	neuron	female organism|adult brain	LC6#26, FBbt:00003876	catmaid_fafb:3286685	
3286884	LC6#27 (FAFB:3286884)	neuron	female organism|adult brain	LC6#27, FBbt:00003876	catmaid_fafb:3286884	
3286896	LC6#28 (FAFB:3286896)	neuron	female organism|adult brain	LC6#28, FBbt:00003876	catmaid_fafb:3286896	
3288702	LC6#29 (FAFB:3288702)	neuron	female organism|adult brain	LC6#29, FBbt:00003876	catmaid_fafb:3288702	
3288722	LC6#30 (FAFB:3288722)	neuron	female organism|adult brain	LC6#30, FBbt:00003876	catmaid_fafb:3288722	
