filename	label	is_a	part_of	comment	dbxrefs	synonyms
284703	LC4_R#1 (FAFB:284703)	neuron	female organism|adult brain	LC4_R#1, FBbt:00003874	catmaid_fafb:284703	
284788	LC4_R#2 (FAFB:284788)	neuron	female organism|adult brain	LC4_R#2, FBbt:00003874	catmaid_fafb:284788	
285581	LC4_R#3 (FAFB:285581)	neuron	female organism|adult brain	LC4_R#3, FBbt:00003874	catmaid_fafb:285581	
292337	LC4_R#4 (FAFB:292337)	neuron	female organism|adult brain	LC4_R#4, FBbt:00003874	catmaid_fafb:292337	
292771	LC4_R#5 (FAFB:292771)	neuron	female organism|adult brain	LC4_R#5, FBbt:00003874	catmaid_fafb:292771	
308338	LC4_R#6 (FAFB:308338)	neuron	female organism|adult brain	LC4_R#6, FBbt:00003874	catmaid_fafb:308338	
309385	LC4_R#7 (FAFB:309385)	neuron	female organism|adult brain	LC4_R#7, FBbt:00003874	catmaid_fafb:309385	
310806	LC4_R#8 (FAFB:310806)	neuron	female organism|adult brain	LC4_R#8, FBbt:00003874	catmaid_fafb:310806	
858357	LC4_R#9 (FAFB:858357)	neuron	female organism|adult brain	LC4_R#9, FBbt:00003874	catmaid_fafb:858357	
867281	LC4_R#10 (FAFB:867281)	neuron	female organism|adult brain	LC4_R#10, FBbt:00003874	catmaid_fafb:867281	
867557	LC4_R#11 (FAFB:867557)	neuron	female organism|adult brain	LC4_R#11, FBbt:00003874	catmaid_fafb:867557	
867786	LC4_R#12 (FAFB:867786)	neuron	female organism|adult brain	LC4_R#12, FBbt:00003874	catmaid_fafb:867786	
872672	LC4_R#13 (FAFB:872672)	neuron	female organism|adult brain	LC4_R#13, FBbt:00003874	catmaid_fafb:872672	
873664	LC4_R#14 (FAFB:873664)	neuron	female organism|adult brain	LC4_R#14, FBbt:00003874	catmaid_fafb:873664	
873699	LC4_R#15 (FAFB:873699)	neuron	female organism|adult brain	LC4_R#15, FBbt:00003874	catmaid_fafb:873699	
873720	LC4_R#16 (FAFB:873720)	neuron	female organism|adult brain	LC4_R#16, FBbt:00003874	catmaid_fafb:873720	
874312	LC4_R#17 (FAFB:874312)	neuron	female organism|adult brain	LC4_R#17, FBbt:00003874	catmaid_fafb:874312	
874359	LC4_R#18 (FAFB:874359)	neuron	female organism|adult brain	LC4_R#18, FBbt:00003874	catmaid_fafb:874359	
874394	LC4_R#19 (FAFB:874394)	neuron	female organism|adult brain	LC4_R#19, FBbt:00003874	catmaid_fafb:874394	
