filename	label	is_a	part_of	comment	dbxrefs	synonyms
1181773	JO-EVP#1 (FAFB:1181773)	neuron	female organism|adult brain	JO-EVP#1	catmaid_fafb:1181773	
1230854	JO-EVP#3 (FAFB:1230854)	neuron	female organism|adult brain	JO-EVP#3	catmaid_fafb:1230854	
1231085	JO-EVL#3 (FAFB:1231085)	neuron	female organism|adult brain	JO-EVL#3	catmaid_fafb:1231085	
1232414	JO-mz#7 (FAFB:1232414)	neuron	female organism|adult brain	JO-mz#7	catmaid_fafb:1232414	
1238934	JO-EVM#2 (FAFB:1238934)	neuron	female organism|adult brain	JO-EVM#2, FBbt:00047924	catmaid_fafb:1238934	
1238940	JO-EDM#7 (FAFB:1238940)	neuron	female organism|adult brain	JO-EDM#7	catmaid_fafb:1238940	
1238969	JO-EDC#1 (FAFB:1238969)	neuron	female organism|adult brain	JO-EDC#1	catmaid_fafb:1238969	
1238996	JO-CM#1 (FAFB:1238996)	neuron	female organism|adult brain	JO-CM#1, FBbt:00047919	catmaid_fafb:1238996	
1242705	JO-EDP#1 (FAFB:1242705)	neuron	female organism|adult brain	JO-EDP#1	catmaid_fafb:1242705	
1278355	JO-EDP#4 (FAFB:1278355)	neuron	female organism|adult brain	JO-EDP#4	catmaid_fafb:1278355	
1600551	JO-EV#2 (FAFB:1600551)	neuron	female organism|adult brain	JO-EV#2	catmaid_fafb:1600551	
1600563	JO-FVA#1 (FAFB:1600563)	neuron	female organism|adult brain	JO-FVA#1	catmaid_fafb:1600563	
1600573	JO-FVA#2 (FAFB:1600573)	neuron	female organism|adult brain	JO-FVA#2	catmaid_fafb:1600573	
1600578	JO-FVA#7 (FAFB:1600578)	neuron	female organism|adult brain	JO-FVA#7	catmaid_fafb:1600578	
1600583	JO-FVA#3 (FAFB:1600583)	neuron	female organism|adult brain	JO-FVA#3	catmaid_fafb:1600583	
1600589	JO-FVA#4 (FAFB:1600589)	neuron	female organism|adult brain	JO-FVA#4	catmaid_fafb:1600589	
1600614	JO-EVM#10 (FAFB:1600614)	neuron	female organism|adult brain	JO-EVM#10, FBbt:00047924	catmaid_fafb:1600614	
1600624	JO-mz#1 (FAFB:1600624)	neuron	female organism|adult brain	JO-mz#1	catmaid_fafb:1600624	
1600629	JO-EVM#1 (FAFB:1600629)	neuron	female organism|adult brain	JO-EVM#1, FBbt:00047924	catmaid_fafb:1600629	
1600634	JO-FDA#3 (FAFB:1600634)	neuron	female organism|adult brain	JO-FDA#3	catmaid_fafb:1600634	
1600644	JO-EVM#11 (FAFB:1600644)	neuron	female organism|adult brain	JO-EVM#11, FBbt:00047924	catmaid_fafb:1600644	
1600649	JO-FDA#1 (FAFB:1600649)	neuron	female organism|adult brain	JO-FDA#1	catmaid_fafb:1600649	
1600686	JO-EDM#1 (FAFB:1600686)	neuron	female organism|adult brain	JO-EDM#1	catmaid_fafb:1600686	
1600691	JO-EDM#4 (FAFB:1600691)	neuron	female organism|adult brain	JO-EDM#4	catmaid_fafb:1600691	
1600696	JO-EDM#5 (FAFB:1600696)	neuron	female organism|adult brain	JO-EDM#5	catmaid_fafb:1600696	
1600718	JO-EV#3 (FAFB:1600718)	neuron	female organism|adult brain	JO-EV#3	catmaid_fafb:1600718	
1600723	JO-EV#4 (FAFB:1600723)	neuron	female organism|adult brain	JO-EV#4	catmaid_fafb:1600723	
1600728	JO-FDA#4 (FAFB:1600728)	neuron	female organism|adult brain	JO-FDA#4	catmaid_fafb:1600728	
1600733	JO-EVM#3 (FAFB:1600733)	neuron	female organism|adult brain	JO-EVM#3, FBbt:00047924	catmaid_fafb:1600733	
1600743	JO-mz#5 (FAFB:1600743)	neuron	female organism|adult brain	JO-mz#5	catmaid_fafb:1600743	
1600748	JO-EDC#2 (FAFB:1600748)	neuron	female organism|adult brain	JO-EDC#2	catmaid_fafb:1600748	
1600753	JO-EVM#4 (FAFB:1600753)	neuron	female organism|adult brain	JO-EVM#4, FBbt:00047924	catmaid_fafb:1600753	
1600758	JO-EV#5 (FAFB:1600758)	neuron	female organism|adult brain	JO-EV#5	catmaid_fafb:1600758	
1600763	JO-EDP#3 (FAFB:1600763)	neuron	female organism|adult brain	JO-EDP#3	catmaid_fafb:1600763	
1669666	JO-FVA#6 (FAFB:1669666)	neuron	female organism|adult brain	JO-FVA#6	catmaid_fafb:1669666	
1669783	JO-FDA#6 (FAFB:1669783)	neuron	female organism|adult brain	JO-FDA#6	catmaid_fafb:1669783	
3115731	JO-DA#4 (FAFB:3115731)	neuron	female organism|adult brain	JO-DA#4	catmaid_fafb:3115731	
3129136	JO-EDM#6 (FAFB:3129136)	neuron	female organism|adult brain	JO-EDM#6	catmaid_fafb:3129136	
3186706	JO-EDM#14 (FAFB:3186706)	neuron	female organism|adult brain	JO-EDM#14	catmaid_fafb:3186706	
3187480	JO-EDM#2 (FAFB:3187480)	neuron	female organism|adult brain	JO-EDM#2	catmaid_fafb:3187480	
3505588	JO-FDA#10 (FAFB:3505588)	neuron	female organism|adult brain	JO-FDA#10	catmaid_fafb:3505588	
3692141	JO-FDA#9 (FAFB:3692141)	neuron	female organism|adult brain	JO-FDA#9	catmaid_fafb:3692141	
4211935	JO-DP#3 (FAFB:4211935)	neuron	female organism|adult brain	JO-DP#3	catmaid_fafb:4211935	
4524559	JO-CA#1 (FAFB:4524559)	neuron	female organism|adult brain	JO-CA#1	catmaid_fafb:4524559	
5612038	JO-FDA#2 (FAFB:5612038)	neuron	female organism|adult brain	JO-FDA#2	catmaid_fafb:5612038	
5619162	JO-FDA#5 (FAFB:5619162)	neuron	female organism|adult brain	JO-FDA#5	catmaid_fafb:5619162	
5619174	JO-FDA#15 (FAFB:5619174)	neuron	female organism|adult brain	JO-FDA#15	catmaid_fafb:5619174	
5619194	JO-FVA#5 (FAFB:5619194)	neuron	female organism|adult brain	JO-FVA#5	catmaid_fafb:5619194	
5619277	JO-FVA#30 (FAFB:5619277)	neuron	female organism|adult brain	JO-FVA#30	catmaid_fafb:5619277	
5936951	JO-DP#1 (FAFB:5936951)	neuron	female organism|adult brain	JO-DP#1	catmaid_fafb:5936951	
6331356	JO-DA#1 (FAFB:6331356)	neuron	female organism|adult brain	JO-DA#1	catmaid_fafb:6331356	
6578411	JO-FVA#8 (FAFB:6578411)	neuron	female organism|adult brain	JO-FVA#8	catmaid_fafb:6578411	
6578911	JO-FVA#9 (FAFB:6578911)	neuron	female organism|adult brain	JO-FVA#9	catmaid_fafb:6578911	
6785923	JO-EVP#6 (FAFB:6785923)	neuron	female organism|adult brain	JO-EVP#6	catmaid_fafb:6785923	
7083677	JO-DA#2 (FAFB:7083677)	neuron	female organism|adult brain	JO-DA#2	catmaid_fafb:7083677	
7095411	JO-DA#3 (FAFB:7095411)	neuron	female organism|adult brain	JO-DA#3	catmaid_fafb:7095411	
7113888	JO-EDP#5 (FAFB:7113888)	neuron	female organism|adult brain	JO-EDP#5	catmaid_fafb:7113888	
7625026	JO-DP#2 (FAFB:7625026)	neuron	female organism|adult brain	JO-DP#2	catmaid_fafb:7625026	
7695372	JO-EVL#2 (FAFB:7695372)	neuron	female organism|adult brain	JO-EVL#2	catmaid_fafb:7695372	
