filename	label	is_a	part_of	comment	dbxrefs	synonyms
3021394	DPMl12 ant s 7 Right (L1EM:3021394)	neuron	embryonic/larval nervous system	DPLc4 r, WB_DPLc4 R, *DPMm2_r akira, DPMl12 ant s, *SU Neuron - Ingrid*, SU RIGHT, DPMl s, DPMl1/2 s, DPM s, mw brain neurons + SU, mw brain inventory, su, DPMl1/2 a, mw brain SU neurons, mw potential SU, DPMl2 R, AM_published, ND_all published et al	catmaid_l1em:3021394	
3054794	DPLal1-3 s 1 Left (L1EM:3054794)	neuron	embryonic/larval nervous system	SU LEFT, *SU Neuron - Ingrid*, mw brain neurons + SU, mw brain inventory, su, DPLal1-3 m L, DPLal1-3 L, AUTO ascending neurons, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:3054794	
3384681	BLP34 a s 1 Right (L1EM:3384681)	neuron	embryonic/larval nervous system	BLP34 a, BLP34 a s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP s, mw brain neurons + SU, BLP3/4 a R, mw brain inventory, su, AUTO ascending neurons at 1112 gap, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:3384681	
3755622	DPMpm1 s left (L1EM:3755622)	neuron	embryonic/larval nervous system	nadia, young cells, DPMpm1 r young cells, young cells right hemisphere, csm_figure5_neurons, resolvable gap fragment, *DPMpm1_l akira, DPMpm1 s Left 4, *Type II SU Neuron*, SU LEFT, DPMpm1 s large nucleus, DPM s, DPMpm s, DPMp s, DPMpm1 s 5 Left, SH_T1down, mw brain neurons + SU, mw brain inventory, mw left, AUTO descending neurons to VNC, Avi 122, Avi 122 unpaired, su, Ingrid review, DPMpm1 L, mw unpaired 2019-10-09, mw unpaired 2019-10-10, mw unpaired 2019-10-10b, mw unpaired 2019-10-14, mw unpaired 2019-10-15, mw unpaired 2019-10-15b, mw unpaired 2019-10-16, mw unpaired 2019-10-17, mw issues, ac brain young, mw brain SU neurons, *SU Neuron - Ingrid*, mw potential SU, mALT*, AM_published, ND_all published et al	catmaid_l1em:3755622	
4126720	BLP34 a s 4 Right (L1EM:4126720)	neuron	embryonic/larval nervous system	WB_DPN R, BLP34 a, BLP34 a s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP s, mw brain neurons + SU, BLP3/4 a R, mw brain inventory, su, AUTO ascending neurons at 1112 gap, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4126720	
4126726	BLP34 a s 7 Right (L1EM:4126726)	neuron	embryonic/larval nervous system	WB_DPN R, BLP34 a, BLP34 a s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP s, mw brain neurons + SU, BLP3/4 a R, mw brain inventory, su, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4126726	
4127963	BLP34 b s 5 Right (L1EM:4127963)	neuron	embryonic/larval nervous system	WB_BLVa R, BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, AUTO ascending neurons at 1112 gap, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127963	
4127975	BLP34 b s 6 Right (L1EM:4127975)	neuron	embryonic/larval nervous system	WB_BLVa R, BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127975	
4127978	BLP34 b s 4 Right (L1EM:4127978)	neuron	embryonic/larval nervous system	WB_BLVa R, BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, AUTO ascending neurons at 1112 gap, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127978	
4127984	BLP34 b s 3 Right (L1EM:4127984)	neuron	embryonic/larval nervous system	BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, AUTO ascending neurons at 1112 gap, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127984	
4127987	BLP34 b s 2 Right (L1EM:4127987)	neuron	embryonic/larval nervous system	BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127987	
4127993	BLP34 b s 1 Right (L1EM:4127993)	neuron	embryonic/larval nervous system	BLP34 b, BLP34 b s, *BLP34_r akira, *SU Neuron - Ingrid*, SU RIGHT, BLP34 s, BLP s, mw brain neurons + SU, BLP3/4 b R, mw brain inventory, su, mw brain SU neurons, mw potential SU, AM_published, ND_all published et al	catmaid_l1em:4127993	
