filename	label	is_a	part_of	comment	dbxrefs	synonyms
969248	right cLPTCrn#9 (FAFB:969248)	neuron	female organism|adult brain	right cLPTCrn#9, FBbt:20001834	catmaid_fafb:969248	
982897	right VS1 (FAFB:982897)	neuron	female organism|adult brain	right VS1, FBbt:00007517	catmaid_fafb:982897	
986686	right bLPTCrn#2 (FAFB:986686)	neuron	female organism|adult brain	right bLPTCrn#2, FBbt:20001833	catmaid_fafb:986686	
986812	right uLPTCrn#8 (FAFB:986812)	neuron	female organism|adult brain	right uLPTCrn#8	catmaid_fafb:986812	
999558	right DNg75 (FAFB:999558)	neuron	female organism|adult brain	right DNg75, FBbt:20007514	catmaid_fafb:999558	
1002425	right uLPTCrn#2 (FAFB:1002425)	neuron	female organism|adult brain	right uLPTCrn#2	catmaid_fafb:1002425	
1006243	left cLPTCrn#1 (FAFB:1006243)	neuron	female organism|adult brain	left cLPTCrn#1, FBbt:20001834	catmaid_fafb:1006243	
1027140	left cLPTCrn#2 (FAFB:1027140)	neuron	female organism|adult brain	left cLPTCrn#2, FBbt:20001834	catmaid_fafb:1027140	
1051519	right cLPTCrn#1 (FAFB:1051519)	neuron	female organism|adult brain	right cLPTCrn#1, FBbt:20001834	catmaid_fafb:1051519	
1077174	right dCH (FAFB:1077174)	neuron	female organism|adult brain	right dCH	catmaid_fafb:1077174	
1078535	right vCH (FAFB:1078535)	neuron	female organism|adult brain	right vCH	catmaid_fafb:1078535	
1934540	right bLPTCrn#5 (FAFB:1934540)	neuron	female organism|adult brain	right bLPTCrn#5, FBbt:20001833	catmaid_fafb:1934540	
2500745	right uLPTCrn#4 (FAFB:2500745)	neuron	female organism|adult brain	right uLPTCrn#4	catmaid_fafb:2500745	
2544667	right uLPTCrn#5 (FAFB:2544667)	neuron	female organism|adult brain	right uLPTCrn#5	catmaid_fafb:2544667	
2549437	right uLPTCrn#6 (FAFB:2549437)	neuron	female organism|adult brain	right uLPTCrn#6	catmaid_fafb:2549437	
2560371	right cLPTCrn#2 (FAFB:2560371)	neuron	female organism|adult brain	right cLPTCrn#2, FBbt:20001834	catmaid_fafb:2560371	
2725484	left cLPTCrn#3 (FAFB:2725484)	neuron	female organism|adult brain	left cLPTCrn#3, FBbt:20001834	catmaid_fafb:2725484	
2918804	right uLPTCrn#1 (FAFB:2918804)	neuron	female organism|adult brain	right uLPTCrn#1	catmaid_fafb:2918804	
2919033	left bLPTCrn#1 (FAFB:2919033)	neuron	female organism|adult brain	left bLPTCrn#1, FBbt:20001833	catmaid_fafb:2919033	
2948698	right GNG neuron#1 (FAFB:2948698)	neuron	female organism|adult brain	right GNG neuron#1	catmaid_fafb:2948698	
3029743	right bIPS (FAFB:3029743)	neuron	female organism|adult brain	right bIPS	catmaid_fafb:3029743	
3768170	left H2rn#1 (FAFB:3768170)	neuron	female organism|adult brain	left H2rn#1	catmaid_fafb:3768170	
3768475	left uLPTCrn#1 (FAFB:3768475)	neuron	female organism|adult brain	left uLPTCrn#1	catmaid_fafb:3768475	
3806558	left bLPTCrn#2 (FAFB:3806558)	neuron	female organism|adult brain	left bLPTCrn#2, FBbt:20001833	catmaid_fafb:3806558	
4058824	right HSS (FAFB:4058824)	neuron	female organism|adult brain	right HSS, FBbt:00003920	catmaid_fafb:4058824	
4475069	left uLPTCrn#2 (FAFB:4475069)	neuron	female organism|adult brain	left uLPTCrn#2	catmaid_fafb:4475069	
4577828	left uLPTCrn#3 (FAFB:4577828)	neuron	female organism|adult brain	left uLPTCrn#3	catmaid_fafb:4577828	
4592459	left uLPTCrn#4 (FAFB:4592459)	neuron	female organism|adult brain	left uLPTCrn#4	catmaid_fafb:4592459	
4797211	left uLPTCrn#5 (FAFB:4797211)	neuron	female organism|adult brain	left uLPTCrn#5	catmaid_fafb:4797211	
4880580	Right S-Neuron#1 (FAFB:4880580)	neuron	female organism|adult brain	Right S-Neuron#1, FBbt:00049818	catmaid_fafb:4880580	
4881421	left cLPTCrn#6 (FAFB:4881421)	neuron	female organism|adult brain	left cLPTCrn#6, FBbt:20001834	catmaid_fafb:4881421	
4905393	right PS126 (FAFB:4905393)	neuron	female organism|adult brain	right PS126, FBbt:20001881	catmaid_fafb:4905393	
4905399	Right S-Neuron#2 (FAFB:4905399)	neuron	female organism|adult brain	Right S-Neuron#2, FBbt:00049818	catmaid_fafb:4905399	
4906098	Right S-Neuron#3 (FAFB:4906098)	neuron	female organism|adult brain	Right S-Neuron#3, FBbt:00049818	catmaid_fafb:4906098	
5207414	right lVLPT8#1 (FAFB:5207414)	neuron	female organism|adult brain	right lVLPT8#1	catmaid_fafb:5207414	
5218080	putative right CNMNx (FAFB:5218080)	neuron	female organism|adult brain	putative right CNMNx	catmaid_fafb:5218080	
5224929	right DNp15 (FAFB:5224929)	neuron	female organism|adult brain	right DNp15, FBbt:00047648	catmaid_fafb:5224929	
5232902	left H2 (FAFB:5232902)	neuron	female organism|adult brain	left H2, FBbt:00052267	catmaid_fafb:5232902	
6395462	right PS234 (FAFB:6395462)	neuron	female organism|adult brain	right PS234, FBbt:20001989	catmaid_fafb:6395462	
7828866	right PLP195#1 (FAFB:7828866)	neuron	female organism|adult brain	right PLP195#1, FBbt:20001695	catmaid_fafb:7828866	
8178073	right H2rn#1 (FAFB:8178073)	neuron	female organism|adult brain	right H2rn#1	catmaid_fafb:8178073	
8438889	right H2rn#2 (FAFB:8438889)	neuron	female organism|adult brain	right H2rn#2	catmaid_fafb:8438889	
9150745	left H2rn#2 (FAFB:9150745)	neuron	female organism|adult brain	left H2rn#2	catmaid_fafb:9150745	
9152886	left H2rn#3 (FAFB:9152886)	neuron	female organism|adult brain	left H2rn#3	catmaid_fafb:9152886	
9157627	left bLPTCrn#3 (FAFB:9157627)	neuron	female organism|adult brain	left bLPTCrn#3, FBbt:20001833	catmaid_fafb:9157627	
9157788	left uLPTCrn#6 (FAFB:9157788)	neuron	female organism|adult brain	left uLPTCrn#6	catmaid_fafb:9157788	
9305966	left bLPTCrn#4 (FAFB:9305966)	neuron	female organism|adult brain	left bLPTCrn#4, FBbt:20001833	catmaid_fafb:9305966	
9323967	left uLPTCrn#7 (FAFB:9323967)	neuron	female organism|adult brain	left uLPTCrn#7	catmaid_fafb:9323967	
9336218	right cLPTCrn#10 (FAFB:9336218)	neuron	female organism|adult brain	right cLPTCrn#10, FBbt:20001834	catmaid_fafb:9336218	
9342548	right uLPTCrn#7 (FAFB:9342548)	neuron	female organism|adult brain	right uLPTCrn#7	catmaid_fafb:9342548	
9369684	left bLPTCrn#5 (FAFB:9369684)	neuron	female organism|adult brain	left bLPTCrn#5, FBbt:20001833	catmaid_fafb:9369684	
9730353	right H2rn#3 (FAFB:9730353)	neuron	female organism|adult brain	right H2rn#3	catmaid_fafb:9730353	
9857696	right DNb06 (FAFB:9857696)	neuron	female organism|adult brain	right DNb06, FBbt:00047587	catmaid_fafb:9857696	
9937341	right DNp20 (FAFB:9937341)	neuron	female organism|adult brain	right DNp20, FBbt:00047653	catmaid_fafb:9937341	
10279706	left bLPTCrn#6 (FAFB:10279706)	neuron	female organism|adult brain	left bLPTCrn#6, FBbt:20001833	catmaid_fafb:10279706	
10388680	left H2rn#4 (FAFB:10388680)	neuron	female organism|adult brain	left H2rn#4	catmaid_fafb:10388680	
11930921	right H2rn#4 (FAFB:11930921)	neuron	female organism|adult brain	right H2rn#4	catmaid_fafb:11930921	
11956980	right H2rn#5 (FAFB:11956980)	neuron	female organism|adult brain	right H2rn#5	catmaid_fafb:11956980	
11965239	right uLPTCrn#3 (FAFB:11965239)	neuron	female organism|adult brain	right uLPTCrn#3	catmaid_fafb:11965239	
12036568	right H2rn#6 (FAFB:12036568)	neuron	female organism|adult brain	right H2rn#6	catmaid_fafb:12036568	
12526673	right DNa02 (FAFB:12526673)	neuron	female organism|adult brain	right DNa02, FBbt:00047573	catmaid_fafb:12526673	
15463854	right DNg41 (FAFB:15463854)	neuron	female organism|adult brain	right DNg41, FBbt:00047633	catmaid_fafb:15463854	
16476436	right DNb03#2 (FAFB:16476436)	neuron	female organism|adult brain	right DNb03#2, FBbt:00047584	catmaid_fafb:16476436	
16769497	right PS047b (FAFB:16769497)	neuron	female organism|adult brain	right PS047b, FBbt:20001802	catmaid_fafb:16769497	
17646149	right bLPTCrn#3 (FAFB:17646149)	neuron	female organism|adult brain	right bLPTCrn#3, FBbt:20001833	catmaid_fafb:17646149	
17686499	right VS4 (FAFB:17686499)	neuron	female organism|adult brain	right VS4, FBbt:00007520	catmaid_fafb:17686499	
