filename	label	is_a	part_of	dbxrefs
2842610	LHAD1b2#11 2842610	neuron	female organism|adult brain	catmaid_fafb:2842610
2851242	LHAV4g1#1 2851242	neuron	female organism|adult brain	catmaid_fafb:2851242
2969221	LHAD1c1#2 2969221	neuron	female organism|adult brain	catmaid_fafb:2969221
3075158	LHAD1b2#10 3075158	neuron	female organism|adult brain	catmaid_fafb:3075158
3078257	LHAD1b2#9 3078257	neuron	female organism|adult brain	catmaid_fafb:3078257
3080086	LHAD1b2#8 3080086	neuron	female organism|adult brain	catmaid_fafb:3080086
3080183	LHAD1c1#1 3080183	neuron	female organism|adult brain	catmaid_fafb:3080183
3080225	LHAD1b2#7 3080225	neuron	female organism|adult brain	catmaid_fafb:3080225
3136251	LHPD3a4#1 3136251	neuron	female organism|adult brain	catmaid_fafb:3136251
3136591	LHPV2c1#3 3136591	neuron	female organism|adult brain	catmaid_fafb:3136591
3367291	LHPV4a7#1 3367291	neuron	female organism|adult brain	catmaid_fafb:3367291
3376158	LHPV6o1#1 3376158	neuron	female organism|adult brain	catmaid_fafb:3376158
3393889	LHAV4e4#1 3393889	neuron	female organism|adult brain	catmaid_fafb:3393889
3421839	LHPV4a2#3 3421839	neuron	female organism|adult brain	catmaid_fafb:3421839
3481901	LHPD3a5#1 3481901	neuron	female organism|adult brain	catmaid_fafb:3481901
3587600	LHAV5a1#1 3587600	neuron	female organism|adult brain	catmaid_fafb:3587600
3877150	LHAD1b2#6 3877150	neuron	female organism|adult brain	catmaid_fafb:3877150
3897655	LHPV4a1#2 3897655	neuron	female organism|adult brain	catmaid_fafb:3897655
3931736	LHPV3b1#1 3931736	neuron	female organism|adult brain	catmaid_fafb:3931736
3931886	LHPV2a1#4 3931886	neuron	female organism|adult brain	catmaid_fafb:3931886
3932461	LHPV2a1#5 3932461	neuron	female organism|adult brain	catmaid_fafb:3932461
4017748	VES002#1 4017748	neuron	female organism|adult brain	catmaid_fafb:4017748
4044614	LHPV4a2#2 4044614	neuron	female organism|adult brain	catmaid_fafb:4044614
4100701	LHPV4k1#1 4100701	neuron	female organism|adult brain	catmaid_fafb:4100701
4176088	LHAV7a1#1 4176088	neuron	female organism|adult brain	catmaid_fafb:4176088
4176285	LHPV4a7#2 4176285	neuron	female organism|adult brain	catmaid_fafb:4176285
4182038	LHPD3a2#1 4182038	neuron	female organism|adult brain	catmaid_fafb:4182038
4191753	LC43#1 4191753	neuron	female organism|adult brain	catmaid_fafb:4191753
4215506	LHPV4a5#1 4215506	neuron	female organism|adult brain	catmaid_fafb:4215506
4274682	LHPV4a4#3 4274682	neuron	female organism|adult brain	catmaid_fafb:4274682
4292232	LHPV4g1#1 4292232	neuron	female organism|adult brain	catmaid_fafb:4292232
4355299	LHPV4a9#1 4355299	neuron	female organism|adult brain	catmaid_fafb:4355299
4513533	LHAD1b2#5 4513533	neuron	female organism|adult brain	catmaid_fafb:4513533
4672476	WEDPN5#1 4672476	neuron	female organism|adult brain	catmaid_fafb:4672476
4744251	LHAD1b2#1 4744251	neuron	female organism|adult brain	catmaid_fafb:4744251
4902612	LHAV6b1#1 4902612	neuron	female organism|adult brain	catmaid_fafb:4902612
4945705	LHPV5b3#1 4945705	neuron	female organism|adult brain	catmaid_fafb:4945705
4946872	WEDPN6A#1 4946872	neuron	female organism|adult brain	catmaid_fafb:4946872
4974403	PLP156#1 4974403	neuron	female organism|adult brain	catmaid_fafb:4974403
5292219	LHPV5b2#1 5292219	neuron	female organism|adult brain	catmaid_fafb:5292219
5341336	LHAV3a1#1 5341336	neuron	female organism|adult brain	catmaid_fafb:5341336
5670783	LHPV4a4#2 5670783	neuron	female organism|adult brain	catmaid_fafb:5670783
5676478	LHPV5c2#1 5676478	neuron	female organism|adult brain	catmaid_fafb:5676478
5807217	LHPV5g2#1 5807217	neuron	female organism|adult brain	catmaid_fafb:5807217
5918547	LHPV4a4#5 5918547	neuron	female organism|adult brain	catmaid_fafb:5918547
5990596	LHAV4e7#2 5990596	neuron	female organism|adult brain	catmaid_fafb:5990596
6185360	AVLP026#1 6185360	neuron	female organism|adult brain	catmaid_fafb:6185360
6197374	LHPV5c3#1 6197374	neuron	female organism|adult brain	catmaid_fafb:6197374
6203604	LHPV4b1#1 6203604	neuron	female organism|adult brain	catmaid_fafb:6203604
6536624	LHAD1b1#1 6536624	neuron	female organism|adult brain	catmaid_fafb:6536624
6772893	LHAV6c1#1 6772893	neuron	female organism|adult brain	catmaid_fafb:6772893
6825565	LHPV4a4#4 6825565	neuron	female organism|adult brain	catmaid_fafb:6825565
6900869	LHPV4a4#1 6900869	neuron	female organism|adult brain	catmaid_fafb:6900869
7483643	LHPV4a2#1 7483643	neuron	female organism|adult brain	catmaid_fafb:7483643
7739922	GNG-PN1#1 7739922	neuron	female organism|adult brain	catmaid_fafb:7739922
8521115	LC40b#1 8521115	neuron	female organism|adult brain	catmaid_fafb:8521115
8739442	LHPV6a1#1 8739442	neuron	female organism|adult brain	catmaid_fafb:8739442
8927505	AVLP560#1 8927505	neuron	female organism|adult brain	catmaid_fafb:8927505
9249174	WEDPN2B#2 9249174	neuron	female organism|adult brain	catmaid_fafb:9249174
11519370	LHAD1a1#1 11519370	neuron	female organism|adult brain	catmaid_fafb:11519370
11519536	PV4b2#1 11519536	neuron	female organism|adult brain	catmaid_fafb:11519536
11520049	LHPV5a3#1 11520049	neuron	female organism|adult brain	catmaid_fafb:11520049
11522508	LHAV4b1#1 11522508	neuron	female organism|adult brain	catmaid_fafb:11522508
11522927	LHPV4a1#1 11522927	neuron	female organism|adult brain	catmaid_fafb:11522927
11524190	LHAV4a1#1 11524190	neuron	female organism|adult brain	catmaid_fafb:11524190
11524200	LHPV5d1#2 11524200	neuron	female organism|adult brain	catmaid_fafb:11524200
11524299	LHPV6l1#1 11524299	neuron	female organism|adult brain	catmaid_fafb:11524299
11524386	LHPV4a3#1 11524386	neuron	female organism|adult brain	catmaid_fafb:11524386
11524475	LHPV4d3#1 11524475	neuron	female organism|adult brain	catmaid_fafb:11524475
11544024	LHPV4a8#1 11544024	neuron	female organism|adult brain	catmaid_fafb:11544024
11545702	LHPV12a1#1 11545702	neuron	female organism|adult brain	catmaid_fafb:11545702
14809659	PV4c2#1 14809659	neuron	female organism|adult brain	catmaid_fafb:14809659
15738796	LHAV4c2#1 15738796	neuron	female organism|adult brain	catmaid_fafb:15738796
15738886	LHAV4a1#2 15738886	neuron	female organism|adult brain	catmaid_fafb:15738886
15738898	LHAV4a3#1 15738898	neuron	female organism|adult brain	catmaid_fafb:15738898
