filename	label	is_a	part_of	dbxrefs	synonyms
1727913	Multiglomerular lALT l2PN#R1 (skeleton_id:1727913)	neuron	female organism|adult brain	catmaid_fafb:1727913	Multiglomerular lALT l2PN DP1l+DP1m+DL2v+23 LTS 0.66 1727914 RJVR ZM
1759551	Multiglomerular mlALT vPN#R37 (skeleton_id:1759551)	neuron	female organism|adult brain	catmaid_fafb:1759551	Multiglomerular mlALT vPN DM3+DC4+VM7v+6 LTS 0.89 1759552 LHN RJVR
1803633	LHAD3a10#1 (skeleton_id:1803633)	neuron	female organism|adult brain	catmaid_fafb:1803633	LHAD3a10#1 1803634 Shaky AJES
1811442	Uniglomerular mlALT DA1 vPN#R1 (skeleton_id:1811442)	neuron	female organism|adult brain	catmaid_fafb:1811442	Uniglomerular mlALT DA1 vPN mlALTed Milk 1811443 RJVR
1812558	LHAD3a8#1 (skeleton_id:1812558)	neuron	female organism|adult brain	catmaid_fafb:1812558	LHAD3a8#1 1812559 KM
1853423	LHAV4a4#2 (skeleton_id:1853423)	neuron	female organism|adult brain	catmaid_fafb:1853423	LHAV4a4#2 1853424 Accursed RJVR - check FML
1866895	LHCENT7#1 (skeleton_id:1866895)	neuron	female organism|adult brain	catmaid_fafb:1866895	LHCENT7#1 1866896 Morpholino ASB
1870230	LHAV2a3#1 (skeleton_id:1870230)	neuron	female organism|adult brain	catmaid_fafb:1870230	LHAV2a3#1 1870231 RJVR AJES PS
1879479	LHAD1f4#1 (skeleton_id:1879479)	neuron	female organism|adult brain	catmaid_fafb:1879479	LHAD1f4#1 1879480 Aspis-like
1903280	Uniglomerular mlALT VL2a vPN#R2 (skeleton_id:1903280)	neuron	female organism|adult brain	catmaid_fafb:1903280	Uniglomerular mlALT VL2a vPN 1903281 GSXEJ
1909670	Multiglomerular mlALT vPN#R66 (skeleton_id:1909670)	neuron	female organism|adult brain	catmaid_fafb:1909670	Multiglomerular mlALT vPN VA1d+DC3+VA6+6 LTS 0.93 Laphroaig like 1909671 RJVR
1911124	LHAV4a4#1 (skeleton_id:1911124)	neuron	female organism|adult brain	catmaid_fafb:1911124	LHAV4a4#1 1911125 FML PS RJVR
1967862	LHAV1a2#1 (skeleton_id:1967862)	neuron	female organism|adult brain	catmaid_fafb:1967862	LHAV1a2#1 1967863 Pheasant AJES
2042935	LHPV5d1#1 (skeleton_id:2042935)	neuron	female organism|adult brain	catmaid_fafb:2042935	LHPV5d1#1 2042936 A Spoon in Many Liquids PS
2050178	Multiglomerular mlALT vPN#R19 (skeleton_id:2050178)	neuron	female organism|adult brain	catmaid_fafb:2050178	Multiglomerular mlALT vPN VM7d+VC3l+DM6+5 LTS 0.9 2050179 ASB
2051048	LHPV12a1#2 (skeleton_id:2051048)	neuron	female organism|adult brain	catmaid_fafb:2051048	LHPV12a1#2 2051049 Beauty Left ASB
2070199	Multiglomerular t2-mALT ilPN bilateral#L1 (skeleton_id:2070199)	neuron	female organism|adult brain	catmaid_fafb:2070199	Multiglomerular t2-mALT ilPN DL4+DA2+DA4l+22 LTS 0.62 bilateral 2070200 PMJ
2096700	LHPV4b3#2 (skeleton_id:2096700)	neuron	female organism|adult brain	catmaid_fafb:2096700	LHPV4b3#2 2096701 Phil Harris RJVR
2122447	WEDPN1A#1 (skeleton_id:2122447)	neuron	female organism|adult brain	catmaid_fafb:2122447	WEDPN1A#1 2122448 RJVR
2153398	WEDPN4#1 (skeleton_id:2153398)	neuron	female organism|adult brain	catmaid_fafb:2153398	WEDPN4#1 2153399 Double Trouble RJVR ASB
2182498	Multiglomerular mlALT vPN#R62 (skeleton_id:2182498)	neuron	female organism|adult brain	catmaid_fafb:2182498	Multiglomerular mlALT vPN DC3+VA5+VA1d+3 LTS 0.94 2182497 RJVR
2204528	LHPV5a1#4 (skeleton_id:2204528)	neuron	female organism|adult brain	catmaid_fafb:2204528	LHPV5a1#4 2204529 Mr Hooly Hooly ASB
2227866	Uniglomerular mlALT VA1v vPN#R1 (skeleton_id:2227866)	neuron	female organism|adult brain	catmaid_fafb:2227866	Uniglomerular mlALT VA1v vPN Dewar's 2227867 RJVR
2227995	WEDPN1A#2 (skeleton_id:2227995)	neuron	female organism|adult brain	catmaid_fafb:2227995	WEDPN1A#2 2227996 Grey Herron SD
2319457	Uniglomerular mALT DA1 lPN#L2 (skeleton_id:2319457)	neuron	female organism|adult brain	catmaid_fafb:2319457	Uniglomerular mALT DA1 lPN PN036 2319458 DB RJVR
2321681	Uniglomerular mALT VL2a adPN#L1 (skeleton_id:2321681)	neuron	female organism|adult brain	catmaid_fafb:2321681	Uniglomerular mALT VL2a adPN 2321682 XZ
2334841	Uniglomerular mlALT DA1 vPN#L1 (skeleton_id:2334841)	neuron	female organism|adult brain	catmaid_fafb:2334841	Uniglomerular mlALT DA1 vPN mlALTed Milk 2334842 RJVR
2335985	Uniglomerular mALT DL3 lPN#L4 (skeleton_id:2335985)	neuron	female organism|adult brain	catmaid_fafb:2335985	Uniglomerular mALT DL3 lPN 2335986 RJVR
2340896	Uniglomerular mALT DL3 lPN#L5 (skeleton_id:2340896)	neuron	female organism|adult brain	catmaid_fafb:2340896	Uniglomerular mALT DL3 lPN 2340897 GSXEJ RJVR
2345089	Uniglomerular mALT DA1 lPN#L3 (skeleton_id:2345089)	neuron	female organism|adult brain	catmaid_fafb:2345089	Uniglomerular mALT DA1 lPN PN021 2345090 DB RJVR
2348022	Uniglomerular mALT VA7m lPN#L3 (skeleton_id:2348022)	neuron	female organism|adult brain	catmaid_fafb:2348022	Uniglomerular mALT VA7m lPN 2348023 XZ
2349018	Uniglomerular mALT DL3 lPN#L2 (skeleton_id:2349018)	neuron	female organism|adult brain	catmaid_fafb:2349018	Uniglomerular mALT DL3 lPN 2349019 RJVR
2349022	Uniglomerular mALT DL3 lPN#L1 (skeleton_id:2349022)	neuron	female organism|adult brain	catmaid_fafb:2349022	Uniglomerular mALT DL3 lPN 2349023 RJVR
2349030	Uniglomerular mALT DL3 lPN#L3 (skeleton_id:2349030)	neuron	female organism|adult brain	catmaid_fafb:2349030	Uniglomerular mALT DL3 lPN (outlier) 2349031 RJVR
2350853	Uniglomerular mALT DA3 adPN#L2 (skeleton_id:2350853)	neuron	female organism|adult brain	catmaid_fafb:2350853	Uniglomerular mALT DA3 adPN 2350854 XZ
2352723	Uniglomerular mALT VA7m lPN#L2 (skeleton_id:2352723)	neuron	female organism|adult brain	catmaid_fafb:2352723	Uniglomerular mALT VA7m lPN 2352724 RJVR ARJ XZ
2353601	Uniglomerular mALT VA5 lPN#L1 (skeleton_id:2353601)	neuron	female organism|adult brain	catmaid_fafb:2353601	Uniglomerular mALT VA5 lPN 2353602 RJVR
2374382	Uniglomerular mALT DA4m adPN#L1 (skeleton_id:2374382)	neuron	female organism|adult brain	catmaid_fafb:2374382	Uniglomerular mALT DA4m adPN 4185936 RGT
2379517	Uniglomerular mALT DA1 lPN#L4 (skeleton_id:2379517)	neuron	female organism|adult brain	catmaid_fafb:2379517	Uniglomerular mALT DA1 lPN PN022 2379518 DB RJVR
2380564	Uniglomerular mALT DA1 lPN#L5 (skeleton_id:2380564)	neuron	female organism|adult brain	catmaid_fafb:2380564	Uniglomerular mALT DA1 lPN 2380565 RJVR
2381432	Uniglomerular mlALT VA1v vPN#L1 (skeleton_id:2381432)	neuron	female organism|adult brain	catmaid_fafb:2381432	Uniglomerular mlALT VA1v vPN (outlier) 2381433 RJVR
2381753	Uniglomerular mALT DA1 lPN#L6 (skeleton_id:2381753)	neuron	female organism|adult brain	catmaid_fafb:2381753	Uniglomerular mALT DA1 lPN 2381754 RJVR
2405329	Uniglomerular mALT DA2 lPN#L1 (skeleton_id:2405329)	neuron	female organism|adult brain	catmaid_fafb:2405329	Uniglomerular mALT DA2 lPN 2405330 RJVR
2405823	Uniglomerular mALT DA2 lPN#L2 (skeleton_id:2405823)	neuron	female organism|adult brain	catmaid_fafb:2405823	Uniglomerular mALT DA2 lPN 2405824 RJVR
2405959	Uniglomerular mALT DA2 lPN#L4 (skeleton_id:2405959)	neuron	female organism|adult brain	catmaid_fafb:2405959	Uniglomerular mALT DA2 lPN 2405960 RJVR
2425247	LHPV5a2#1 (skeleton_id:2425247)	neuron	female organism|adult brain	catmaid_fafb:2425247	LHPV5a2#1 2425248 Falcon ASB
2444645	Uniglomerular mALT DA4l adPN#L1 (skeleton_id:2444645)	neuron	female organism|adult brain	catmaid_fafb:2444645	Uniglomerular mALT DA4l adPN 2444646 RJVR
2449653	Uniglomerular mALT DL2d adPN#L3 (skeleton_id:2449653)	neuron	female organism|adult brain	catmaid_fafb:2449653	Uniglomerular mALT DL2d adPN 2449654 XZ
2449792	Uniglomerular mALT DA3 adPN#L1 (skeleton_id:2449792)	neuron	female organism|adult brain	catmaid_fafb:2449792	Uniglomerular mALT DA3 adPN 2449793 RJVR XZ
2467659	Uniglomerular mALT DA2 lPN#L5 (skeleton_id:2467659)	neuron	female organism|adult brain	catmaid_fafb:2467659	Uniglomerular mALT DA2 lPN 2467660 RJVR
2468193	Uniglomerular mALT DM5 lPN#L2 (skeleton_id:2468193)	neuron	female organism|adult brain	catmaid_fafb:2468193	Uniglomerular mALT DM5 lPN  2468194 RJVR
2468708	Uniglomerular mALT DA2 lPN#L6 (skeleton_id:2468708)	neuron	female organism|adult brain	catmaid_fafb:2468708	Uniglomerular mALT DA2 lPN 2468709 RJVR
2470860	Uniglomerular mALT DP1l adPN#L1 (skeleton_id:2470860)	neuron	female organism|adult brain	catmaid_fafb:2470860	Uniglomerular mALT DP1l adPN 2470861 RJVR ECM
2474754	Uniglomerular mALT DC3 adPN#L1 (skeleton_id:2474754)	neuron	female organism|adult brain	catmaid_fafb:2474754	Uniglomerular mALT DC3 adPN PN020 2474755 DB RJVR
2477473	aSP-g1b#1 (skeleton_id:2477473)	neuron	female organism|adult brain	catmaid_fafb:2477473	aSP-g1b#1 2477474 GSXEJ
2484510	Uniglomerular mlALT VP4 vPN bilateral#R1 (skeleton_id:2484510)	neuron	female organism|adult brain	catmaid_fafb:2484510	Uniglomerular mlALT VP4 vPN bilateral 2484511 ECM JH
2548003	LHPV4a10#1 (skeleton_id:2548003)	neuron	female organism|adult brain	catmaid_fafb:2548003	LHPV4a10#1 2548004 Teal ASB
2551627	Uniglomerular mALT VA1v adPN#L3 (skeleton_id:2551627)	neuron	female organism|adult brain	catmaid_fafb:2551627	Uniglomerular mALT VA1v adPN 2551628
2561343	Uniglomerular mlALT VA1v vPN#L2 (skeleton_id:2561343)	neuron	female organism|adult brain	catmaid_fafb:2561343	Uniglomerular mlALT VA1v vPN 2561344 RJVR
2600341	Multiglomerular lALT l2PN bilateral#R2 (skeleton_id:2600341)	neuron	female organism|adult brain	catmaid_fafb:2600341	Multiglomerular lALT l2PN VP2+VC5+VM1 LTS 0.97 bilateral 2600342 RJVR ECM
2604019	Uniglomerular mALT DL2v adPN#L1 (skeleton_id:2604019)	neuron	female organism|adult brain	catmaid_fafb:2604019	Uniglomerular mALT DL2v adPN 2604020 FML ECM
2610846	Uniglomerular mALT VM4 adPN#L1 (skeleton_id:2610846)	neuron	female organism|adult brain	catmaid_fafb:2610846	Uniglomerular mALT VM4 adPN 2610847 AES XZ
2615448	Uniglomerular mALT VM5d adPN#L3 (skeleton_id:2615448)	neuron	female organism|adult brain	catmaid_fafb:2615448	Uniglomerular mALT VM5d adPN 2615449 FML XZ
2633111	LHAV3a1#3 (skeleton_id:2633111)	neuron	female organism|adult brain	catmaid_fafb:2633111	LHAV3a1#3 2633112 Craig - downstream of DL4 FML
2639558	LHAV4d1#1 (skeleton_id:2639558)	neuron	female organism|adult brain	catmaid_fafb:2639558	LHAV4d1#1 2639559 RJVR Upstream DL4 Euphonium
2645953	Multiglomerular mlALT vPN#R70 (skeleton_id:2645953)	neuron	female organism|adult brain	catmaid_fafb:2645953	Multiglomerular mlALT vPN DL3+DA1+DC3 LTS 0.97 Rockland 2645954 FML
2653656	Uniglomerular mlALT VA1d vPN#L1 (skeleton_id:2653656)	neuron	female organism|adult brain	catmaid_fafb:2653656	Uniglomerular mlALT VA1d vPN 2653657 RJVR
2659704	LHAV1a1#1 (skeleton_id:2659704)	neuron	female organism|adult brain	catmaid_fafb:2659704	LHAV1a1#1 2659705 FML Duck - downstream of DL4
2684792	LHAV1a1#2 (skeleton_id:2684792)	neuron	female organism|adult brain	catmaid_fafb:2684792	LHAV1a1#2 2684793 Pigeon RJVR FML ZM
2693456	Uniglomerular mALT DC4 adPN#L1 (skeleton_id:2693456)	neuron	female organism|adult brain	catmaid_fafb:2693456	Uniglomerular mALT DC4 adPN 2693457 XZ
2766186	Multiglomerular mlALT vPN#R2 (skeleton_id:2766186)	neuron	female organism|adult brain	catmaid_fafb:2766186	Multiglomerular mlALT vPN VA4+DA3+VM3+37 LTS 0.3 Nibelung 2766187 RJVR
2794070	LHAV1a3#1 (skeleton_id:2794070)	neuron	female organism|adult brain	catmaid_fafb:2794070	LHAV1a3#1 2794071 Curiously Cinnamon ZM
2831091	LHPV5a1#5 (skeleton_id:2831091)	neuron	female organism|adult brain	catmaid_fafb:2831091	LHPV5a1#5 2831092 A Danger to Myself and Others RJVR AJES
2839458	Uniglomerular mALT VA1d adPN#L4 (skeleton_id:2839458)	neuron	female organism|adult brain	catmaid_fafb:2839458	Uniglomerular mALT VA1d adPN 2839459 RJVR
2842610	LHAD1b2#11 (skeleton_id:2842610)	neuron	female organism|adult brain	catmaid_fafb:2842610	LHAD1b2#11 2842611 Alka Seltzer CMM
2845576	Multiglomerular mlALT vPN#R34 (skeleton_id:2845576)	neuron	female organism|adult brain	catmaid_fafb:2845576	Multiglomerular mlALT vPN D+VC1+VC2+2 LTS 0.94 2845577 RJVR
2846667	Uniglomerular mlALT VL1 vPN#R1 (skeleton_id:2846667)	neuron	female organism|adult brain	catmaid_fafb:2846667	Uniglomerular mlALT VL1 vPN 2846668 RJVR
2851242	LHAV4g1#1 (skeleton_id:2851242)	neuron	female organism|adult brain	catmaid_fafb:2851242	LHAV4g1#1 2851243 Dove RJVR
2863104	Uniglomerular mALT DA1 lPN#R5 (skeleton_id:2863104)	neuron	female organism|adult brain	catmaid_fafb:2863104	Uniglomerular mALT DA1 lPN 57316 2863105 ML
2992998	Multiglomerular mlALT vPN#R29 (skeleton_id:2992998)	neuron	female organism|adult brain	catmaid_fafb:2992998	Multiglomerular mlALT vPN VC2+VA6+DC3+3 LTS 0.92 2992999 RJVR
2999878	Uniglomerular mALT DA2 lPN#L3 (skeleton_id:2999878)	neuron	female organism|adult brain	catmaid_fafb:2999878	Uniglomerular mALT DA2 lPN 2999879 RJVR
3003322	Multiglomerular mlALT vPN#R1 (skeleton_id:3003322)	neuron	female organism|adult brain	catmaid_fafb:3003322	Multiglomerular mlALT vPN VM4+DL5+DM6+36 LTS 0.29 Twin of Nibelung 3003323 RJVR
3020362	Multiglomerular mlALT vPN#R31 (skeleton_id:3020362)	neuron	female organism|adult brain	catmaid_fafb:3020362	Multiglomerular mlALT vPN VC1+VM5v+VA7m LTS 0.97 3020363 RJVR ZM
3075158	LHAD1b2#10 (skeleton_id:3075158)	neuron	female organism|adult brain	catmaid_fafb:3075158	LHAD1b2#10 3075159 Howard Hughes JJ
3078257	LHAD1b2#9 (skeleton_id:3078257)	neuron	female organism|adult brain	catmaid_fafb:3078257	LHAD1b2#9 3078258 Oberon JJ
3080086	LHAD1b2#8 (skeleton_id:3080086)	neuron	female organism|adult brain	catmaid_fafb:3080086	LHAD1b2#8 3080087 Team Rocket RT JJ JH PS
3080183	LHAD1c1#1 (skeleton_id:3080183)	neuron	female organism|adult brain	catmaid_fafb:3080183	LHAD1c1#1 3080184 Dust World JJ PS
3080225	LHAD1b2#7 (skeleton_id:3080225)	neuron	female organism|adult brain	catmaid_fafb:3080225	LHAD1b2#7 3080226 Dark World JJ
3139915	Multiglomerular mlALT vPN#R65 (skeleton_id:3139915)	neuron	female organism|adult brain	catmaid_fafb:3139915	Multiglomerular mlALT vPN VA1d+VA1v+DA4l+2 LTS 0.96 3139916 RJVR
3239781	Uniglomerular mALT DA1 lPN#L7 (skeleton_id:3239781)	neuron	female organism|adult brain	catmaid_fafb:3239781	Uniglomerular mALT DA1 lPN 3239782 RJVR
3301234	Uniglomerular mlALT VL2a vPN#L2 (skeleton_id:3301234)	neuron	female organism|adult brain	catmaid_fafb:3301234	Uniglomerular mlALT VL2a vPN 3301235
3376158	LHPV6o1#1 (skeleton_id:3376158)	neuron	female organism|adult brain	catmaid_fafb:3376158	LHPV6o1#1 3376159 Kabuki RJVR
3394015	LHCENT1#1 (skeleton_id:3394015)	neuron	female organism|adult brain	catmaid_fafb:3394015	LHCENT1#1 3394016 Explorer ASB
3416395	LHPV2f2#1 (skeleton_id:3416395)	neuron	female organism|adult brain	catmaid_fafb:3416395	LHPV2f2#1 3416396 RJVR
3420237	Uniglomerular mALT VC5 adPN#L1 (skeleton_id:3420237)	neuron	female organism|adult brain	catmaid_fafb:3420237	Uniglomerular mALT VC5 adPN 3420238 RJVR
3467989	Multiglomerular mlALT vPN#R6 (skeleton_id:3467989)	neuron	female organism|adult brain	catmaid_fafb:3467989	Multiglomerular mlALT vPN DC2+VC4+VC2+2 LTS 0.96 3467990 RJVR
3481901	LHPD3a5#1 (skeleton_id:3481901)	neuron	female organism|adult brain	catmaid_fafb:3481901	LHPD3a5#1 3481902 DC4 Bully RJVR ASB
3519113	Uniglomerular mALT VC1 lPN#L1 (skeleton_id:3519113)	neuron	female organism|adult brain	catmaid_fafb:3519113	Uniglomerular mALT VC1 lPN 3519114
3646122	Uniglomerular mALT VA1d adPN#L2 (skeleton_id:3646122)	neuron	female organism|adult brain	catmaid_fafb:3646122	Uniglomerular mALT VA1d adPN 3646123
3648956	Multiglomerular mALT lPN bilateral#R1 (skeleton_id:3648956)	neuron	female organism|adult brain	catmaid_fafb:3648956	Multiglomerular mALT lPN VP3+VP2+VL1+1 LTS 0.95 bilateral 57439 NS
3663498	Multiglomerular mlALT vPN#R69 (skeleton_id:3663498)	neuron	female organism|adult brain	catmaid_fafb:3663498	Multiglomerular mlALT vPN VA1v+VL2a+DA4l+3 LTS 0.94 3663499 RJVR
3715995	Uniglomerular mALT VL2p adPN#L1 (skeleton_id:3715995)	neuron	female organism|adult brain	catmaid_fafb:3715995	Uniglomerular mALT VL2p adPN 3715996 ECM LB
3742499	Uniglomerular mALT VP1l lvPN bilateral#R1 (skeleton_id:3742499)	neuron	female organism|adult brain	catmaid_fafb:3742499	Uniglomerular mALT VP1l lvPN bilateral 3742500
3771419	Multiglomerular mlALT vPN#R15 (skeleton_id:3771419)	neuron	female organism|adult brain	catmaid_fafb:3771419	Multiglomerular mlALT vPN VM2+VC3l+VM5v+4 LTS 0.9 3771420 ASB
3788293	LHPV5a1#1 (skeleton_id:3788293)	neuron	female organism|adult brain	catmaid_fafb:3788293	LHPV5a1#1 3788294  Chester ASB
3799421	WEDPN2B#3 (skeleton_id:3799421)	neuron	female organism|adult brain	catmaid_fafb:3799421	WEDPN2B#3 3799422 Gregory Sylvester Xander Edmonton Jefferis RJVR GSXEJ
3813278	Multiglomerular mlALT vPN#R7 (skeleton_id:3813278)	neuron	female organism|adult brain	catmaid_fafb:3813278	Multiglomerular mlALT vPN DA3+DC2+DA2+4 LTS 0.93 3813279 ASB ECM
3813282	Multiglomerular mlALT vPN#R11 (skeleton_id:3813282)	neuron	female organism|adult brain	catmaid_fafb:3813282	Multiglomerular mlALT vPN VM3+VC4+VA3+5 LTS 0.89 3813283 PS
3813322	Multiglomerular mlALT vPN#R50 (skeleton_id:3813322)	neuron	female organism|adult brain	catmaid_fafb:3813322	Multiglomerular mlALT vPN DC1+VM7v+DA2+3 LTS 0.91 3813323 ECM
3813331	Uniglomerular mlALT DM4 vPN#R2 (skeleton_id:3813331)	neuron	female organism|adult brain	catmaid_fafb:3813331	Uniglomerular mlALT DM4 vPN 3813332 ASB
3813335	Multiglomerular mlALT vPN#R20 (skeleton_id:3813335)	neuron	female organism|adult brain	catmaid_fafb:3813335	Multiglomerular mlALT vPN DM2+VM7d+VC3l+2 LTS 0.95 3813336 ASB
3813343	Uniglomerular mlALT VM2 vPN#R2 (skeleton_id:3813343)	neuron	female organism|adult brain	catmaid_fafb:3813343	Uniglomerular mlALT VM2 vPN 3813344 PS
3813347	Multiglomerular mlALT vPN#R38 (skeleton_id:3813347)	neuron	female organism|adult brain	catmaid_fafb:3813347	Multiglomerular mlALT vPN VM7d+DM3+DC4+4 LTS 0.91 3813348 RJVR
3813351	Multiglomerular mlALT vPN#R49 (skeleton_id:3813351)	neuron	female organism|adult brain	catmaid_fafb:3813351	Multiglomerular mlALT vPN DA2+VM7v+DC1+2 LTS 0.93 3813352 ECM
3813399	Multiglomerular mlALT vPN#R71 (skeleton_id:3813399)	neuron	female organism|adult brain	catmaid_fafb:3813399	Multiglomerular mlALT vPN DP1m+DM3+DP1l+1 LTS 0.97 3813400 JS
3813403	Uniglomerular mlALT DC4 vPN#R2 (skeleton_id:3813403)	neuron	female organism|adult brain	catmaid_fafb:3813403	Uniglomerular mlALT DC4 vPN 3813404 RJVR
3813424	Multiglomerular mlALT vPN#R56 (skeleton_id:3813424)	neuron	female organism|adult brain	catmaid_fafb:3813424	Multiglomerular mlALT vPN VP1m+VP1l+VP5+2 LTS 0.97 3813425 RJVR
3813430	Multiglomerular mlALT vPN#R32 (skeleton_id:3813430)	neuron	female organism|adult brain	catmaid_fafb:3813430	Multiglomerular mlALT vPN VM5v+VC1+VM7d+2 LTS 0.93 3813431 RJVR
3813434	Multiglomerular mlALT vPN#R16 (skeleton_id:3813434)	neuron	female organism|adult brain	catmaid_fafb:3813434	Multiglomerular mlALT vPN VM7d+VM5d+VM2+5 LTS 0.94 3813435 RJVR
3813438	Multiglomerular mlALT vPN#R57 (skeleton_id:3813438)	neuron	female organism|adult brain	catmaid_fafb:3813438	Multiglomerular mlALT vPN VP1l+VP1d+VM1+2 LTS 0.95 3813439 ECM
3813442	Multiglomerular mlALT vPN#R55 (skeleton_id:3813442)	neuron	female organism|adult brain	catmaid_fafb:3813442	Multiglomerular mlALT vPN VP1d+VP1m+VP1l+3 LTS 0.93 3813443 RJVR
3813447	Multiglomerular mlALT vPN#R54 (skeleton_id:3813447)	neuron	female organism|adult brain	catmaid_fafb:3813447	Multiglomerular mlALT vPN VP1d+VP1m+VP1l+4 LTS 0.94 3813448 RJVR
3813451	Multiglomerular mlALT vPN#R47 (skeleton_id:3813451)	neuron	female organism|adult brain	catmaid_fafb:3813451	Multiglomerular mlALT vPN VM7v+VA7m+VM5v+4 LTS 0.89 3813452 RJVR
3813455	Uniglomerular mlALT VL2a vPN#R1 (skeleton_id:3813455)	neuron	female organism|adult brain	catmaid_fafb:3813455	Uniglomerular mlALT VL2a vPN 3813456 RJVR
3813483	Multiglomerular mlALT vPN#R46 (skeleton_id:3813483)	neuron	female organism|adult brain	catmaid_fafb:3813483	Multiglomerular mlALT vPN DA2+VM7v+VC1+3 LTS 0.94 3813484 ASB
3813487	Multiglomerular mlALT vPN#R45 (skeleton_id:3813487)	neuron	female organism|adult brain	catmaid_fafb:3813487	Multiglomerular mlALT vPN VM7v+DA2+VM7d+6 LTS 0.89 3813488 ECM
3813495	Multiglomerular mlALT vPN#R44 (skeleton_id:3813495)	neuron	female organism|adult brain	catmaid_fafb:3813495	Multiglomerular mlALT vPN VM7v+DA2+DC4+1 LTS 0.96 3813496 ECM
3813499	Multiglomerular mlALT vPN#R4 (skeleton_id:3813499)	neuron	female organism|adult brain	catmaid_fafb:3813499	Multiglomerular mlALT vPN DA4m+DA2+VM7v+5 LTS 0.9 4632116 ASB
3842493	Multiglomerular mlALT vPN#R33 (skeleton_id:3842493)	neuron	female organism|adult brain	catmaid_fafb:3842493	Multiglomerular mlALT vPN DL1+D+VC1+5 LTS 0.9 Midas 3842494 SD
3877150	LHAD1b2#6 (skeleton_id:3877150)	neuron	female organism|adult brain	catmaid_fafb:3877150	LHAD1b2#6 3877151 Tech World JJ PS
3892961	Uniglomerular mALT VA1v adPN#L1 (skeleton_id:3892961)	neuron	female organism|adult brain	catmaid_fafb:3892961	Uniglomerular mALT VA1v adPN 3892962 RJVR
3897655	LHPV4a1#2 (skeleton_id:3897655)	neuron	female organism|adult brain	catmaid_fafb:3897655	LHPV4a1#2 3897656 Christine Daaé SD
3903440	Multiglomerular mlALT vPN#R30 (skeleton_id:3903440)	neuron	female organism|adult brain	catmaid_fafb:3903440	Multiglomerular mlALT vPN DC3+VC1+VC2+1 LTS 0.95 Frieda 3903441 SD
3908507	Multiglomerular lALT l2PN#R3 (skeleton_id:3908507)	neuron	female organism|adult brain	catmaid_fafb:3908507	Multiglomerular lALT l2PN VP4+VP1l+VL2p LTS 0.97 3908508 RJVR ECM
3922783	Multiglomerular mlALT vPN#R68 (skeleton_id:3922783)	neuron	female organism|adult brain	catmaid_fafb:3922783	Multiglomerular mlALT vPN VL2p+VL2a+VA7l+5 LTS 0.92 Be Repulsed 3922784 RJVR
3933006	WEDPN3#2 (skeleton_id:3933006)	neuron	female organism|adult brain	catmaid_fafb:3933006	WEDPN3#2 3933007 Athens
3933200	Uniglomerular mALT DL2d adPN#L1 (skeleton_id:3933200)	neuron	female organism|adult brain	catmaid_fafb:3933200	Uniglomerular mALT DL2d adPN 3933201 XZ
3954226	WEDPN7C#2 (skeleton_id:3954226)	neuron	female organism|adult brain	catmaid_fafb:3954226	WEDPN7C#2 3954227 Sprig ASB RJVR
3959520	Multiglomerular mlALT vPN#R35 (skeleton_id:3959520)	neuron	female organism|adult brain	catmaid_fafb:3959520	Multiglomerular mlALT vPN D+VC1+VA3+5 LTS 0.91 3959521 ASB SD
3998193	Multiglomerular mlALT vPN#R64 (skeleton_id:3998193)	neuron	female organism|adult brain	catmaid_fafb:3998193	Multiglomerular mlALT vPN VA1d+DA4l+DC3+4 LTS 0.96 3998194 RJVR
3999003	Multiglomerular mlALT vPN#R67 (skeleton_id:3999003)	neuron	female organism|adult brain	catmaid_fafb:3999003	Multiglomerular mlALT vPN VL2a+VL2p+VA1v+6 LTS 0.93 3999004 RJVR
4002166	Multiglomerular t9-lALT lv2PN#R1 (skeleton_id:4002166)	neuron	female organism|adult brain	catmaid_fafb:4002166	Multiglomerular t9-lALT lv2PN VP2+VC2+VP1m+4 LTS 0.94 4002167 PDP
4027387	WEDPN8C#1 (skeleton_id:4027387)	neuron	female organism|adult brain	catmaid_fafb:4027387	WEDPN8C#1 4027388 Giant Ibis RJVR
4041464	Uniglomerular t1-mALT V l2PN#R1 (skeleton_id:4041464)	neuron	female organism|adult brain	catmaid_fafb:4041464	Uniglomerular t1-mALT V l2PN Cruikshank 4041465 RJVR MEB GSXEJ
4044614	LHPV4a2#2 (skeleton_id:4044614)	neuron	female organism|adult brain	catmaid_fafb:4044614	LHPV4a2#2 4044615 Jolene SD
4058666	Multiglomerular t2-mALT lvPN#R1 (skeleton_id:4058666)	neuron	female organism|adult brain	catmaid_fafb:4058666	Multiglomerular t2-mALT lvPN VP1m+VP5+VP1l+1 LTS 0.96 4058667 ECM
4100701	LHPV4k1#1 (skeleton_id:4100701)	neuron	female organism|adult brain	catmaid_fafb:4100701	LHPV4k1#1 4100702 Legolas RJVR SD
4163773	Uniglomerular mALT DM2 lPN#L2 (skeleton_id:4163773)	neuron	female organism|adult brain	catmaid_fafb:4163773	Uniglomerular mALT DM2 lPN 4163774 RJVR SB
4164206	Uniglomerular mALT DM2 lPN#L1 (skeleton_id:4164206)	neuron	female organism|adult brain	catmaid_fafb:4164206	Uniglomerular mALT DM2 lPN 4164207 XZ
4182038	LHPD3a2#1 (skeleton_id:4182038)	neuron	female organism|adult brain	catmaid_fafb:4182038	LHPD3a2#1 4182039 Ragdoll ASB
