filename	label	is_a	part_of	comment	dbxrefs	synonyms
6510	KC#0-y (FAFB:6510)	neuron|gamma Kenyon cell	female organism|adult brain	KC#0-y, FBbt:00100247	catmaid_fafb:6510	KCy 6511 IJA
6582	KC#1-y (FAFB:6582)	neuron|gamma Kenyon cell	female organism|adult brain	KC#1-y, FBbt:00100247	catmaid_fafb:6582	KCy 6583 SAC
6618	KC#2-y (FAFB:6618)	neuron|gamma Kenyon cell	female organism|adult brain	KC#2-y, FBbt:00100247	catmaid_fafb:6618	KCy 6619 BH
6630	KC#3-y (FAFB:6630)	neuron|gamma Kenyon cell	female organism|adult brain	KC#3-y, FBbt:00100247	catmaid_fafb:6630	KCy 6631 IJA
6662	KC#4-y (FAFB:6662)	neuron|gamma Kenyon cell	female organism|adult brain	KC#4-y, FBbt:00100247	catmaid_fafb:6662	KCy 6663 CF
6762	KC#5-y (FAFB:6762)	neuron|gamma Kenyon cell	female organism|adult brain	KC#5-y, FBbt:00100247	catmaid_fafb:6762	KCy 6763 ARH IJA
6838	KC#6-y (FAFB:6838)	neuron|gamma Kenyon cell	female organism|adult brain	KC#6-y, FBbt:00100247	catmaid_fafb:6838	KCy 6839 IJA
6934	KC#7-y (FAFB:6934)	neuron|gamma Kenyon cell	female organism|adult brain	KC#7-y, FBbt:00100247	catmaid_fafb:6934	KCy 6935 IJA
7118	KC#8-y (FAFB:7118)	neuron|gamma Kenyon cell	female organism|adult brain	KC#8-y, FBbt:00100247	catmaid_fafb:7118	KCy 7119 AA
7150	KC#9-y (FAFB:7150)	neuron|gamma Kenyon cell	female organism|adult brain	KC#9-y, FBbt:00100247	catmaid_fafb:7150	KCy 7151 SAC
7222	KC#10-y (FAFB:7222)	neuron|gamma Kenyon cell	female organism|adult brain	KC#10-y, FBbt:00100247	catmaid_fafb:7222	KCy 7223 LF IJA
7282	KC#11-a'b' (FAFB:7282)	neuron|alpha'/beta' Kenyon cell	female organism|adult brain	KC#11-a'b', FBbt:00100249	catmaid_fafb:7282	KCa'B'ap 7283 IJA
7302	KC#13-y (FAFB:7302)	neuron|gamma Kenyon cell	female organism|adult brain	KC#13-y, FBbt:00100247	catmaid_fafb:7302	KCy 7303 BG
7330	KC#14-a'b' (FAFB:7330)	neuron|alpha'/beta' Kenyon cell	female organism|adult brain	KC#14-a'b', FBbt:00100249	catmaid_fafb:7330	KCa'B'ap 7331 BH
7362	KC#15-a'b' (FAFB:7362)	neuron|alpha'/beta' Kenyon cell	female organism|adult brain	KC#15-a'b', FBbt:00100249	catmaid_fafb:7362	KCa'B'ap 7363 IJA
7410	KC#16-a'b' (FAFB:7410)	neuron|alpha'/beta' Kenyon cell	female organism|adult brain	KC#16-a'b', FBbt:00100249	catmaid_fafb:7410	KCa'B'm 7411 IJA
