filename	label	is_a	part_of	comment	dbxrefs	synonyms
28841	aMe12#2 (FAFB:28841)	neuron	female organism|adult brain	aMe12#2	catmaid_fafb:28841	Putative aMe12 VPN ME.R to vACA OLCT bilateral 28842 AA GA
164544	aMe12#3 (FAFB:164544)	neuron	female organism|adult brain	aMe12#3	catmaid_fafb:164544	Putative aMe12 VPN ME.R to vACA OLCT bilateral 164545 GA ECM
3509520	Mt_VPN#4 (FAFB:3509520)	neuron	female organism|adult brain	Mt_VPN#4	catmaid_fafb:3509520	Putative Mt_VPN LP neuron 3509521 CPM
4271776	VPN_DRA#3 (FAFB:4271776)	neuron	female organism|adult brain	VPN_DRA#3	catmaid_fafb:4271776	Putative VPN_DRA ME.R  4271777 EK
4711708	Mt_VPN#5 (FAFB:4711708)	neuron	female organism|adult brain	Mt_VPN#5	catmaid_fafb:4711708	Putative Mt_VPN 4711709 ME
7038035	aMe12#1 (FAFB:7038035)	neuron	female organism|adult brain	aMe12#1	catmaid_fafb:7038035	Putative aMe12 VPN ME.R to vACA OLCT bilateral 7038036 JS ECM
10082582	R7#1 (FAFB:10082582)	neuron	female organism|adult brain	R7#1, FBbt:00004225	catmaid_fafb:10082582	Putative R7 col A1 10082583 MF
10086691	R8#2 (FAFB:10086691)	neuron	female organism|adult brain	R8#2, FBbt:00004227	catmaid_fafb:10086691	Putative R8 col A1 10086692 MF
10106710	Dm#4 (FAFB:10106710)	neuron	female organism|adult brain	Dm#4, FBbt:00003767	catmaid_fafb:10106710	Putative Dm 10106711 MF
10108985	L1#2 (FAFB:10108985)	neuron	female organism|adult brain	L1#2, FBbt:00003719	catmaid_fafb:10108985	Putative L1 col A1 10108986 MF
10109586	Dm8#1 (FAFB:10109586)	neuron	female organism|adult brain	Dm8#1, FBbt:00013774	catmaid_fafb:10109586	Putative Dm8 10109587 MF
10190508	R8_DRA#3 (FAFB:10190508)	neuron	female organism|adult brain	R8_DRA#3, FBbt:00004209	catmaid_fafb:10190508	Putative R8_DRA 10190509 TO
10191735	R7_DRA#3 (FAFB:10191735)	neuron	female organism|adult brain	R7_DRA#3, FBbt:00004449	catmaid_fafb:10191735	Putative R7_DRA 10191736 TO
10196189	Dm8#11 (FAFB:10196189)	neuron	female organism|adult brain	Dm8#11, FBbt:00013774	catmaid_fafb:10196189	Putative Dm8 10196190 MF
10208775	Dm8#4 (FAFB:10208775)	neuron	female organism|adult brain	Dm8#4, FBbt:00013774	catmaid_fafb:10208775	Putative Dm8 10208776 MF
10245571	Dm8#12 (FAFB:10245571)	neuron	female organism|adult brain	Dm8#12, FBbt:00013774	catmaid_fafb:10245571	Putative Dm8 10245572 MF
10247370	Dm-DRA1#8 (FAFB:10247370)	neuron	female organism|adult brain	Dm-DRA1#8, FBbt:00049483	catmaid_fafb:10247370	Putative Dm-DRA1 10247371 TO
10265806	Dm-DRA1#11 (FAFB:10265806)	neuron	female organism|adult brain	Dm-DRA1#11, FBbt:00049483	catmaid_fafb:10265806	Putative Dm-DRA1 10265807 TO EK
10300949	R7_DRA#2 (FAFB:10300949)	neuron	female organism|adult brain	R7_DRA#2, FBbt:00004449	catmaid_fafb:10300949	Putative R7_DRA 10300950 TO
10300963	R8_DRA#1 (FAFB:10300963)	neuron	female organism|adult brain	R8_DRA#1, FBbt:00004209	catmaid_fafb:10300963	Putative R8_DRA 10300964 TO
10356412	Tm5b#2 (FAFB:10356412)	neuron	female organism|adult brain	Tm5b#2, FBbt:00110073	catmaid_fafb:10356412	Putative Tm5b 10356413 MF
10409692	MeTu#4 (FAFB:10409692)	neuron	female organism|adult brain	MeTu#4, FBbt:00051228	catmaid_fafb:10409692	Putative MeTu 10409693 MF
10409863	MeTu#1 (FAFB:10409863)	neuron	female organism|adult brain	MeTu#1, FBbt:00051228	catmaid_fafb:10409863	Putative MeTu 10409864 MF
