object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	40152	catmaid_l1em	
peripheral nervous system	overlaps	40152	catmaid_l1em	
adult ventral nerve cord	overlaps	40152	catmaid_l1em	
left side of organism	overlaps	1367171	catmaid_l1em	
peripheral nervous system	overlaps	1367171	catmaid_l1em	
adult ventral nerve cord	overlaps	1367171	catmaid_l1em	
left side of organism	overlaps	1375101	catmaid_l1em	
peripheral nervous system	overlaps	1375101	catmaid_l1em	
adult ventral nerve cord	overlaps	1375101	catmaid_l1em	
left side of organism	overlaps	1377586	catmaid_l1em	
peripheral nervous system	overlaps	1377586	catmaid_l1em	
adult ventral nerve cord	overlaps	1377586	catmaid_l1em	
left side of organism	overlaps	1395971	catmaid_l1em	
peripheral nervous system	overlaps	1395971	catmaid_l1em	
adult ventral nerve cord	overlaps	1395971	catmaid_l1em	
left side of organism	overlaps	1398253	catmaid_l1em	
peripheral nervous system	overlaps	1398253	catmaid_l1em	
adult ventral nerve cord	overlaps	1398253	catmaid_l1em	
left side of organism	overlaps	1405493	catmaid_l1em	
peripheral nervous system	overlaps	1405493	catmaid_l1em	
adult ventral nerve cord	overlaps	1405493	catmaid_l1em	
left side of organism	overlaps	1406463	catmaid_l1em	
peripheral nervous system	overlaps	1406463	catmaid_l1em	
adult ventral nerve cord	overlaps	1406463	catmaid_l1em	
left side of organism	overlaps	1414206	catmaid_l1em	
peripheral nervous system	overlaps	1414206	catmaid_l1em	
adult ventral nerve cord	overlaps	1414206	catmaid_l1em	
left side of organism	overlaps	1428271	catmaid_l1em	
peripheral nervous system	overlaps	1428271	catmaid_l1em	
adult ventral nerve cord	overlaps	1428271	catmaid_l1em	
left side of organism	overlaps	1429969	catmaid_l1em	
peripheral nervous system	overlaps	1429969	catmaid_l1em	
adult ventral nerve cord	overlaps	1429969	catmaid_l1em	
left side of organism	overlaps	1435466	catmaid_l1em	
peripheral nervous system	overlaps	1435466	catmaid_l1em	
adult ventral nerve cord	overlaps	1435466	catmaid_l1em	
left side of organism	overlaps	1706716	catmaid_l1em	
peripheral nervous system	overlaps	1706716	catmaid_l1em	
adult ventral nerve cord	overlaps	1706716	catmaid_l1em	
left side of organism	overlaps	2138427	catmaid_l1em	
right side of organism	overlaps	2138427	catmaid_l1em	
left side of organism	overlaps	2260755	catmaid_l1em	
right side of organism	overlaps	2260755	catmaid_l1em	
left side of organism	overlaps	2283495	catmaid_l1em	
right side of organism	overlaps	2283495	catmaid_l1em	
left side of organism	overlaps	2284021	catmaid_l1em	
peripheral nervous system	overlaps	2284021	catmaid_l1em	
adult ventral nerve cord	overlaps	2284021	catmaid_l1em	
bilateral	has_characteristic	2284021	catmaid_l1em	
left side of organism	overlaps	2340336	catmaid_l1em	
right side of organism	overlaps	2340336	catmaid_l1em	
peripheral nervous system	overlaps	2340336	catmaid_l1em	
adult ventral nerve cord	overlaps	2340336	catmaid_l1em	
bilateral	has_characteristic	2340336	catmaid_l1em	
left side of organism	overlaps	2355126	catmaid_l1em	
right side of organism	overlaps	2355126	catmaid_l1em	
peripheral nervous system	overlaps	2355126	catmaid_l1em	
adult ventral nerve cord	overlaps	2355126	catmaid_l1em	
left side of organism	overlaps	2357110	catmaid_l1em	
right side of organism	overlaps	2357110	catmaid_l1em	
left side of organism	overlaps	2369444	catmaid_l1em	
right side of organism	overlaps	2369444	catmaid_l1em	
bilateral	has_characteristic	2369444	catmaid_l1em	
left side of organism	overlaps	2456826	catmaid_l1em	
right side of organism	overlaps	2456826	catmaid_l1em	
peripheral nervous system	overlaps	2456826	catmaid_l1em	
adult ventral nerve cord	overlaps	2456826	catmaid_l1em	
bilateral	has_characteristic	2456826	catmaid_l1em	
left side of organism	overlaps	2597151	catmaid_l1em	
left side of organism	overlaps	2606279	catmaid_l1em	
left side of organism	overlaps	2613532	catmaid_l1em	
left side of organism	overlaps	2613540	catmaid_l1em	
left side of organism	overlaps	2622502	catmaid_l1em	
right side of organism	overlaps	2622502	catmaid_l1em	
left side of organism	overlaps	2659386	catmaid_l1em	
right side of organism	overlaps	2659386	catmaid_l1em	
peripheral nervous system	overlaps	2659386	catmaid_l1em	
adult ventral nerve cord	overlaps	2659386	catmaid_l1em	
