filename	label	is_a	part_of	dbxrefs
57487	Biglomerular mALT VP1l + VP3 ilPN bilateral#L1 57487	neuron	female organism|adult brain	catmaid_fafb:57487
57495	Biglomerular mALT VP1l + VP3 ilPN bilateral#R1 57495	neuron	female organism|adult brain	catmaid_fafb:57495
79579	LHPV2a1#1 79579	neuron	female organism|adult brain	catmaid_fafb:79579
175027	KCa'b'-ap1_R#11 175027	neuron	female organism|adult brain	catmaid_fafb:175027
182684	Multiglomerular mALT lPN#R1 182684	neuron	female organism|adult brain	catmaid_fafb:182684
192430	Multiglomerular t2-mALT lvPN#R2 192430	neuron	female organism|adult brain	catmaid_fafb:192430
369583	LHPV10c1#1 369583	neuron	female organism|adult brain	catmaid_fafb:369583
478805	KCa'b'-ap1_R#9 478805	neuron	female organism|adult brain	catmaid_fafb:478805
561100	VP3 vPN_L 561100	neuron	female organism|adult brain	catmaid_fafb:561100
561909	VP3RNbl#1 561909	neuron	female organism|adult brain	catmaid_fafb:561909
989621	VP3RNbr#1 989621	neuron	female organism|adult brain	catmaid_fafb:989621
1091854	LHPV4c4#1 1091854	neuron	female organism|adult brain	catmaid_fafb:1091854
1120955	LHPV4c1#3 1120955	neuron	female organism|adult brain	catmaid_fafb:1120955
1309241	AV3r1#2 1309241	neuron	female organism|adult brain	catmaid_fafb:1309241
1356477	Uniglomerular t10-lALT VP3+ l2PN bilateral#R1 1356477	neuron	female organism|adult brain	catmaid_fafb:1356477
1363077	Multiglomerular t3-mALT l2PN#R1 1363077	neuron	female organism|adult brain	catmaid_fafb:1363077
1372988	Multiglomerular mALT lvPN#R23 1372988	neuron	female organism|adult brain	catmaid_fafb:1372988
1664544	Multiglomerular t3-mALT l2PN bilateral#R1 1664544	neuron	female organism|adult brain	catmaid_fafb:1664544
1712057	Uniglomerular mALT VP2+ adPN#R1 1712057	neuron	female organism|adult brain	catmaid_fafb:1712057
1868440	LHPV6g1#1 1868440	neuron	female organism|adult brain	catmaid_fafb:1868440
2315173	LHAV3q1#1 2315173	neuron	female organism|adult brain	catmaid_fafb:2315173
2466931	LHPV6c1#1 2466931	neuron	female organism|adult brain	catmaid_fafb:2466931
2484510	Uniglomerular mlALT VP4 vPN bilateral#R1 2484510	neuron	female organism|adult brain	catmaid_fafb:2484510
2600341	Multiglomerular lALT l2PN bilateral#R2 2600341	neuron	female organism|adult brain	catmaid_fafb:2600341
2851031	VP1dRNr#1 2851031	neuron	female organism|adult brain	catmaid_fafb:2851031
2856545	VP1dRNr#2 2856545	neuron	female organism|adult brain	catmaid_fafb:2856545
3094186	DNp44 3094186	neuron	female organism|adult brain	catmaid_fafb:3094186
3420237	Uniglomerular mALT VC5 adPN#L1 3420237	neuron	female organism|adult brain	catmaid_fafb:3420237
3439570	LHAV4i1#1 3439570	neuron	female organism|adult brain	catmaid_fafb:3439570
3444435	VP4RNl#1 3444435	neuron	female organism|adult brain	catmaid_fafb:3444435
3444556	VP4RNr#1 3444556	neuron	female organism|adult brain	catmaid_fafb:3444556
3648956	Multiglomerular mALT lPN bilateral#R1 3648956	neuron	female organism|adult brain	catmaid_fafb:3648956
3742499	Uniglomerular mALT VP1l lvPN bilateral#R1 3742499	neuron	female organism|adult brain	catmaid_fafb:3742499
3813424	Multiglomerular mlALT vPN#R56 3813424	neuron	female organism|adult brain	catmaid_fafb:3813424
3813438	Multiglomerular mlALT vPN#R57 3813438	neuron	female organism|adult brain	catmaid_fafb:3813438
3813442	Multiglomerular mlALT vPN#R55 3813442	neuron	female organism|adult brain	catmaid_fafb:3813442
3813447	Multiglomerular mlALT vPN#R54 3813447	neuron	female organism|adult brain	catmaid_fafb:3813447
3908507	Multiglomerular lALT l2PN#R3 3908507	neuron	female organism|adult brain	catmaid_fafb:3908507
3968249	LHPV4c1#2 3968249	neuron	female organism|adult brain	catmaid_fafb:3968249
3973434	DN1a#2 3973434	neuron	female organism|adult brain	catmaid_fafb:3973434
4002166	Multiglomerular t9-lALT lv2PN#R1 4002166	neuron	female organism|adult brain	catmaid_fafb:4002166
4044728	LHPV4h1#1 4044728	neuron	female organism|adult brain	catmaid_fafb:4044728
4058666	Multiglomerular t2-mALT lvPN#R1 4058666	neuron	female organism|adult brain	catmaid_fafb:4058666
4129363	DN1a#1 4129363	neuron	female organism|adult brain	catmaid_fafb:4129363
4177248	VP1l+ lvPN1#1_L 4177248	neuron	female organism|adult brain	catmaid_fafb:4177248
4180842	KCa'b'-ap1_R#8 4180842	neuron	female organism|adult brain	catmaid_fafb:4180842
4181593	LHPV2a1#2 4181593	neuron	female organism|adult brain	catmaid_fafb:4181593
4182148	PV6r1#3 4182148	neuron	female organism|adult brain	catmaid_fafb:4182148
4182361	PV6r1#2 4182361	neuron	female organism|adult brain	catmaid_fafb:4182361
4182914	KCa'b'-ap1_R#2 4182914	neuron	female organism|adult brain	catmaid_fafb:4182914
4195469	Multiglomerular lALT l2PN#R4 4195469	neuron	female organism|adult brain	catmaid_fafb:4195469
4214681	PV6r1#1 4214681	neuron	female organism|adult brain	catmaid_fafb:4214681
4262079	VP4RNr#2 4262079	neuron	female organism|adult brain	catmaid_fafb:4262079
4294123	PD5g1#2 4294123	neuron	female organism|adult brain	catmaid_fafb:4294123
4330202	VP4RNr#3 4330202	neuron	female organism|adult brain	catmaid_fafb:4330202
4353150	VP4RNr#4 4353150	neuron	female organism|adult brain	catmaid_fafb:4353150
4393480	VP4RNl#2 4393480	neuron	female organism|adult brain	catmaid_fafb:4393480
4404808	VP1lRNr#1 4404808	neuron	female organism|adult brain	catmaid_fafb:4404808
4495405	VP2+SEZ lvPN2_L 4495405	neuron	female organism|adult brain	catmaid_fafb:4495405
4564481	VP1mRNr#1 4564481	neuron	female organism|adult brain	catmaid_fafb:4564481
4565316	VP5RNr#1 4565316	neuron	female organism|adult brain	catmaid_fafb:4565316
4631122	VP4+VP2+VL1 l2PN_L 4631122	neuron	female organism|adult brain	catmaid_fafb:4631122
4632023	Multiglomerular mlALT vPN#R53 4632023	neuron	female organism|adult brain	catmaid_fafb:4632023
4670373	VP2RNr#1 4670373	neuron	female organism|adult brain	catmaid_fafb:4670373
4671556	Biglomerular t10-lALT VP5 + VP3 l2PN#R1 4671556	neuron	female organism|adult brain	catmaid_fafb:4671556
4672650	Uniglomerular t10-lALT VP5 l2PN#R1 4672650	neuron	female organism|adult brain	catmaid_fafb:4672650
4712132	VP1mRNr#2 4712132	neuron	female organism|adult brain	catmaid_fafb:4712132
4724830	VC5+ lvPN1#1*_L 4724830	neuron	female organism|adult brain	catmaid_fafb:4724830
4865044	VP3RNar#1 4865044	neuron	female organism|adult brain	catmaid_fafb:4865044
4869882	Uniglomerular t10-lALT VP3+ l2PN bilateral#R2 4869882	neuron	female organism|adult brain	catmaid_fafb:4869882
4876532	Biglomerular t10-lALT VP5 + VP2 l2PN#R1 4876532	neuron	female organism|adult brain	catmaid_fafb:4876532
4889524	VP1mRNr#3 4889524	neuron	female organism|adult brain	catmaid_fafb:4889524
4954519	Multiglomerular mlALT vPN#R58 4954519	neuron	female organism|adult brain	catmaid_fafb:4954519
4978157	VP4RNl#3 4978157	neuron	female organism|adult brain	catmaid_fafb:4978157
5038422	VP2RNr#2 5038422	neuron	female organism|adult brain	catmaid_fafb:5038422
5062598	LHPV6k2#1 5062598	neuron	female organism|adult brain	catmaid_fafb:5062598
5122761	VC5++ l2PN1#1*_L 5122761	neuron	female organism|adult brain	catmaid_fafb:5122761
5140342	VP1lRNr#2 5140342	neuron	female organism|adult brain	catmaid_fafb:5140342
5172413	VP1lRNr#3 5172413	neuron	female organism|adult brain	catmaid_fafb:5172413
5183432	LHPV2a1#3 5183432	neuron	female organism|adult brain	catmaid_fafb:5183432
5241419	VP5RNr#2 5241419	neuron	female organism|adult brain	catmaid_fafb:5241419
5299610	VP4RNr#5 5299610	neuron	female organism|adult brain	catmaid_fafb:5299610
5331881	VP5RNr#3 5331881	neuron	female organism|adult brain	catmaid_fafb:5331881
5370537	VP1dRNr#3 5370537	neuron	female organism|adult brain	catmaid_fafb:5370537
5400401	VP5RNr#4 5400401	neuron	female organism|adult brain	catmaid_fafb:5400401
5434675	VP1mRNr#4 5434675	neuron	female organism|adult brain	catmaid_fafb:5434675
5459431	KCgR#2 5459431	neuron	female organism|adult brain	catmaid_fafb:5459431
5471515	Uniglomerular t5-mlALT VP3 vPN#R1 5471515	neuron	female organism|adult brain	catmaid_fafb:5471515
5501963	VP1dRNr#4 5501963	neuron	female organism|adult brain	catmaid_fafb:5501963
5582907	VC5++ l2PN2_L 5582907	neuron	female organism|adult brain	catmaid_fafb:5582907
5605174	LHPV4c3#1 5605174	neuron	female organism|adult brain	catmaid_fafb:5605174
5643689	VP1d+VP1l vPN_L 5643689	neuron	female organism|adult brain	catmaid_fafb:5643689
5672990	Uniglomerular lALT VP2 l2PN#R1 5672990	neuron	female organism|adult brain	catmaid_fafb:5672990
5675473	VP2RNr#3 5675473	neuron	female organism|adult brain	catmaid_fafb:5675473
5678610	VP5RNr#5 5678610	neuron	female organism|adult brain	catmaid_fafb:5678610
5700449	VP1mRNr#5 5700449	neuron	female organism|adult brain	catmaid_fafb:5700449
5709099	VP5RNr#6 5709099	neuron	female organism|adult brain	catmaid_fafb:5709099
5714879	VP1dRNr#5 5714879	neuron	female organism|adult brain	catmaid_fafb:5714879
5747727	VP5RNr#7 5747727	neuron	female organism|adult brain	catmaid_fafb:5747727
5813673	KCa'b'-ap1_R#7 5813673	neuron	female organism|adult brain	catmaid_fafb:5813673
5816884	KCg-s2R 5816884	neuron	female organism|adult brain	catmaid_fafb:5816884
5824701	tKCa'b'-ap1_R#2 5824701	neuron	female organism|adult brain	catmaid_fafb:5824701
5824712	LHPV6f1#3 5824712	neuron	female organism|adult brain	catmaid_fafb:5824712
5832021	KCa'b'-ap1_R#5 5832021	neuron	female organism|adult brain	catmaid_fafb:5832021
5937458	VP5RNr#8 5937458	neuron	female organism|adult brain	catmaid_fafb:5937458
5946637	VP3++ l2PN_L 5946637	neuron	female organism|adult brain	catmaid_fafb:5946637
5946848	Biglomerular t10-lALT VP5 + VP2 l2PN#R2 5946848	neuron	female organism|adult brain	catmaid_fafb:5946848
5982276	LHPD5a1#1 5982276	neuron	female organism|adult brain	catmaid_fafb:5982276
6279367	tKCa'b'-ap1_R#3 6279367	neuron	female organism|adult brain	catmaid_fafb:6279367
6292134	SLP364#2 6292134	neuron	female organism|adult brain	catmaid_fafb:6292134
6292328	SLP364#1 6292328	neuron	female organism|adult brain	catmaid_fafb:6292328
6292583	LHPV4c1#1 6292583	neuron	female organism|adult brain	catmaid_fafb:6292583
6547334	VP5RNr#9 6547334	neuron	female organism|adult brain	catmaid_fafb:6547334
6852116	AV3r1#1 6852116	neuron	female organism|adult brain	catmaid_fafb:6852116
7017522	Multiglomerular t10-lALT l2PN#R1 7017522	neuron	female organism|adult brain	catmaid_fafb:7017522
7385775	VP3RNar#2 7385775	neuron	female organism|adult brain	catmaid_fafb:7385775
7423431	VP2+SEZ lvPN1#1_L 7423431	neuron	female organism|adult brain	catmaid_fafb:7423431
7427360	VP3RNar#3 7427360	neuron	female organism|adult brain	catmaid_fafb:7427360
7463926	VP1l+ lvPN1#2_L 7463926	neuron	female organism|adult brain	catmaid_fafb:7463926
7837487	VP1lRNl#1 7837487	neuron	female organism|adult brain	catmaid_fafb:7837487
7910699	VP1lRNl#6 7910699	neuron	female organism|adult brain	catmaid_fafb:7910699
7910760	VP1lRNl#7 7910760	neuron	female organism|adult brain	catmaid_fafb:7910760
8406430	Multiglomerular t10-mALT l2PN#R1 8406430	neuron	female organism|adult brain	catmaid_fafb:8406430
8665620	VP1lRNr#4 8665620	neuron	female organism|adult brain	catmaid_fafb:8665620
8715672	Multiglomerular t2-mALT ilPN#R1 8715672	neuron	female organism|adult brain	catmaid_fafb:8715672
8808525	LHPV6f1#2 8808525	neuron	female organism|adult brain	catmaid_fafb:8808525
8808541	KCgR#3 8808541	neuron	female organism|adult brain	catmaid_fafb:8808541
8808581	KCa'b'-m_R#1 8808581	neuron	female organism|adult brain	catmaid_fafb:8808581
8820702	PD5g1#4 8820702	neuron	female organism|adult brain	catmaid_fafb:8820702
8821288	KCa'b'-ap1_R#6 8821288	neuron	female organism|adult brain	catmaid_fafb:8821288
8822544	KCgR#5 8822544	neuron	female organism|adult brain	catmaid_fafb:8822544
8825246	Multiglomerular t3-mALT l2PN#R2 8825246	neuron	female organism|adult brain	catmaid_fafb:8825246
8847299	KCa'b'-ap1_L#8 8847299	neuron	female organism|adult brain	catmaid_fafb:8847299
8848927	KCa'b'-ap1_L#6 8848927	neuron	female organism|adult brain	catmaid_fafb:8848927
8851349	KCa'b'-ap1_L#3 8851349	neuron	female organism|adult brain	catmaid_fafb:8851349
8853436	KCg-s2L 8853436	neuron	female organism|adult brain	catmaid_fafb:8853436
8853753	LHPV4c#1_L 8853753	neuron	female organism|adult brain	catmaid_fafb:8853753
8854268	LHPV4c#3_L 8854268	neuron	female organism|adult brain	catmaid_fafb:8854268
8854339	tKCa'b'-ap1_L#1 8854339	neuron	female organism|adult brain	catmaid_fafb:8854339
8864744	KCa'b'-ap1_L#10 8864744	neuron	female organism|adult brain	catmaid_fafb:8864744
8864990	VP2+ adPN_L 8864990	neuron	female organism|adult brain	catmaid_fafb:8864990
8865424	KCa'b'-ap1_L#12 8865424	neuron	female organism|adult brain	catmaid_fafb:8865424
8865505	KCgL#2 8865505	neuron	female organism|adult brain	catmaid_fafb:8865505
8865603	KCgL#3 8865603	neuron	female organism|adult brain	catmaid_fafb:8865603
8866744	KCa'b'-ap1_L#4 8866744	neuron	female organism|adult brain	catmaid_fafb:8866744
8867359	KCa'b'-ap1_L#1 8867359	neuron	female organism|adult brain	catmaid_fafb:8867359
8867611	DN1a#1_L 8867611	neuron	female organism|adult brain	catmaid_fafb:8867611
8867765	PV6r1#1_L 8867765	neuron	female organism|adult brain	catmaid_fafb:8867765
8869397	KCa'b'-ap1_L#5 8869397	neuron	female organism|adult brain	catmaid_fafb:8869397
8869803	KCa'b'-ap1_L#11 8869803	neuron	female organism|adult brain	catmaid_fafb:8869803
8870427	KCa'b'-ap1_L#9 8870427	neuron	female organism|adult brain	catmaid_fafb:8870427
8870514	PV6r1#2_L 8870514	neuron	female organism|adult brain	catmaid_fafb:8870514
8872558	LHPV4c#4_L 8872558	neuron	female organism|adult brain	catmaid_fafb:8872558
8873592	LHAV3q1#1_L 8873592	neuron	female organism|adult brain	catmaid_fafb:8873592
8875932	PD5g1#2_L 8875932	neuron	female organism|adult brain	catmaid_fafb:8875932
8876600	DN1-l_L 8876600	neuron	female organism|adult brain	catmaid_fafb:8876600
8877293	PV6r1#4_L 8877293	neuron	female organism|adult brain	catmaid_fafb:8877293
8877321	KCa'b'-ap1_L#7 8877321	neuron	female organism|adult brain	catmaid_fafb:8877321
8880131	PD5g1#3_L 8880131	neuron	female organism|adult brain	catmaid_fafb:8880131
8880337	tKCa'b'-ap1_L#2 8880337	neuron	female organism|adult brain	catmaid_fafb:8880337
8880705	PV7c1#1 8880705	neuron	female organism|adult brain	catmaid_fafb:8880705
8880798	LHPV4c#5_L 8880798	neuron	female organism|adult brain	catmaid_fafb:8880798
8883804	LHPV4c#2_L 8883804	neuron	female organism|adult brain	catmaid_fafb:8883804
8883836	PD5g1#1_L 8883836	neuron	female organism|adult brain	catmaid_fafb:8883836
8884784	tKCa'b'-ap1_L#3 8884784	neuron	female organism|adult brain	catmaid_fafb:8884784
8885938	KCa'b'-ap1_L#2 8885938	neuron	female organism|adult brain	catmaid_fafb:8885938
8896969	PV6r1#3_L 8896969	neuron	female organism|adult brain	catmaid_fafb:8896969
9018826	AV3r1#1_L 9018826	neuron	female organism|adult brain	catmaid_fafb:9018826
9027601	VP1lRNl#2 9027601	neuron	female organism|adult brain	catmaid_fafb:9027601
9039579	VP4 vPN_L 9039579	neuron	female organism|adult brain	catmaid_fafb:9039579
9069835	LHPV6h1#1 9069835	neuron	female organism|adult brain	catmaid_fafb:9069835
9101937	VP1m+VP2 lvPN1#1_L 9101937	neuron	female organism|adult brain	catmaid_fafb:9101937
9117955	KCa'b'-ap1_R#12 9117955	neuron	female organism|adult brain	catmaid_fafb:9117955
9159128	VP2 adPN_L 9159128	neuron	female organism|adult brain	catmaid_fafb:9159128
9159383	AV3r1#2_L 9159383	neuron	female organism|adult brain	catmaid_fafb:9159383
9362353	DN1a#2_L 9362353	neuron	female organism|adult brain	catmaid_fafb:9362353
9511430	VP5+SEZ adPN_L 9511430	neuron	female organism|adult brain	catmaid_fafb:9511430
9573191	VP3RNal#1 9573191	neuron	female organism|adult brain	catmaid_fafb:9573191
9573214	VP3RNal#4 9573214	neuron	female organism|adult brain	catmaid_fafb:9573214
9573225	VP3RNal#3 9573225	neuron	female organism|adult brain	catmaid_fafb:9573225
9584821	VP2RNl#2 9584821	neuron	female organism|adult brain	catmaid_fafb:9584821
9585262	VP2RNl#3 9585262	neuron	female organism|adult brain	catmaid_fafb:9585262
9586382	VP1dRNl#4 9586382	neuron	female organism|adult brain	catmaid_fafb:9586382
9588361	VP3RNal#2 9588361	neuron	female organism|adult brain	catmaid_fafb:9588361
9588978	VP1m+ lvPN_L 9588978	neuron	female organism|adult brain	catmaid_fafb:9588978
9590169	VP1m+VP2 lvPN2_L 9590169	neuron	female organism|adult brain	catmaid_fafb:9590169
9610210	VP1dRNl#1 9610210	neuron	female organism|adult brain	catmaid_fafb:9610210
9610756	VP5RNl#1 9610756	neuron	female organism|adult brain	catmaid_fafb:9610756
9611706	VP5RNl#2 9611706	neuron	female organism|adult brain	catmaid_fafb:9611706
9611893	VP5RNl#3 9611893	neuron	female organism|adult brain	catmaid_fafb:9611893
9612139	VP5RNl#4 9612139	neuron	female organism|adult brain	catmaid_fafb:9612139
9612147	VP5RNl#5 9612147	neuron	female organism|adult brain	catmaid_fafb:9612147
9614216	VP2RNl#1 9614216	neuron	female organism|adult brain	catmaid_fafb:9614216
9704839	VP5+VP3 l2PN_L 9704839	neuron	female organism|adult brain	catmaid_fafb:9704839
9711486	LHAV3f1#1_L 9711486	neuron	female organism|adult brain	catmaid_fafb:9711486
9716626	VP1d+VP4 l2PN1_L 9716626	neuron	female organism|adult brain	catmaid_fafb:9716626
9717951	VP1m++ smPN*_L 9717951	neuron	female organism|adult brain	catmaid_fafb:9717951
9740174	VP1d+VP4 l2PN2_L 9740174	neuron	female organism|adult brain	catmaid_fafb:9740174
9942769	KCgL#1 9942769	neuron	female organism|adult brain	catmaid_fafb:9942769
9951834	PD5g1#3 9951834	neuron	female organism|adult brain	catmaid_fafb:9951834
10078400	Multiglomerular mALT l2PN#R5 10078400	neuron	female organism|adult brain	catmaid_fafb:10078400
10515783	VP2+VC5 l2PN_L 10515783	neuron	female organism|adult brain	catmaid_fafb:10515783
10527316	KCgR#11 10527316	neuron	female organism|adult brain	catmaid_fafb:10527316
11052217	VP2+VP5 lvPN#1_L 11052217	neuron	female organism|adult brain	catmaid_fafb:11052217
11128057	PV6r1#4 11128057	neuron	female organism|adult brain	catmaid_fafb:11128057
11210831	PD5g1#1 11210831	neuron	female organism|adult brain	catmaid_fafb:11210831
11219809	VP1dRNr#6 11219809	neuron	female organism|adult brain	catmaid_fafb:11219809
11220858	VP1dRNr#7 11220858	neuron	female organism|adult brain	catmaid_fafb:11220858
11234968	Uniglomerular t10-lALT VP3+l2PN#R1 11234968	neuron	female organism|adult brain	catmaid_fafb:11234968
11524119	Uniglomerular lALT VP1m l2PN#R1 11524119	neuron	female organism|adult brain	catmaid_fafb:11524119
11524452	DN1-l 11524452	neuron	female organism|adult brain	catmaid_fafb:11524452
11543519	LHAV2d1#1 11543519	neuron	female organism|adult brain	catmaid_fafb:11543519
11545803	LHAV3f1#1 11545803	neuron	female organism|adult brain	catmaid_fafb:11545803
11546775	Multiglomerular t6-mALT smPN#R1 11546775	neuron	female organism|adult brain	catmaid_fafb:11546775
11648695	VP1lRNr#5 11648695	neuron	female organism|adult brain	catmaid_fafb:11648695
12229707	VP1mRNr#6 12229707	neuron	female organism|adult brain	catmaid_fafb:12229707
12232904	VP1lRNr#6 12232904	neuron	female organism|adult brain	catmaid_fafb:12232904
12234527	VP1dRNr#8 12234527	neuron	female organism|adult brain	catmaid_fafb:12234527
12242212	VP1dRNr#9 12242212	neuron	female organism|adult brain	catmaid_fafb:12242212
12514898	VP4RNr#6 12514898	neuron	female organism|adult brain	catmaid_fafb:12514898
12638434	VP4RNl#4 12638434	neuron	female organism|adult brain	catmaid_fafb:12638434
12640883	VP4RNr#7 12640883	neuron	female organism|adult brain	catmaid_fafb:12640883
12643158	VP4RNr#8 12643158	neuron	female organism|adult brain	catmaid_fafb:12643158
12647035	VP4RNl#5 12647035	neuron	female organism|adult brain	catmaid_fafb:12647035
12681995	VP1m+VP2 lvPN1#2_L 12681995	neuron	female organism|adult brain	catmaid_fafb:12681995
12702477	VP1dRNl#2 12702477	neuron	female organism|adult brain	catmaid_fafb:12702477
12702677	VP1dRNl#7 12702677	neuron	female organism|adult brain	catmaid_fafb:12702677
12709197	VP4RNl#6 12709197	neuron	female organism|adult brain	catmaid_fafb:12709197
12713426	VP4RNr#9 12713426	neuron	female organism|adult brain	catmaid_fafb:12713426
12717819	VP4RNr#10 12717819	neuron	female organism|adult brain	catmaid_fafb:12717819
12734515	VP1mRNl#2 12734515	neuron	female organism|adult brain	catmaid_fafb:12734515
12765352	VP5RNl#6 12765352	neuron	female organism|adult brain	catmaid_fafb:12765352
12766362	VP1mRNl#4 12766362	neuron	female organism|adult brain	catmaid_fafb:12766362
12766859	VP1mRNl#6 12766859	neuron	female organism|adult brain	catmaid_fafb:12766859
12770538	VP5RNl#7 12770538	neuron	female organism|adult brain	catmaid_fafb:12770538
12776427	VP1mRNl#1 12776427	neuron	female organism|adult brain	catmaid_fafb:12776427
12780133	VP1dRNl#5 12780133	neuron	female organism|adult brain	catmaid_fafb:12780133
12782012	VP1dRNl#6 12782012	neuron	female organism|adult brain	catmaid_fafb:12782012
12805737	VP4+ vPN_L 12805737	neuron	female organism|adult brain	catmaid_fafb:12805737
12819065	VP4RNr#11 12819065	neuron	female organism|adult brain	catmaid_fafb:12819065
12819089	VP4RNl#7 12819089	neuron	female organism|adult brain	catmaid_fafb:12819089
12819231	VP4RNl#8 12819231	neuron	female organism|adult brain	catmaid_fafb:12819231
12819297	VP4RNl#9 12819297	neuron	female organism|adult brain	catmaid_fafb:12819297
12819339	VP4RNl#10 12819339	neuron	female organism|adult brain	catmaid_fafb:12819339
12819401	VP4RNl#11 12819401	neuron	female organism|adult brain	catmaid_fafb:12819401
12819438	VP4RNl#12 12819438	neuron	female organism|adult brain	catmaid_fafb:12819438
12819448	VP4RNr#13 12819448	neuron	female organism|adult brain	catmaid_fafb:12819448
12819460	VP4RNl#13 12819460	neuron	female organism|adult brain	catmaid_fafb:12819460
12819469	VP4RNl#14 12819469	neuron	female organism|adult brain	catmaid_fafb:12819469
12819487	VP4RNr#14 12819487	neuron	female organism|adult brain	catmaid_fafb:12819487
13053419	VP5 l2PN_L 13053419	neuron	female organism|adult brain	catmaid_fafb:13053419
13054040	VP2RNl#4 13054040	neuron	female organism|adult brain	catmaid_fafb:13054040
13154015	VP2 l2PN_L 13154015	neuron	female organism|adult brain	catmaid_fafb:13154015
13159715	VP3+ l2PN1#2_L 13159715	neuron	female organism|adult brain	catmaid_fafb:13159715
13159719	VP5+VP2 l2PN#1_L 13159719	neuron	female organism|adult brain	catmaid_fafb:13159719
13159728	VP3+ l2PN1#1_L 13159728	neuron	female organism|adult brain	catmaid_fafb:13159728
13159741	VP3+ l2PN2#1_L 13159741	neuron	female organism|adult brain	catmaid_fafb:13159741
13272972	VP1m+VP1d vPN_L 13272972	neuron	female organism|adult brain	catmaid_fafb:13272972
13492671	VP1l+ lvPN1#3_L 13492671	neuron	female organism|adult brain	catmaid_fafb:13492671
13599618	VP1lRNl#3 13599618	neuron	female organism|adult brain	catmaid_fafb:13599618
13599868	VP1lRNl#4 13599868	neuron	female organism|adult brain	catmaid_fafb:13599868
13599881	VP1lRNl#5 13599881	neuron	female organism|adult brain	catmaid_fafb:13599881
13599982	VP1dRNl#3 13599982	neuron	female organism|adult brain	catmaid_fafb:13599982
13604008	VP1mRNl#3 13604008	neuron	female organism|adult brain	catmaid_fafb:13604008
13613023	VP1mRNl#7 13613023	neuron	female organism|adult brain	catmaid_fafb:13613023
13635531	VP1mRNl#5 13635531	neuron	female organism|adult brain	catmaid_fafb:13635531
13931917	VP1m+VP2 lvPN1#3_L 13931917	neuron	female organism|adult brain	catmaid_fafb:13931917
13950267	VC5++ l2PN1#2*_L 13950267	neuron	female organism|adult brain	catmaid_fafb:13950267
14003783	Uniglomerular mALT VP5 + SEZ adPN#R1 14003783	neuron	female organism|adult brain	catmaid_fafb:14003783
14005954	VP1m++ l2PN*_L 14005954	neuron	female organism|adult brain	catmaid_fafb:14005954
