object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	2798040	catmaid_l1em	
left side of organism	overlaps	3504632	catmaid_l1em	
left side of organism	overlaps	3546835	catmaid_l1em	
left side of organism	overlaps	3995976	catmaid_l1em	
left side of organism	overlaps	4039711	catmaid_l1em	
left side of organism	overlaps	4060628	catmaid_l1em	
left side of organism	overlaps	4071032	catmaid_l1em	
left side of organism	overlaps	4113533	catmaid_l1em	
left side of organism	overlaps	4123145	catmaid_l1em	
left side of organism	overlaps	4302562	catmaid_l1em	
left side of organism	overlaps	4386719	catmaid_l1em	
left side of organism	overlaps	4394777	catmaid_l1em	
left side of organism	overlaps	4542822	catmaid_l1em	
left side of organism	overlaps	4715415	catmaid_l1em	
left side of organism	overlaps	4740178	catmaid_l1em	
left side of organism	overlaps	4778439	catmaid_l1em	
left side of organism	overlaps	5084467	catmaid_l1em	
left side of organism	overlaps	5343578	catmaid_l1em	
left side of organism	overlaps	6330796	catmaid_l1em	
left side of organism	overlaps	6570401	catmaid_l1em	
left side of organism	overlaps	6578062	catmaid_l1em	
left side of organism	overlaps	6931770	catmaid_l1em	
right side of organism	overlaps	6931770	catmaid_l1em	
left side of organism	overlaps	7195651	catmaid_l1em	
left side of organism	overlaps	7343002	catmaid_l1em	
left side of organism	overlaps	7855607	catmaid_l1em	
left side of organism	overlaps	7876385	catmaid_l1em	
left side of organism	overlaps	7924478	catmaid_l1em	
left side of organism	overlaps	7992966	catmaid_l1em	
left side of organism	overlaps	8057753	catmaid_l1em	
left side of organism	overlaps	8059283	catmaid_l1em	
left side of organism	overlaps	8196192	catmaid_l1em	
right side of organism	overlaps	8196192	catmaid_l1em	
left side of organism	overlaps	8235049	catmaid_l1em	
left side of organism	overlaps	8421329	catmaid_l1em	
left side of organism	overlaps	8688631	catmaid_l1em	
left side of organism	overlaps	9544992	catmaid_l1em	
left side of organism	overlaps	10054666	catmaid_l1em	
left side of organism	overlaps	10089252	catmaid_l1em	
left side of organism	overlaps	10273060	catmaid_l1em	
left side of organism	overlaps	10299625	catmaid_l1em	
left side of organism	overlaps	10474936	catmaid_l1em	
right side of organism	overlaps	10474936	catmaid_l1em	
left side of organism	overlaps	10804041	catmaid_l1em	
left side of organism	overlaps	10858401	catmaid_l1em	
left side of organism	overlaps	10929797	catmaid_l1em	
left side of organism	overlaps	11106522	catmaid_l1em	
left side of organism	overlaps	11455472	catmaid_l1em	
left side of organism	overlaps	11466247	catmaid_l1em	
right side of organism	overlaps	11466247	catmaid_l1em	
left side of organism	overlaps	11928389	catmaid_l1em	
right side of organism	overlaps	11928389	catmaid_l1em	
left side of organism	overlaps	12014775	catmaid_l1em	
left side of organism	overlaps	12039793	catmaid_l1em	
left side of organism	overlaps	12040460	catmaid_l1em	
left side of organism	overlaps	12042425	catmaid_l1em	
left side of organism	overlaps	12140925	catmaid_l1em	
left side of organism	overlaps	12809923	catmaid_l1em	
left side of organism	overlaps	12809976	catmaid_l1em	
left side of organism	overlaps	12820085	catmaid_l1em	
left side of organism	overlaps	12820178	catmaid_l1em	
left side of organism	overlaps	12820277	catmaid_l1em	
left side of organism	overlaps	13004884	catmaid_l1em	
left side of organism	overlaps	14046279	catmaid_l1em	
left side of organism	overlaps	14866842	catmaid_l1em	
left side of organism	overlaps	16009772	catmaid_l1em	
left side of organism	overlaps	16272893	catmaid_l1em	
left side of organism	overlaps	16504350	catmaid_l1em	
left side of organism	overlaps	16531827	catmaid_l1em	
left side of organism	overlaps	17114293	catmaid_l1em	
left side of organism	overlaps	17399735	catmaid_l1em	
left side of organism	overlaps	18418512	catmaid_l1em	
right side of organism	overlaps	18418512	catmaid_l1em	
left side of organism	overlaps	18458734	catmaid_l1em	
left side of organism	overlaps	18509063	catmaid_l1em	
left side of organism	overlaps	18769231	catmaid_l1em	
