filename	label	is_a	part_of	dbxrefs
8409238	Patchy LN #15 8409238	neuron	female organism|adult brain	catmaid_fafb:8409238
8411733	VM3 ORN #2 8411733	neuron	female organism|adult brain	catmaid_fafb:8411733
8451180	LN #14 8451180	neuron	female organism|adult brain	catmaid_fafb:8451180
8490593	DA2 ORN #22 8490593	neuron	female organism|adult brain	catmaid_fafb:8490593
8490608	DA2 ORN #23 8490608	neuron	female organism|adult brain	catmaid_fafb:8490608
8490628	DA2 ORN #24 8490628	neuron	female organism|adult brain	catmaid_fafb:8490628
8490635	DA2 ORN #25 8490635	neuron	female organism|adult brain	catmaid_fafb:8490635
8540881	SIMPAL-Left #1 8540881	neuron	female organism|adult brain	catmaid_fafb:8540881
8543282	VM2 ORN #5 8543282	neuron	female organism|adult brain	catmaid_fafb:8543282
8552643	VM1 ORN #10 8552643	neuron	female organism|adult brain	catmaid_fafb:8552643
8552754	VM1 ORN #11 8552754	neuron	female organism|adult brain	catmaid_fafb:8552754
8594279	DC1 ORN #13 8594279	neuron	female organism|adult brain	catmaid_fafb:8594279
8633531	Patchy LN #16 8633531	neuron	female organism|adult brain	catmaid_fafb:8633531
8633612	vLN#4 8633612	neuron	female organism|adult brain	catmaid_fafb:8633612
8672384	DM5 ORN #11 8672384	neuron	female organism|adult brain	catmaid_fafb:8672384
8674892	DM5 ORN #24 8674892	neuron	female organism|adult brain	catmaid_fafb:8674892
8677211	DM5 ORN #12 8677211	neuron	female organism|adult brain	catmaid_fafb:8677211
8677226	DM5 ORN #13 8677226	neuron	female organism|adult brain	catmaid_fafb:8677226
8677396	DM5 ORN #14 8677396	neuron	female organism|adult brain	catmaid_fafb:8677396
8677435	DM5 ORN #25 8677435	neuron	female organism|adult brain	catmaid_fafb:8677435
8677465	DM5 ORN #15 8677465	neuron	female organism|adult brain	catmaid_fafb:8677465
8726949	LN #15 8726949	neuron	female organism|adult brain	catmaid_fafb:8726949
8727095	DA2 ORN #26 8727095	neuron	female organism|adult brain	catmaid_fafb:8727095
8727184	DA2 ORN #27 8727184	neuron	female organism|adult brain	catmaid_fafb:8727184
8736980	vLN#5 8736980	neuron	female organism|adult brain	catmaid_fafb:8736980
8736990	VM2 ORN #6 8736990	neuron	female organism|adult brain	catmaid_fafb:8736990
8749911	DM5 ORN #16 8749911	neuron	female organism|adult brain	catmaid_fafb:8749911
8750841	DM5 ORN #17 8750841	neuron	female organism|adult brain	catmaid_fafb:8750841
8752609	DM5 ORN #18 8752609	neuron	female organism|adult brain	catmaid_fafb:8752609
8758596	OA Neuron #1 8758596	neuron	female organism|adult brain	catmaid_fafb:8758596
8758601	Patchy LN #17 8758601	neuron	female organism|adult brain	catmaid_fafb:8758601
8762565	DM5 ORN #19 8762565	neuron	female organism|adult brain	catmaid_fafb:8762565
8929885	DA2 ORN #28 8929885	neuron	female organism|adult brain	catmaid_fafb:8929885
8956024	LN #23 8956024	neuron	female organism|adult brain	catmaid_fafb:8956024
8964539	LNsez #2 8964539	neuron	female organism|adult brain	catmaid_fafb:8964539
8990218	DM5 ORN #20 8990218	neuron	female organism|adult brain	catmaid_fafb:8990218
8990226	DM5 ORN #21 8990226	neuron	female organism|adult brain	catmaid_fafb:8990226
9234139	LN #16 9234139	neuron	female organism|adult brain	catmaid_fafb:9234139
9234183	LN #17 9234183	neuron	female organism|adult brain	catmaid_fafb:9234183
10108062	Patchy LN #18 10108062	neuron	female organism|adult brain	catmaid_fafb:10108062
10133855	VM3 ORN #1 10133855	neuron	female organism|adult brain	catmaid_fafb:10133855
10238492	Patchy LN #19 10238492	neuron	female organism|adult brain	catmaid_fafb:10238492
10485942	LN #18 10485942	neuron	female organism|adult brain	catmaid_fafb:10485942
11085282	DM5 ORN #22 11085282	neuron	female organism|adult brain	catmaid_fafb:11085282
11085290	DM5 ORN #1 11085290	neuron	female organism|adult brain	catmaid_fafb:11085290
11161904	DM1 ORN #1 11161904	neuron	female organism|adult brain	catmaid_fafb:11161904
11355584	DC1 ORN #1 11355584	neuron	female organism|adult brain	catmaid_fafb:11355584
11633437	Patchy LN #20 11633437	neuron	female organism|adult brain	catmaid_fafb:11633437
11673863	DM1 ORN #2 11673863	neuron	female organism|adult brain	catmaid_fafb:11673863
11673877	DM1 ORN #3 11673877	neuron	female organism|adult brain	catmaid_fafb:11673877
11720855	DM1 ORN #4 11720855	neuron	female organism|adult brain	catmaid_fafb:11720855
11720861	DM1 ORN #5 11720861	neuron	female organism|adult brain	catmaid_fafb:11720861
11774082	DC1 ORN #2 11774082	neuron	female organism|adult brain	catmaid_fafb:11774082
11858364	DC1 ORN #3 11858364	neuron	female organism|adult brain	catmaid_fafb:11858364
11858419	vLN#6 11858419	neuron	female organism|adult brain	catmaid_fafb:11858419
11858466	DC1 ORN #4 11858466	neuron	female organism|adult brain	catmaid_fafb:11858466
11920073	DM5 ORN #2 11920073	neuron	female organism|adult brain	catmaid_fafb:11920073
11920098	DM5 ORN #3 11920098	neuron	female organism|adult brain	catmaid_fafb:11920098
11949255	vLN#7 11949255	neuron	female organism|adult brain	catmaid_fafb:11949255
11949260	vLN#8 11949260	neuron	female organism|adult brain	catmaid_fafb:11949260
11950655	DM5 ORN #4 11950655	neuron	female organism|adult brain	catmaid_fafb:11950655
11957607	DM5 ORN #5 11957607	neuron	female organism|adult brain	catmaid_fafb:11957607
11957620	DM5 ORN #6 11957620	neuron	female organism|adult brain	catmaid_fafb:11957620
11957632	DM5 ORN #7 11957632	neuron	female organism|adult brain	catmaid_fafb:11957632
12013369	DA2 ORN #1 12013369	neuron	female organism|adult brain	catmaid_fafb:12013369
12013573	DA2 ORN #2 12013573	neuron	female organism|adult brain	catmaid_fafb:12013573
12024537	DA2 ORN #11 12024537	neuron	female organism|adult brain	catmaid_fafb:12024537
12029493	DA2 ORN #3 12029493	neuron	female organism|adult brain	catmaid_fafb:12029493
12039724	LN #19 12039724	neuron	female organism|adult brain	catmaid_fafb:12039724
12081297	vLNb#3 12081297	neuron	female organism|adult brain	catmaid_fafb:12081297
12084779	LN #20 12084779	neuron	female organism|adult brain	catmaid_fafb:12084779
12859930	vLN#9 12859930	neuron	female organism|adult brain	catmaid_fafb:12859930
12859987	VM1 ORN #1 12859987	neuron	female organism|adult brain	catmaid_fafb:12859987
12863515	VM1 ORN #2 12863515	neuron	female organism|adult brain	catmaid_fafb:12863515
12867308	VM1 ORN #3 12867308	neuron	female organism|adult brain	catmaid_fafb:12867308
12995528	LN #21 12995528	neuron	female organism|adult brain	catmaid_fafb:12995528
13281170	DC1 ORN #14 13281170	neuron	female organism|adult brain	catmaid_fafb:13281170
13762716	DM1 ORN #16 13762716	neuron	female organism|adult brain	catmaid_fafb:13762716
14020953	DM1 ORN #24 14020953	neuron	female organism|adult brain	catmaid_fafb:14020953
14023189	DM1 ORN #19 14023189	neuron	female organism|adult brain	catmaid_fafb:14023189
14545747	DM1 ORN #17 14545747	neuron	female organism|adult brain	catmaid_fafb:14545747
