filename	label	is_a	part_of	comment	dbxrefs
1688860	arculum midline (T1LEG:1688860)	arculum	female organism|prothoracic leg	arculum	catmaid_leg40:1688860
1688874	arculum outline (T1LEG:1688874)	arculum	female organism|prothoracic leg	"outline, arculum"	catmaid_leg40:1688874
1688887	FeCO medial tendon (T1LEG:1688887)	femoral chordotonal organ medial tendon	female organism|prothoracic leg	sensory tendon	catmaid_leg40:1688887
1688899	FeCO lateral tendon (T1LEG:1688899)	femoral chordotonal organ lateral tendon	female organism|prothoracic leg	sensory tendon	catmaid_leg40:1688899
