filename	label	is_a	part_of	comment	dbxrefs	synonyms
1945492	vpoIN#5 (FAFB:1945492)	neuron	female organism|adult brain	vpoIN#5, FBbt:00110469	catmaid_fafb:1945492	
3770805	pC1e (FAFB:3770805)	neuron	female organism|adult brain	pC1e, FBbt:00049926	catmaid_fafb:3770805	
3781621	pC1b (FAFB:3781621)	neuron	female organism|adult brain	pC1b, FBbt:00049923	catmaid_fafb:3781621	
3794183	pC1c (FAFB:3794183)	neuron	female organism|adult brain	pC1c, FBbt:00049924	catmaid_fafb:3794183	
3807212	pC1a (FAFB:3807212)	neuron	female organism|adult brain	pC1a, FBbt:00049922	catmaid_fafb:3807212	
3979930	pC1d (FAFB:3979930)	neuron	female organism|adult brain	pC1d, FBbt:00049925	catmaid_fafb:3979930	
4358524	SAG#L (FAFB:4358524)	neuron	female organism|adult brain	FBbt:00111304, SAG#L	catmaid_fafb:4358524	
5094164	vpoDN (FAFB:5094164)	neuron	female organism|adult brain	vpoDN, FBbt:00048405	catmaid_fafb:5094164	
5114792	vpoIN#1 (FAFB:5114792)	neuron	female organism|adult brain	vpoIN#1, FBbt:00110469	catmaid_fafb:5114792	
5123560	vpoIN#10 (FAFB:5123560)	neuron	female organism|adult brain	vpoIN#10, FBbt:00110469	catmaid_fafb:5123560	
5310406	vpoIN#3 (FAFB:5310406)	neuron	female organism|adult brain	vpoIN#3, FBbt:00110469	catmaid_fafb:5310406	
5353953	SAG#R (FAFB:5353953)	neuron	female organism|adult brain	FBbt:00111304, SAG#R	catmaid_fafb:5353953	
5480914	vpoEN#2 (FAFB:5480914)	neuron	female organism|adult brain	vpoEN#2	catmaid_fafb:5480914	
5486634	vpoIN#4 (FAFB:5486634)	neuron	female organism|adult brain	vpoIN#4, FBbt:00110469	catmaid_fafb:5486634	
5496946	vpoEN#1 (FAFB:5496946)	neuron	female organism|adult brain	vpoEN#1	catmaid_fafb:5496946	
5592796	vpoIN#9 (FAFB:5592796)	neuron	female organism|adult brain	vpoIN#9, FBbt:00110469	catmaid_fafb:5592796	
5746422	vpoIN#13 (FAFB:5746422)	neuron	female organism|adult brain	vpoIN#13, FBbt:00110469	catmaid_fafb:5746422	
5753206	vpoIN#8 (FAFB:5753206)	neuron	female organism|adult brain	vpoIN#8, FBbt:00110469	catmaid_fafb:5753206	
6031288	vpoIN#14 (FAFB:6031288)	neuron	female organism|adult brain	vpoIN#14, FBbt:00110469	catmaid_fafb:6031288	
6481208	vpoIN#2 (FAFB:6481208)	neuron	female organism|adult brain	vpoIN#2, FBbt:00110469	catmaid_fafb:6481208	
6540243	vpoIN#11 (FAFB:6540243)	neuron	female organism|adult brain	vpoIN#11, FBbt:00110469	catmaid_fafb:6540243	
7125205	vpoIN#7 (FAFB:7125205)	neuron	female organism|adult brain	vpoIN#7, FBbt:00110469	catmaid_fafb:7125205	
7378247	vpoIN#12 (FAFB:7378247)	neuron	female organism|adult brain	vpoIN#12, FBbt:00110469	catmaid_fafb:7378247	
8886951	vpoIN#6 (FAFB:8886951)	neuron	female organism|adult brain	vpoIN#6, FBbt:00110469	catmaid_fafb:8886951	
