filename	label	is_a	part_of	comment	dbxrefs	synonyms
3095992	JO-B-13 (type-2) (FAFB:3095992)	neuron	female organism|adult brain	JO-B-13, FBbt:00049549	catmaid_fafb:3095992	
3109296	JO-B-31 (type-3) (FAFB:3109296)	neuron	female organism|adult brain	JO-B-31, FBbt:00049551	catmaid_fafb:3109296	
3123085	JO-B-30 (type-3) (FAFB:3123085)	neuron	female organism|adult brain	JO-B-30, FBbt:00049551	catmaid_fafb:3123085	
3129714	JO-B-33 (type-4) (FAFB:3129714)	neuron	female organism|adult brain	JO-B-33, FBbt:00049552	catmaid_fafb:3129714	
3129720	JO-B-34 (type-4) (FAFB:3129720)	neuron	female organism|adult brain	JO-B-34, FBbt:00049552	catmaid_fafb:3129720	
3129725	JO-B-35 (type-4) (FAFB:3129725)	neuron	female organism|adult brain	JO-B-35, FBbt:00049552	catmaid_fafb:3129725	
3149051	JO-B-4 (type-1) (FAFB:3149051)	neuron	female organism|adult brain	JO-B-4, FBbt:00049548	catmaid_fafb:3149051	
3164346	JO-B-36 (type-4) (FAFB:3164346)	neuron	female organism|adult brain	JO-B-36, FBbt:00049552	catmaid_fafb:3164346	
3169611	JO-B-32 (type-3) (FAFB:3169611)	neuron	female organism|adult brain	JO-B-32, FBbt:00049551	catmaid_fafb:3169611	
3170487	JO-B-37 (type-4) (FAFB:3170487)	neuron	female organism|adult brain	JO-B-37, FBbt:00049552	catmaid_fafb:3170487	
3171269	JO-B-38 (type-4) (FAFB:3171269)	neuron	female organism|adult brain	JO-B-38, FBbt:00049552	catmaid_fafb:3171269	
3172961	JO-B-28 (type-3) (FAFB:3172961)	neuron	female organism|adult brain	JO-B-28, FBbt:00049551	catmaid_fafb:3172961	
3178473	JO-B-39 (type-4) (FAFB:3178473)	neuron	female organism|adult brain	JO-B-39, FBbt:00049552	catmaid_fafb:3178473	
3186832	JO-B-40 (type-4) (FAFB:3186832)	neuron	female organism|adult brain	JO-B-40, FBbt:00049552	catmaid_fafb:3186832	
3187712	JO-B-6 (type-1) (FAFB:3187712)	neuron	female organism|adult brain	JO-B-6, FBbt:00049548	catmaid_fafb:3187712	
3188032	JO-B-41 (type-4) (FAFB:3188032)	neuron	female organism|adult brain	JO-B-41, FBbt:00049552	catmaid_fafb:3188032	
3188524	JO-A-15 (type-2) (FAFB:3188524)	neuron	female organism|adult brain	JO-A-15, FBbt:00049546	catmaid_fafb:3188524	
3216944	JO-A-16 (type-2) (FAFB:3216944)	neuron	female organism|adult brain	JO-A-16, FBbt:00049546	catmaid_fafb:3216944	
3224320	JO-A-17 (type-2) (FAFB:3224320)	neuron	female organism|adult brain	JO-A-17, FBbt:00049546	catmaid_fafb:3224320	
3252871	JO-A-18 (type-2) (FAFB:3252871)	neuron	female organism|adult brain	JO-A-18, FBbt:00049546	catmaid_fafb:3252871	
3265380	JO-A-19 (type-2) (FAFB:3265380)	neuron	female organism|adult brain	JO-A-19, FBbt:00049546	catmaid_fafb:3265380	
3278280	AMMC-B1-1 (FAFB:3278280)	neuron	female organism|adult brain	FBbt:00110120, AMMC-B1-1	catmaid_fafb:3278280	
3351842	JO-A-20 (type-2) (FAFB:3351842)	neuron	female organism|adult brain	JO-A-20, FBbt:00049546	catmaid_fafb:3351842	
3353939	JO-A-8 (type-1) (FAFB:3353939)	neuron	female organism|adult brain	JO-A-8, FBbt:00049545	catmaid_fafb:3353939	
3354422	JO-A-21 (type-2) (FAFB:3354422)	neuron	female organism|adult brain	JO-A-21, FBbt:00049546	catmaid_fafb:3354422	
3379262	JO-A-6 (type-1) (FAFB:3379262)	neuron	female organism|adult brain	JO-A-6, FBbt:00049545	catmaid_fafb:3379262	
3387407	JO-B-25 (type-3) (FAFB:3387407)	neuron	female organism|adult brain	JO-B-25, FBbt:00049551	catmaid_fafb:3387407	
3402380	JO-B-23 (type-2) (FAFB:3402380)	neuron	female organism|adult brain	JO-B-23, FBbt:00049549	catmaid_fafb:3402380	
3403100	JO-B-14 (type-2) (FAFB:3403100)	neuron	female organism|adult brain	JO-B-14, FBbt:00049549	catmaid_fafb:3403100	
3410761	JO-B-15 (type-2) (FAFB:3410761)	neuron	female organism|adult brain	JO-B-15, FBbt:00049549	catmaid_fafb:3410761	
3410772	JO-A-22 (type-2) (FAFB:3410772)	neuron	female organism|adult brain	JO-A-22, FBbt:00049546	catmaid_fafb:3410772	
3423628	JO-A-23 (type-2) (FAFB:3423628)	neuron	female organism|adult brain	JO-A-23, FBbt:00049546	catmaid_fafb:3423628	
3425912	JO-A-24 (type-2) (FAFB:3425912)	neuron	female organism|adult brain	JO-A-24, FBbt:00049546	catmaid_fafb:3425912	
3428621	JO-A-25 (type-2) (FAFB:3428621)	neuron	female organism|adult brain	JO-A-25, FBbt:00049546	catmaid_fafb:3428621	
3439547	JO-A-44 (type-3) (FAFB:3439547)	neuron	female organism|adult brain	JO-A-44, FBbt:00049547	catmaid_fafb:3439547	
3441502	JO-A-26 (type-2) (FAFB:3441502)	neuron	female organism|adult brain	JO-A-26, FBbt:00049546	catmaid_fafb:3441502	
3445359	JO-A-45 (type-3) (FAFB:3445359)	neuron	female organism|adult brain	JO-A-45, FBbt:00049547	catmaid_fafb:3445359	
3446283	JO-A-27 (type-2) (FAFB:3446283)	neuron	female organism|adult brain	JO-A-27, FBbt:00049546	catmaid_fafb:3446283	
3447303	JO-A-28 (type-2) (FAFB:3447303)	neuron	female organism|adult brain	JO-A-28, FBbt:00049546	catmaid_fafb:3447303	
3449992	JO-A-3 (type-1) (FAFB:3449992)	neuron	female organism|adult brain	JO-A-3, FBbt:00049545	catmaid_fafb:3449992	
3458430	JO-A-9 (type-1) (FAFB:3458430)	neuron	female organism|adult brain	JO-A-9, FBbt:00049545	catmaid_fafb:3458430	
3458576	JO-B-16 (type-2) (FAFB:3458576)	neuron	female organism|adult brain	JO-B-16, FBbt:00049549	catmaid_fafb:3458576	
3458820	JO-A-7 (type-1) (FAFB:3458820)	neuron	female organism|adult brain	JO-A-7, FBbt:00049545	catmaid_fafb:3458820	
3459185	JO-A-4 (type-1) (FAFB:3459185)	neuron	female organism|adult brain	JO-A-4, FBbt:00049545	catmaid_fafb:3459185	
3468150	JO-A-29 (type-2) (FAFB:3468150)	neuron	female organism|adult brain	JO-A-29, FBbt:00049546	catmaid_fafb:3468150	
3469424	JO-A-30 (type-2) (FAFB:3469424)	neuron	female organism|adult brain	JO-A-30, FBbt:00049546	catmaid_fafb:3469424	
3470123	JO-A-31 (type-2) (FAFB:3470123)	neuron	female organism|adult brain	JO-A-31, FBbt:00049546	catmaid_fafb:3470123	
3475003	JO-A-32 (type-2) (FAFB:3475003)	neuron	female organism|adult brain	JO-A-32, FBbt:00049546	catmaid_fafb:3475003	
3476053	JO-A-33 (type-2) (FAFB:3476053)	neuron	female organism|adult brain	JO-A-33, FBbt:00049546	catmaid_fafb:3476053	
3477376	JO-A-2 (type-1) (FAFB:3477376)	neuron	female organism|adult brain	JO-A-2, FBbt:00049545	catmaid_fafb:3477376	
3477673	JO-B-12 (type-2) (FAFB:3477673)	neuron	female organism|adult brain	JO-B-12, FBbt:00049549	catmaid_fafb:3477673	
3485838	JO-A-34 (type-2) (FAFB:3485838)	neuron	female organism|adult brain	JO-A-34, FBbt:00049546	catmaid_fafb:3485838	
3487462	JO-A-35 (type-2) (FAFB:3487462)	neuron	female organism|adult brain	JO-A-35, FBbt:00049546	catmaid_fafb:3487462	
3488976	JO-A-36 (type-2) (FAFB:3488976)	neuron	female organism|adult brain	JO-A-36, FBbt:00049546	catmaid_fafb:3488976	
3490054	JO-A-1 (type-1) (FAFB:3490054)	neuron	female organism|adult brain	JO-A-1, FBbt:00049545	catmaid_fafb:3490054	
3491416	JO-A-37 (type-2) (FAFB:3491416)	neuron	female organism|adult brain	JO-A-37, FBbt:00049546	catmaid_fafb:3491416	
3491533	JO-A-38 (type-2) (FAFB:3491533)	neuron	female organism|adult brain	JO-A-38, FBbt:00049546	catmaid_fafb:3491533	
3502670	JO-A-39 (type-2) (FAFB:3502670)	neuron	female organism|adult brain	JO-A-39, FBbt:00049546	catmaid_fafb:3502670	
3504256	JO-A-11 (type-1) (FAFB:3504256)	neuron	female organism|adult brain	JO-A-11, FBbt:00049545	catmaid_fafb:3504256	
3506478	JO-A-13 (type-1) (FAFB:3506478)	neuron	female organism|adult brain	JO-A-13, FBbt:00049545	catmaid_fafb:3506478	
3515963	JO-A-5 (type-1) (FAFB:3515963)	neuron	female organism|adult brain	JO-A-5, FBbt:00049545	catmaid_fafb:3515963	
3516673	JO-A-10 (type-1) (FAFB:3516673)	neuron	female organism|adult brain	JO-A-10, FBbt:00049545	catmaid_fafb:3516673	
3517017	JO-A-40 (type-2) (FAFB:3517017)	neuron	female organism|adult brain	JO-A-40, FBbt:00049546	catmaid_fafb:3517017	
3529301	JO-A-41 (type-2) (FAFB:3529301)	neuron	female organism|adult brain	JO-A-41, FBbt:00049546	catmaid_fafb:3529301	
3531049	JO-A-14 (type-1) (FAFB:3531049)	neuron	female organism|adult brain	JO-A-14, FBbt:00049545	catmaid_fafb:3531049	
3538466	JO-B-17 (type-2) (FAFB:3538466)	neuron	female organism|adult brain	JO-B-17, FBbt:00049549	catmaid_fafb:3538466	
3555162	JO-A-42 (type-2) (FAFB:3555162)	neuron	female organism|adult brain	JO-A-42, FBbt:00049546	catmaid_fafb:3555162	
3563320	JO-B-18 (type-2) (FAFB:3563320)	neuron	female organism|adult brain	JO-B-18, FBbt:00049549	catmaid_fafb:3563320	
3571801	JO-A-43 (type-2) (FAFB:3571801)	neuron	female organism|adult brain	JO-A-43, FBbt:00049546	catmaid_fafb:3571801	
3579164	JO-B-27 (type-3) (FAFB:3579164)	neuron	female organism|adult brain	JO-B-27, FBbt:00049551	catmaid_fafb:3579164	
3580997	JO-B-8 (type-1) (FAFB:3580997)	neuron	female organism|adult brain	JO-B-8, FBbt:00049548	catmaid_fafb:3580997	
3581009	JO-B-9 (type-1) (FAFB:3581009)	neuron	female organism|adult brain	JO-B-9, FBbt:00049548	catmaid_fafb:3581009	
3581020	JO-B-24 (type-2) (FAFB:3581020)	neuron	female organism|adult brain	JO-B-24, FBbt:00049549	catmaid_fafb:3581020	
3630644	JO-B-29 (type-3) (FAFB:3630644)	neuron	female organism|adult brain	JO-B-29, FBbt:00049551	catmaid_fafb:3630644	
3639511	JO-B-42 (type-4) (FAFB:3639511)	neuron	female organism|adult brain	JO-B-42, FBbt:00049552	catmaid_fafb:3639511	
