filename	label	is_a	part_of	comment	dbxrefs
607420	neuron 146462 (FANC:607420)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103440, neuron 95850, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:607420
607438	scolopidium 103455 (FANC:607438)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607438
607451	neuron 82976 (FANC:607451)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607451
607463	neuron 80931 (FANC:607463)	neuron	female organism|adult nervous system	TrCS5, sensory neuron, trochanteral campaniform sensillum	catmaid_leg40:607463
607477	neuron 101412 (FANC:607477)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:607477
607489	scolopidium 103461 (FANC:607489)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607489
607502	neuron 82982 (FANC:607502)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607502
607514	neuron 101418 (FANC:607514)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:607514
607526	scolopidium 103466 (FANC:607526)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607526
607539	neuron 82988 (FANC:607539)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607539
607551	neuron 95276 (FANC:607551)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103250, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607551
607567	scolopidium 103471 (FANC:607567)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607567
607580	neuron 82994 (FANC:607580)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607580
607592	neuron 95282 (FANC:607592)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103281, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607592
607608	scolopidium 103476 (FANC:607608)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607608
607621	neuron 83000 (FANC:607621)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607621
607633	neuron 95288 (FANC:607633)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103281, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607633
607648	scolopidium 103481 (FANC:607648)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607648
607661	neuron 101435 (FANC:607661)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:607661
607673	scolopidium 103486 (FANC:607673)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607673
607686	neuron 83008 (FANC:607686)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607686
607698	neuron 101443 (FANC:607698)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:607698
607710	neuron 95300 (FANC:607710)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103291, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607710
607726	scolopidium 103491 (FANC:607726)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607726
607739	neuron 83015 (FANC:607739)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607739
607751	scolopidium 103496 (FANC:607751)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607751
607764	neuron 101449 (FANC:607764)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:607764
607777	neuron 95306 (FANC:607777)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103296, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607777
607792	scolopidium 103501 (FANC:607792)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607792
607805	neuron 83023 (FANC:607805)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607805
607817	neuron 101456 (FANC:607817)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:607817
607830	scolopidium 103506 (FANC:607830)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607830
607843	neuron 95318 (FANC:607843)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103337, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607843
607859	neuron 83031 (FANC:607859)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607859
607871	neuron 101463 (FANC:607871)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:607871
607883	scolopidium 103511 (FANC:607883)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607883
607896	neuron 95324 (FANC:607896)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103327, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607896
607911	scolopidium 103516 (FANC:607911)	neuron	female organism|adult ventral nerve cord	dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon	catmaid_leg40:607911
607924	neuron 83039 (FANC:607924)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607924
607936	neuron 101471 (FANC:607936)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:607936
607948	neuron 95330 (FANC:607948)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103264, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607948
607963	neuron 83046 (FANC:607963)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:607963
607975	neuron 95336 (FANC:607975)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103250, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:607975
607990	neuron 101482 (FANC:607990)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:607990
608002	neuron 83053 (FANC:608002)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608002
608014	neuron 95342 (FANC:608014)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103311, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608014
608029	neuron 101489 (FANC:608029)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608029
608042	neuron 95348 (FANC:608042)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103276, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608042
608057	neuron 83061 (FANC:608057)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608057
608069	neuron 101496 (FANC:608069)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:608069
608081	neuron 95354 (FANC:608081)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103270, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608081
608096	neuron 81021 (FANC:608096)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 120598, neuron 103223, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon	catmaid_leg40:608096
608114	neuron 83069 (FANC:608114)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608114
608126	neuron 101503 (FANC:608126)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:608126
608138	neuron 95360 (FANC:608138)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103337, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608138
608153	neuron 81028 (FANC:608153)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 120611, neuron 103218, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon	catmaid_leg40:608153
608170	neuron 101509 (FANC:608170)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:608170
608182	neuron 146568 (FANC:608182)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103486, femoral chordotonal neuron, neuron 104524, attaches to FeCO lateral tendon	catmaid_leg40:608182
608200	neuron 95369 (FANC:608200)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103317, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608200
608216	neuron 81034 (FANC:608216)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 120598, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon	catmaid_leg40:608216
608231	neuron 83082 (FANC:608231)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608231
608243	neuron 70796 (FANC:608243)	neuron|mechanosensory neuron of prothoracic coxal hair plate CoHP8|mechanosensory neuron of hair plate	female organism|adult nervous system	thorax-coxa joint, CoHP8, sensory neuron, hair plate, ventral nerve	catmaid_leg40:608243
608263	neuron 101515 (FANC:608263)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:608263
608275	neuron 95375 (FANC:608275)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103306, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon	catmaid_leg40:608275
608290	neuron 83088 (FANC:608290)	neuron	female organism|adult nervous system	femoral bristle, leaves volume, sensory neuron	catmaid_leg40:608290
608303	neuron 101521 (FANC:608303)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608303
608316	neuron 95381 (FANC:608316)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103150, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608316
608331	neuron 101530 (FANC:608331)	neuron	female organism|adult nervous system	leaves volume, tibial bristle, sensory neuron	catmaid_leg40:608331
608344	neuron 146587 (FANC:608344)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103317, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608344
608359	neuron 95393 (FANC:608359)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103291, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon	catmaid_leg40:608359
608375	neuron 101539 (FANC:608375)	neuron	female organism|adult nervous system	leaves volume, tibial bristle, sensory neuron	catmaid_leg40:608375
608388	neuron 101546 (FANC:608388)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:608388
608400	neuron 95403 (FANC:608400)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103286, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon	catmaid_leg40:608400
608415	neuron 97458 (FANC:608415)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:608415
608427	neuron 101555 (FANC:608427)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron	catmaid_leg40:608427
608439	neuron 83126 (FANC:608439)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608439
608451	neuron 101561 (FANC:608451)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608451
608464	neuron 81082 (FANC:608464)	neuron|mechanosensory neuron of hair plate	female organism|adult nervous system	sensory neuron, TrHP5, coxa-trochanter joint, hair plate	catmaid_leg40:608464
608480	neuron 101569 (FANC:608480)	neuron	female organism|adult nervous system	tibial bristle, leaves volume, sensory neuron	catmaid_leg40:608480
608493	neuron 83139 (FANC:608493)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608493
608505	neuron 83150 (FANC:608505)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608505
608517	neuron 95438 (FANC:608517)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103343, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608517
608532	neuron 101583 (FANC:608532)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608532
608545	neuron 95445 (FANC:608545)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103372, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608545
608560	neuron 83158 (FANC:608560)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608560
608572	neuron 95451 (FANC:608572)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103382, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608572
608587	neuron 101595 (FANC:608587)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608587
608600	neuron 83165 (FANC:608600)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608600
608612	muscle 93405 (FANC:608612)	neuron	female organism|adult ventral nerve cord	femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:608612
608625	neuron 95457 (FANC:608625)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103349, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608625
608640	neuron 101602 (FANC:608640)	neuron	female organism|adult nervous system	tibial bristle, sensory neuron, leaves volume	catmaid_leg40:608640
608653	neuron 83171 (FANC:608653)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608653
608665	neuron 83177 (FANC:608665)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608665
608677	neuron 101610 (FANC:608677)	neuron	female organism|adult nervous system	tibial bristle, leaves volume, sensory neuron	catmaid_leg40:608677
608690	neuron 95469 (FANC:608690)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103361, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608690
608705	neuron 83183 (FANC:608705)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608705
608717	neuron 101617 (FANC:608717)	neuron	female organism|adult nervous system	leaves volume, sensory neuron, tibial bristle	catmaid_leg40:608717
608730	neuron 140531 (FANC:608730)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103501, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608730
608745	neuron 83190 (FANC:608745)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608745
608757	neuron 101624 (FANC:608757)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle, leaves volume	catmaid_leg40:608757
608770	muscle 93434 (FANC:608770)	neuron	female organism|adult ventral nerve cord	femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:608770
608783	neuron 77053 (FANC:608783)	neuron|prothoracic trochanter campaniform sensillum Sc-8	female organism|adult nervous system	TrCS8, trochanteral campaniform sensillum, sensory neuron	catmaid_leg40:608783
608804	neuron 101631 (FANC:608804)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle, leaves volume	catmaid_leg40:608804
608817	neuron 126208 (FANC:608817)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103415, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608817
608833	muscle 93442 (FANC:608833)	neuron	female organism|adult ventral nerve cord	femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:608833
608846	neuron 95495 (FANC:608846)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103355, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608846
608861	muscle 93448 (FANC:608861)	neuron	female organism|adult ventral nerve cord	femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:608861
608874	neuron 101640 (FANC:608874)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle, leaves volume	catmaid_leg40:608874
608887	neuron 126216 (FANC:608887)	neuron	female organism|adult nervous system	sensory neuron, femoral chordotonal neuron, innervates scolopidium 103399, attaches to FeCO lateral tendon	catmaid_leg40:608887
608903	neuron 83212 (FANC:608903)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608903
608915	neuron 99598 (FANC:608915)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:608915
608927	muscle 93455 (FANC:608927)	neuron	female organism|adult ventral nerve cord	femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:608927
608940	neuron 101649 (FANC:608940)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle, leaves volume	catmaid_leg40:608940
608953	neuron 83219 (FANC:608953)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608953
608965	neuron 95508 (FANC:608965)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103388, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:608965
608980	neuron 101657 (FANC:608980)	neuron	female organism|adult nervous system	leaves volume, tibial bristle, sensory neuron	catmaid_leg40:608980
608993	neuron 83226 (FANC:608993)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:608993
609005	neuron 126236 (FANC:609005)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103516, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609005
609020	muscle 93469 (FANC:609020)	neuron	female organism|adult ventral nerve cord	femur muscle 5a, innervated by 22A08-Gal4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609020
609036	neuron 95519 (FANC:609036)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103377, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609036
609052	neuron 83232 (FANC:609052)	neuron	female organism|adult nervous system	femoral bristle, sensory neuron	catmaid_leg40:609052
609064	muscle 214303 (FANC:609064)	neuron	female organism|adult ventral nerve cord	trochanter muscle 1, trochanteral muscle fiber	catmaid_leg40:609064
609076	muscle 93475 (FANC:609076)	neuron	female organism|adult ventral nerve cord	femur muscle 5a, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609076
609089	neuron 95525 (FANC:609089)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103404, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609089
609104	muscle 93481 (FANC:609104)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609104
609117	muscle 214313 (FANC:609117)	neuron	female organism|adult ventral nerve cord	trochanter muscle 1, trochanteral muscle fiber	catmaid_leg40:609117
609129	neuron 95531 (FANC:609129)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103415, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609129
609144	muscle 93487 (FANC:609144)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609144
609157	neuron 95537 (FANC:609157)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103399, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609157
609172	muscle 214322 (FANC:609172)	neuron	female organism|adult ventral nerve cord	trochanter muscle 1, trochanteral muscle fiber	catmaid_leg40:609172
609184	muscle 214331 (FANC:609184)	neuron	female organism|adult ventral nerve cord	trochanter muscle 1, trochanteral muscle fiber	catmaid_leg40:609184
609196	neuron 95555 (FANC:609196)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103394, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609196
609211	neuron 95584 (FANC:609211)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103476, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609211
609226	coxal stretch receptor (FANC:609226)	neuron	female organism|adult nervous system	ventral nerve, coxal stretch receptor, sensory neuron, minor sensory neuron type	catmaid_leg40:609226
609242	neuron 81256 (FANC:609242)	neuron|prothoracic trochanter campaniform sensillum Sc-8	female organism|adult nervous system	TrCS8, sensory neuron, trochanteral campaniform sensillum, Neuron 81475	catmaid_leg40:609242
609260	neuron 95600 (FANC:609260)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103420, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609260
609275	neuron 95606 (FANC:609275)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103511, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609275
609291	neuron 95612 (FANC:609291)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103466, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609291
609306	tibia flexor tendon (FANC:609306)	neuron	female organism|adult ventral nerve cord	tibia flexor tendon	catmaid_leg40:609306
609318	neuron 95623 (FANC:609318)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103481, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609318
609334	neuron 95629 (FANC:609334)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103496, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609334
609350	neuron 95635 (FANC:609350)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103491, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609350
609365	neuron 95642 (FANC:609365)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103450, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609365
609381	neuron 95648 (FANC:609381)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103471, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609381
609397	neuron 95654 (FANC:609397)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103461, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609397
609412	neuron 95661 (FANC:609412)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103445, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609412
609428	neuron 95790 (FANC:609428)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103455, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609428
609443	neuron 95796 (FANC:609443)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103440, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609443
609458	neuron 95802 (FANC:609458)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103486, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609458
609473	tibia extensor tendon (FANC:609473)	neuron	female organism|adult ventral nerve cord	tibia extensor tendon	catmaid_leg40:609473
609485	neuron 95808 (FANC:609485)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103425, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609485
609501	neuron 83526 (FANC:609501)	neuron	female organism|adult nervous system	TiCSd2, tibial campaniform sensillum, sensory neuron	catmaid_leg40:609501
609517	neuron 95815 (FANC:609517)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103435, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609517
609533	neuron 83532 (FANC:609533)	neuron	female organism|adult nervous system	TiCSd2, tibial campaniform sensillum, sensory neuron	catmaid_leg40:609533
609547	muscle 93773 (FANC:609547)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609547
609560	neuron 95821 (FANC:609560)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103430, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609560
609576	muscle 93779 (FANC:609576)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609576
609589	neuron 95827 (FANC:609589)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103430, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609589
609604	muscle 93785 (FANC:609604)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609604
609617	muscle 93791 (FANC:609617)	neuron	female organism|adult ventral nerve cord	femur muscle 5a, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609617
609630	neuron 95840 (FANC:609630)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103425, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609630
609645	neuron 95845 (FANC:609645)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103435, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609645
609660	muscle 93798 (FANC:609660)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609660
609673	neuron 95855 (FANC:609673)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103506, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609673
609688	muscle 93808 (FANC:609688)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609688
609701	neuron 83569 (FANC:609701)	neuron|prothoracic tibial campaniform sensillum Sc3	female organism|adult nervous system	TiCSv1, tibial campaniform sensillum, sensory neuron	catmaid_leg40:609701
609716	neuron 95860 (FANC:609716)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103377, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609716
609731	neuron 83573 (FANC:609731)	neuron	female organism|adult nervous system	TiCSv2, tibial campaniform sensillum, sensory neuron	catmaid_leg40:609731
609745	muscle 93814 (FANC:609745)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609745
609758	muscle 93820 (FANC:609758)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609758
609771	neuron 83581 (FANC:609771)	neuron	female organism|adult nervous system	TiCSv2, tibial campaniform sensillum, sensory neuron	catmaid_leg40:609771
609784	muscle 93827 (FANC:609784)	neuron	female organism|adult ventral nerve cord	femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber	catmaid_leg40:609784
609797	muscle 93833 (FANC:609797)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 proximal muscle fiber, femoral muscle fiber	catmaid_leg40:609797
609813	muscle 93839 (FANC:609813)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 proximal muscle fiber, femoral muscle fiber	catmaid_leg40:609813
609827	muscle 93845 (FANC:609827)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber	catmaid_leg40:609827
