filename	label	is_a	part_of	comment	dbxrefs
609842	muscle 93851 (FANC:609842)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber	catmaid_leg40:609842
609856	muscle 93857 (FANC:609856)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber	catmaid_leg40:609856
609870	muscle 93863 (FANC:609870)	neuron	female organism|adult ventral nerve cord	femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber	catmaid_leg40:609870
609884	muscle 93869 (FANC:609884)	neuron	female organism|adult ventral nerve cord	femur muscle 6, posterior tibia reductor muscle fiber, femoral muscle fiber	catmaid_leg40:609884
609897	neuron 95922 (FANC:609897)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103471, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:609897
609912	muscle 93875 (FANC:609912)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609912
609926	muscle 93887 (FANC:609926)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609926
609939	muscle 93921 (FANC:609939)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609939
609952	muscle 93932 (FANC:609952)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609952
609965	muscle 93938 (FANC:609965)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609965
609978	neuron 112385 (FANC:609978)	neuron|mechanosensory neuron of hair plate	female organism|adult nervous system	hair plate, sensory neuron, TiHP3	catmaid_leg40:609978
609992	muscle 93955 (FANC:609992)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:609992
610005	muscle 93960 (FANC:610005)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610005
610018	neuron 75534 (FANC:610018)	neuron	female organism|adult nervous system	reviewed, tibial motor neuron, main leg nerve	catmaid_leg40:610018
610036	neuron 100115 (FANC:610036)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610036
610048	scolopidium 120598 (FANC:610048)	neuron	female organism|adult ventral nerve cord	neuron 103223, femoral scolopidium, dually-innervated scolopidium, attaches to distal branch of FeCO medial tendon	catmaid_leg40:610048
610062	neuron 100121 (FANC:610062)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610062
610074	muscle 93980 (FANC:610074)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610074
610087	neuron 100127 (FANC:610087)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610087
610099	muscle 93987 (FANC:610099)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610099
610112	scolopidium 120611 (FANC:610112)	neuron	female organism|adult ventral nerve cord	neuron 103218, femoral scolopidium, dually-innervated scolopidium, attaches to distal branch of FeCO medial tendon	catmaid_leg40:610112
610126	neuron 100138 (FANC:610126)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610126
610138	muscle 93997 (FANC:610138)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610138
610151	neuron 100144 (FANC:610151)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610151
610163	neuron 100150 (FANC:610163)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610163
610175	muscle 94010 (FANC:610175)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610175
610188	neuron 100156 (FANC:610188)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610188
610200	neuron 100162 (FANC:610200)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610200
610212	neuron 100168 (FANC:610212)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610212
610224	muscle 94028 (FANC:610224)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610224
610237	neuron 100174 (FANC:610237)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610237
610249	muscle 94034 (FANC:610249)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610249
610262	neuron 100180 (FANC:610262)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610262
610274	neuron 100187 (FANC:610274)	neuron	female organism|adult nervous system	leaves volume, sensory neuron, femoral bristle	catmaid_leg40:610274
610287	muscle 94046 (FANC:610287)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610287
610300	neuron 100194 (FANC:610300)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610300
610312	muscle 94053 (FANC:610312)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610312
610325	neuron 100201 (FANC:610325)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle, leaves volume	catmaid_leg40:610325
610338	muscle 94059 (FANC:610338)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610338
610351	neuron 100208 (FANC:610351)	neuron	female organism|adult nervous system	leaves volume, sensory neuron, femoral bristle	catmaid_leg40:610351
610365	muscle 94065 (FANC:610365)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610365
610378	neuron 100215 (FANC:610378)	neuron	female organism|adult nervous system	sensory neuron, femoral bristle	catmaid_leg40:610378
610390	muscle 94076 (FANC:610390)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610390
610403	neuron 100221 (FANC:610403)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610403
610415	muscle 94083 (FANC:610415)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610415
610428	neuron 73606 (FANC:610428)	neuron	female organism|adult nervous system	possible LinF-Co1, main leg nerve, coxal motor neuron	catmaid_leg40:610428
610447	muscle 94089 (FANC:610447)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610447
610460	neuron 100233 (FANC:610460)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610460
610472	muscle 94095 (FANC:610472)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610472
610485	neuron 100244 (FANC:610485)	neuron	female organism|adult nervous system	leaves volume, sensory neuron, tibial bristle	catmaid_leg40:610485
610498	muscle 94101 (FANC:610498)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610498
610511	muscle 94107 (FANC:610511)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610511
610524	neuron 100251 (FANC:610524)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610524
610536	muscle 94113 (FANC:610536)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610536
610549	neuron 100257 (FANC:610549)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610549
610561	neuron 100263 (FANC:610561)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610561
610573	muscle 94120 (FANC:610573)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610573
610586	neuron 100269 (FANC:610586)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610586
610598	muscle 94127 (FANC:610598)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610598
610611	neuron 133039 (FANC:610611)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103445, neuron 104430, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610611
610628	neuron 100275 (FANC:610628)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610628
610640	muscle 94133 (FANC:610640)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610640
610653	neuron 100281 (FANC:610653)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610653
610665	neuron 82405 (FANC:610665)	neuron	female organism|adult nervous system	sensory neuron, femoral campaniform sensillum, FeCS1	catmaid_leg40:610665
610683	neuron 133054 (FANC:610683)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103450, neuron 104457, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610683
610700	neuron 104383 (FANC:610700)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103506, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610700
610715	muscle 94144 (FANC:610715)	neuron	female organism|adult ventral nerve cord	femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610715
610728	neuron 100289 (FANC:610728)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610728
610740	neuron 100295 (FANC:610740)	neuron|mechanosensory neuron of hair plate	female organism|adult nervous system	hair plate, TiHP3, sensory neuron	catmaid_leg40:610740
610753	muscle 94154 (FANC:610753)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610753
610766	neuron 104395 (FANC:610766)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103481, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610766
610781	neuron 133067 (FANC:610781)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103496, neuron 104478, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610781
610798	neuron 100301 (FANC:610798)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610798
610810	muscle 94160 (FANC:610810)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610810
610823	neuron 100307 (FANC:610823)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610823
610835	muscle 94166 (FANC:610835)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610835
610848	neuron 100313 (FANC:610848)	neuron|mechanosensory neuron of hair plate	female organism|adult nervous system	hair plate, TiHP3, sensory neuron	catmaid_leg40:610848
610861	muscle 94172 (FANC:610861)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610861
610874	neuron 100319 (FANC:610874)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610874
610886	neuron 133089 (FANC:610886)	neuron	female organism|adult nervous system	sensory neuron, femoral chordotonal neuron, innervates scolopidium 103511, neuron 104603, attaches to FeCO lateral tendon	catmaid_leg40:610886
610903	muscle 94178 (FANC:610903)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, muscle 94209, femoral muscle fiber	catmaid_leg40:610903
610918	neuron 100325 (FANC:610918)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610918
610930	neuron 100331 (FANC:610930)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610930
610942	neuron 133099 (FANC:610942)	neuron	female organism|adult nervous system	sensory neuron, innervates scolopidium 103367, femoral chordotonal neuron, attaches to FeCO lateral tendon	catmaid_leg40:610942
610956	neuron 100337 (FANC:610956)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610956
610968	neuron 100343 (FANC:610968)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610968
610980	muscle 94201 (FANC:610980)	neuron	female organism|adult ventral nerve cord	femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber	catmaid_leg40:610980
610993	neuron 100349 (FANC:610993)	neuron	female organism|adult nervous system	sensory neuron, tibial bristle	catmaid_leg40:610993
611023	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3i (FANC:611023)	neuron	female organism|adult ventral nerve cord		catmaid_leg40:611023
611038	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3h (FANC:611038)	neuron	female organism|adult ventral nerve cord		catmaid_leg40:611038
611051	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3j (FANC:611051)	neuron	female organism|adult ventral nerve cord		catmaid_leg40:611051
611065	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3k (FANC:611065)	neuron	female organism|adult ventral nerve cord		catmaid_leg40:611065
611078	fast tibia flexor motor neuron (R81A07-Gal4) (FANC:611078)	neuron	female organism|adult nervous system	labeled by R81A07-Gal4, femoral motor neuron	catmaid_leg40:611078
